[1162, 749]
[folio, [333.0, 75.0, 86.0, 18.0], shoonya_4sRB8Z0969SF5D, 5700002]
[paragraph, [78.0, 121.0, 593.0, 18.0], shoonya_2sI2S10KI4WAST, 5700002]
[paragraph, [78.0, 139.0, 593.0, 18.0], shoonya_2sI2S10KI4WAST, 5700002]
[paragraph, [78.0, 157.0, 593.0, 18.0], shoonya_2sI2S10KI4WAST, 5700002]
[paragraph, [78.0, 175.0, 593.0, 18.0], shoonya_2sI2S10KI4WAST, 5700002]
[paragraph, [78.0, 193.0, 593.0, 18.0], shoonya_2sI2S10KI4WAST, 5700002]
[paragraph, [78.0, 211.0, 593.0, 18.0], shoonya_2sI2S10KI4WAST, 5700002]
[paragraph, [78.0, 229.0, 593.0, 18.0], shoonya_2sI2S10KI4WAST, 5700002]
[paragraph, [78.0, 247.0, 593.0, 18.0], shoonya_2sI2S10KI4WAST, 5700002]
[paragraph, [78.0, 265.0, 593.0, 18.0], shoonya_2sI2S10KI4WAST, 5700002]
[paragraph, [78.0, 297.0, 593.0, 18.0], shoonya_0sSFYSSH5J0PBJ, 5700002]
[paragraph, [78.0, 315.0, 593.0, 18.0], shoonya_0sSFYSSH5J0PBJ, 5700002]
[paragraph, [78.0, 333.0, 593.0, 18.0], shoonya_0sSFYSSH5J0PBJ, 5700002]
[paragraph, [78.0, 351.0, 593.0, 18.0], shoonya_0sSFYSSH5J0PBJ, 5700002]
[paragraph, [78.0, 369.0, 593.0, 18.0], shoonya_0sSFYSSH5J0PBJ, 5700002]
[paragraph, [78.0, 387.0, 593.0, 18.0], shoonya_0sSFYSSH5J0PBJ, 5700002]
[paragraph, [78.0, 405.0, 593.0, 18.0], shoonya_0sSFYSSH5J0PBJ, 5700002]
[paragraph, [78.0, 423.0, 593.0, 18.0], shoonya_0sSFYSSH5J0PBJ, 5700002]
[paragraph, [78.0, 441.0, 593.0, 18.0], shoonya_0sSFYSSH5J0PBJ, 5700002]
[paragraph, [78.0, 459.0, 593.0, 18.0], shoonya_0sSFYSSH5J0PBJ, 5700002]
[paragraph, [78.0, 477.0, 593.0, 18.0], shoonya_0sSFYSSH5J0PBJ, 5700002]
[paragraph, [78.0, 495.0, 593.0, 18.0], shoonya_0sSFYSSH5J0PBJ, 5700002]
[paragraph, [78.0, 513.0, 593.0, 18.0], shoonya_0sSFYSSH5J0PBJ, 5700002]
[paragraph, [78.0, 531.0, 593.0, 18.0], shoonya_0sSFYSSH5J0PBJ, 5700002]
[paragraph, [78.0, 549.0, 593.0, 18.0], shoonya_0sSFYSSH5J0PBJ, 5700002]
[paragraph, [78.0, 567.0, 593.0, 18.0], shoonya_0sSFYSSH5J0PBJ, 5700002]
[paragraph, [78.0, 585.0, 593.0, 18.0], shoonya_0sSFYSSH5J0PBJ, 5700002]
[paragraph, [78.0, 603.0, 593.0, 18.0], shoonya_0sSFYSSH5J0PBJ, 5700002]
[paragraph, [78.0, 621.0, 593.0, 18.0], shoonya_0sSFYSSH5J0PBJ, 5700002]
[paragraph, [78.0, 639.0, 593.0, 18.0], shoonya_0sSFYSSH5J0PBJ, 5700002]
[paragraph, [78.0, 676.0, 595.0, 18.0], shoonya_1sA9JH66C253RG, 5700002]
[paragraph, [78.0, 694.0, 595.0, 18.0], shoonya_1sA9JH66C253RG, 5700002]
[paragraph, [78.0, 712.0, 595.0, 18.0], shoonya_1sA9JH66C253RG, 5700002]
[paragraph, [78.0, 730.0, 595.0, 18.0], shoonya_1sA9JH66C253RG, 5700002]
[paragraph, [78.0, 748.0, 595.0, 18.0], shoonya_1sA9JH66C253RG, 5700002]
[paragraph, [78.0, 766.0, 595.0, 18.0], shoonya_1sA9JH66C253RG, 5700002]
[paragraph, [78.0, 784.0, 595.0, 18.0], shoonya_1sA9JH66C253RG, 5700002]
[paragraph, [78.0, 802.0, 595.0, 18.0], shoonya_1sA9JH66C253RG, 5700002]
[paragraph, [78.0, 820.0, 595.0, 18.0], shoonya_1sA9JH66C253RG, 5700002]
[paragraph, [78.0, 838.0, 595.0, 18.0], shoonya_1sA9JH66C253RG, 5700002]
[paragraph, [78.0, 856.0, 595.0, 18.0], shoonya_1sA9JH66C253RG, 5700002]
[paragraph, [78.0, 882.0, 597.0, 18.0], shoonya_3sC20YRPFJQLPQ, 5700002]
[paragraph, [78.0, 900.0, 597.0, 18.0], shoonya_3sC20YRPFJQLPQ, 5700002]
[paragraph, [78.0, 918.0, 597.0, 18.0], shoonya_3sC20YRPFJQLPQ, 5700002]
[paragraph, [78.0, 936.0, 597.0, 18.0], shoonya_3sC20YRPFJQLPQ, 5700002]
[paragraph, [78.0, 954.0, 597.0, 18.0], shoonya_3sC20YRPFJQLPQ, 5700002]
[paragraph, [78.0, 972.0, 597.0, 18.0], shoonya_3sC20YRPFJQLPQ, 5700002]
[paragraph, [78.0, 990.0, 597.0, 18.0], shoonya_3sC20YRPFJQLPQ, 5700002]
[paragraph, [78.0, 1008.0, 597.0, 18.0], shoonya_3sC20YRPFJQLPQ, 5700002]
[paragraph, [78.0, 1026.0, 597.0, 18.0], shoonya_3sC20YRPFJQLPQ, 5700002]
[paragraph, [78.0, 1044.0, 597.0, 18.0], shoonya_3sC20YRPFJQLPQ, 5700002]
[paragraph, [78.0, 1062.0, 597.0, 18.0], shoonya_3sC20YRPFJQLPQ, 5700002]
