[2339, 1653]
[paragraph, [323.0, 163.0, 1141.0, 36.0], shoonya_2sXHHG2MT614Y5, 5734595]
[paragraph, [323.0, 199.0, 1141.0, 36.0], shoonya_2sXHHG2MT614Y5, 5734595]
[paragraph, [323.0, 235.0, 1141.0, 36.0], shoonya_2sXHHG2MT614Y5, 5734595]
[paragraph, [323.0, 271.0, 1141.0, 36.0], shoonya_2sXHHG2MT614Y5, 5734595]
[paragraph, [323.0, 307.0, 1141.0, 36.0], shoonya_2sXHHG2MT614Y5, 5734595]
[paragraph, [323.0, 343.0, 1141.0, 36.0], shoonya_2sXHHG2MT614Y5, 5734595]
[paragraph, [324.0, 390.0, 1137.0, 36.0], shoonya_1sA7S5N84YIEN9, 5734595]
[paragraph, [324.0, 426.0, 1137.0, 36.0], shoonya_1sA7S5N84YIEN9, 5734595]
[paragraph, [324.0, 462.0, 1137.0, 36.0], shoonya_1sA7S5N84YIEN9, 5734595]
[paragraph, [324.0, 498.0, 1137.0, 36.0], shoonya_1sA7S5N84YIEN9, 5734595]
[paragraph, [324.0, 534.0, 1137.0, 36.0], shoonya_1sA7S5N84YIEN9, 5734595]
[paragraph, [324.0, 570.0, 1137.0, 36.0], shoonya_1sA7S5N84YIEN9, 5734595]
[paragraph, [324.0, 606.0, 1137.0, 36.0], shoonya_1sA7S5N84YIEN9, 5734595]
[paragraph, [324.0, 642.0, 1137.0, 36.0], shoonya_1sA7S5N84YIEN9, 5734595]
[paragraph, [324.0, 678.0, 1137.0, 36.0], shoonya_1sA7S5N84YIEN9, 5734595]
[paragraph, [324.0, 714.0, 1137.0, 36.0], shoonya_1sA7S5N84YIEN9, 5734595]
[paragraph, [324.0, 750.0, 1137.0, 36.0], shoonya_1sA7S5N84YIEN9, 5734595]
[paragraph, [324.0, 786.0, 1137.0, 36.0], shoonya_1sA7S5N84YIEN9, 5734595]
[paragraph, [324.0, 822.0, 1137.0, 36.0], shoonya_1sA7S5N84YIEN9, 5734595]
[paragraph, [324.0, 858.0, 1137.0, 36.0], shoonya_1sA7S5N84YIEN9, 5734595]
[paragraph, [324.0, 894.0, 1137.0, 36.0], shoonya_1sA7S5N84YIEN9, 5734595]
[paragraph, [324.0, 930.0, 1137.0, 36.0], shoonya_1sA7S5N84YIEN9, 5734595]
[paragraph, [324.0, 966.0, 1137.0, 36.0], shoonya_1sA7S5N84YIEN9, 5734595]
[paragraph, [324.0, 1002.0, 1137.0, 36.0], shoonya_1sA7S5N84YIEN9, 5734595]
[paragraph, [323.0, 1053.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1089.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1125.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1161.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1197.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1233.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1269.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1305.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1341.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1377.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1413.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1449.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1485.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1521.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1557.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1593.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1629.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1665.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1701.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1737.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1773.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1809.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1845.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1881.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1917.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1953.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [323.0, 1989.0, 1139.0, 36.0], shoonya_0s3DNJPACS77J7, 5734595]
[paragraph, [383.0, 2052.0, 1083.0, 36.0], pLlSJ3M6_z, 5734595]
[folio, [1265.0, 2155.0, 142.0, 36.0], XXs7x0UJgi, 5734595]
