[2339, 1656]
[section-title, [747.0, 206.0, 165.0, 52.5], vAP90dDZZd, 5752530]
[paragraph, [277.0, 327.0, 476.0, 36.0], 8L5imJWABh, 5752530]
[paragraph, [277.0, 363.0, 476.0, 36.0], 8L5imJWABh, 5752530]
[paragraph, [277.0, 399.0, 476.0, 36.0], 8L5imJWABh, 5752530]
[paragraph, [277.0, 435.0, 476.0, 36.0], 8L5imJWABh, 5752530]
[paragraph, [277.0, 471.0, 476.0, 36.0], 8L5imJWABh, 5752530]
[paragraph, [255.0, 546.0, 624.0, 36.0], TnFHmliS4M, 5752530]
[paragraph, [255.0, 582.0, 624.0, 36.0], TnFHmliS4M, 5752530]
[paragraph, [255.0, 618.0, 624.0, 36.0], TnFHmliS4M, 5752530]
[paragraph, [255.0, 654.0, 624.0, 36.0], TnFHmliS4M, 5752530]
[paragraph, [255.0, 690.0, 624.0, 36.0], TnFHmliS4M, 5752530]
[paragraph, [263.0, 769.0, 649.0, 36.0], Fxy8NX1dyN, 5752530]
[paragraph, [263.0, 805.0, 649.0, 36.0], Fxy8NX1dyN, 5752530]
[paragraph, [263.0, 841.0, 649.0, 36.0], Fxy8NX1dyN, 5752530]
[paragraph, [263.0, 877.0, 649.0, 36.0], Fxy8NX1dyN, 5752530]
[paragraph, [275.0, 969.0, 489.0, 36.0], gNL1qBzLcB, 5752530]
[paragraph, [275.0, 1005.0, 489.0, 36.0], gNL1qBzLcB, 5752530]
[paragraph, [275.0, 1041.0, 489.0, 36.0], gNL1qBzLcB, 5752530]
[paragraph, [275.0, 1077.0, 489.0, 36.0], gNL1qBzLcB, 5752530]
[paragraph, [275.0, 1113.0, 489.0, 36.0], gNL1qBzLcB, 5752530]
[paragraph, [270.0, 1187.0, 445.0, 36.0], 94lCmO1Riv, 5752530]
[paragraph, [270.0, 1223.0, 445.0, 36.0], 94lCmO1Riv, 5752530]
[paragraph, [270.0, 1259.0, 445.0, 36.0], 94lCmO1Riv, 5752530]
[paragraph, [270.0, 1295.0, 445.0, 36.0], 94lCmO1Riv, 5752530]
[paragraph, [270.0, 1331.0, 445.0, 36.0], 94lCmO1Riv, 5752530]
[paragraph, [275.0, 1397.0, 583.0, 36.0], syRSjZf3xj, 5752530]
[paragraph, [275.0, 1433.0, 583.0, 36.0], syRSjZf3xj, 5752530]
[paragraph, [275.0, 1469.0, 583.0, 36.0], syRSjZf3xj, 5752530]
[paragraph, [275.0, 1505.0, 583.0, 36.0], syRSjZf3xj, 5752530]
[paragraph, [275.0, 1541.0, 583.0, 36.0], syRSjZf3xj, 5752530]
[paragraph, [250.0, 1615.0, 629.0, 36.0], mgKzEsEZti, 5752530]
[paragraph, [250.0, 1651.0, 629.0, 36.0], mgKzEsEZti, 5752530]
[paragraph, [250.0, 1687.0, 629.0, 36.0], mgKzEsEZti, 5752530]
[paragraph, [250.0, 1723.0, 629.0, 36.0], mgKzEsEZti, 5752530]
[paragraph, [250.0, 1759.0, 629.0, 36.0], mgKzEsEZti, 5752530]
[folio, [1128.0, 2165.0, 480.0, 36.0], Zg0CsRynt5, 5752530]
[folio, [1128.0, 2201.0, 480.0, 36.0], Zg0CsRynt5, 5752530]
[dateline, [1202.0, 2241.0, 403.0, 64.5], h85QhV6YIw, 5752530]
