[1250, 857]
[chapter-title, [391.0, 42.0, 179.0, 30.0], shoonya_11sSPDUJ54PDOJ, 5775843]
[paragraph, [172.0, 80.0, 627.0, 18.0], shoonya_17sW83LQ35K35T, 5775843]
[paragraph, [161.0, 105.0, 640.0, 18.0], 3_JkXaHUjN, 5775843]
[paragraph, [161.0, 123.0, 640.0, 18.0], 3_JkXaHUjN, 5775843]
[paragraph, [161.0, 141.0, 640.0, 18.0], 3_JkXaHUjN, 5775843]
[paragraph, [160.0, 157.0, 642.0, 18.0], shoonya_19sDTT1HCNPWNT, 5775843]
[paragraph, [160.0, 175.0, 642.0, 18.0], shoonya_19sDTT1HCNPWNT, 5775843]
[paragraph, [160.0, 193.0, 642.0, 18.0], shoonya_19sDTT1HCNPWNT, 5775843]
[paragraph, [185.0, 208.0, 302.0, 18.0], shoonya_16sTECGXL01IMK, 5775843]
[paragraph, [166.0, 233.0, 632.0, 18.0], shoonya_14s5J9S5LFC7HA, 5775843]
[paragraph, [166.0, 251.0, 632.0, 18.0], shoonya_14s5J9S5LFC7HA, 5775843]
[paragraph, [188.0, 284.0, 322.0, 18.0], shoonya_5sQY5LGMID88DH, 5775843]
[paragraph, [202.0, 308.0, 312.0, 18.0], shoonya_8sYUK2IJZC6KPI, 5775843]
[paragraph, [187.0, 334.0, 420.0, 18.0], shoonya_9sRADPNWZ35NQ3, 5775843]
[paragraph, [163.0, 360.0, 636.0, 18.0], shoonya_4s53SCE3RDEOHD, 5775843]
[paragraph, [163.0, 378.0, 636.0, 18.0], shoonya_4s53SCE3RDEOHD, 5775843]
[paragraph, [163.0, 396.0, 636.0, 18.0], shoonya_4s53SCE3RDEOHD, 5775843]
[paragraph, [163.0, 414.0, 636.0, 18.0], shoonya_4s53SCE3RDEOHD, 5775843]
[paragraph, [185.0, 436.0, 268.0, 18.0], shoonya_12s0QT0U5MBHJZ, 5775843]
[paragraph, [163.0, 460.0, 633.0, 18.0], shoonya_7sUCAU9W4HTT1C, 5775843]
[paragraph, [163.0, 478.0, 633.0, 18.0], shoonya_7sUCAU9W4HTT1C, 5775843]
[paragraph, [184.0, 512.0, 339.0, 18.0], shoonya_18s8K1F8TITJIW, 5775843]
[paragraph, [165.0, 537.0, 636.0, 18.0], shoonya_0sV4B01KZE6QC8, 5775843]
[paragraph, [165.0, 555.0, 636.0, 18.0], shoonya_0sV4B01KZE6QC8, 5775843]
[paragraph, [165.0, 573.0, 636.0, 18.0], shoonya_0sV4B01KZE6QC8, 5775843]
[paragraph, [165.0, 591.0, 636.0, 18.0], shoonya_0sV4B01KZE6QC8, 5775843]
[paragraph, [165.0, 609.0, 636.0, 18.0], shoonya_0sV4B01KZE6QC8, 5775843]
[paragraph, [165.0, 627.0, 636.0, 18.0], shoonya_0sV4B01KZE6QC8, 5775843]
[paragraph, [165.0, 645.0, 636.0, 18.0], shoonya_0sV4B01KZE6QC8, 5775843]
[paragraph, [165.0, 663.0, 636.0, 18.0], shoonya_0sV4B01KZE6QC8, 5775843]
[paragraph, [165.0, 681.0, 636.0, 18.0], shoonya_0sV4B01KZE6QC8, 5775843]
[paragraph, [166.0, 713.0, 635.0, 18.0], shoonya_2sMKY3QG1F8LED, 5775843]
[paragraph, [166.0, 731.0, 635.0, 18.0], shoonya_2sMKY3QG1F8LED, 5775843]
[paragraph, [166.0, 766.0, 634.0, 18.0], shoonya_1sL5IMLHIVH40C, 5775843]
[paragraph, [166.0, 784.0, 634.0, 18.0], shoonya_1sL5IMLHIVH40C, 5775843]
[paragraph, [166.0, 802.0, 634.0, 18.0], shoonya_1sL5IMLHIVH40C, 5775843]
[paragraph, [166.0, 820.0, 634.0, 18.0], shoonya_1sL5IMLHIVH40C, 5775843]
[paragraph, [166.0, 838.0, 634.0, 18.0], shoonya_1sL5IMLHIVH40C, 5775843]
[paragraph, [166.0, 856.0, 634.0, 18.0], shoonya_1sL5IMLHIVH40C, 5775843]
[paragraph, [169.0, 890.0, 632.0, 18.0], shoonya_3sS0HLOB81KRWX, 5775843]
[paragraph, [169.0, 908.0, 632.0, 18.0], shoonya_3sS0HLOB81KRWX, 5775843]
[paragraph, [169.0, 926.0, 632.0, 18.0], shoonya_3sS0HLOB81KRWX, 5775843]
[paragraph, [169.0, 944.0, 632.0, 18.0], shoonya_3sS0HLOB81KRWX, 5775843]
[paragraph, [168.0, 966.0, 631.0, 18.0], shoonya_6sR6L7FE7AYOYA, 5775843]
[paragraph, [168.0, 984.0, 631.0, 18.0], shoonya_6sR6L7FE7AYOYA, 5775843]
[paragraph, [192.0, 1015.0, 222.0, 18.0], shoonya_13sRVWC9VVUEK6, 5775843]
[paragraph, [193.0, 1040.0, 308.0, 18.0], shoonya_10s7P28M2R1HXZ, 5775843]
[paragraph, [193.0, 1067.0, 605.0, 18.0], shoonya_15sPW32H0K6GJY, 5775843]
