[1565, 1152]
[headline, [125.0, 121.0, 586.0, 37.5], shoonya_4sD7X2EGAGA496, 5722885]
[paragraph, [81.0, 201.0, 618.0, 36.0], shoonya_5s6WY7IUVD0692, 5722885]
[paragraph, [81.0, 237.0, 618.0, 36.0], shoonya_5s6WY7IUVD0692, 5722885]
[paragraph, [81.0, 273.0, 618.0, 36.0], shoonya_5s6WY7IUVD0692, 5722885]
[paragraph, [81.0, 309.0, 618.0, 36.0], shoonya_5s6WY7IUVD0692, 5722885]
[paragraph, [81.0, 345.0, 618.0, 36.0], shoonya_5s6WY7IUVD0692, 5722885]
[paragraph, [84.0, 388.0, 912.0, 36.0], shoonya_2sCW92QRUFIGIP, 5722885]
[paragraph, [84.0, 424.0, 912.0, 36.0], shoonya_2sCW92QRUFIGIP, 5722885]
[paragraph, [84.0, 460.0, 912.0, 36.0], shoonya_2sCW92QRUFIGIP, 5722885]
[paragraph, [84.0, 496.0, 912.0, 36.0], shoonya_2sCW92QRUFIGIP, 5722885]
[paragraph, [84.0, 532.0, 912.0, 36.0], shoonya_2sCW92QRUFIGIP, 5722885]
[paragraph, [84.0, 568.0, 912.0, 36.0], shoonya_2sCW92QRUFIGIP, 5722885]
[paragraph, [84.0, 604.0, 912.0, 36.0], shoonya_2sCW92QRUFIGIP, 5722885]
[paragraph, [84.0, 640.0, 912.0, 36.0], shoonya_2sCW92QRUFIGIP, 5722885]
[paragraph, [84.0, 676.0, 912.0, 36.0], shoonya_2sCW92QRUFIGIP, 5722885]
[paragraph, [84.0, 712.0, 912.0, 36.0], shoonya_2sCW92QRUFIGIP, 5722885]
[paragraph, [84.0, 748.0, 912.0, 36.0], shoonya_2sCW92QRUFIGIP, 5722885]
[paragraph, [84.0, 784.0, 912.0, 36.0], shoonya_2sCW92QRUFIGIP, 5722885]
[paragraph, [84.0, 820.0, 912.0, 36.0], shoonya_2sCW92QRUFIGIP, 5722885]
[paragraph, [84.0, 856.0, 912.0, 36.0], shoonya_2sCW92QRUFIGIP, 5722885]
[paragraph, [84.0, 892.0, 912.0, 36.0], shoonya_2sCW92QRUFIGIP, 5722885]
[paragraph, [85.0, 937.0, 911.0, 36.0], shoonya_0sY9C2Q75H0UH1, 5722885]
[paragraph, [85.0, 973.0, 911.0, 36.0], shoonya_0sY9C2Q75H0UH1, 5722885]
[paragraph, [85.0, 1009.0, 911.0, 36.0], shoonya_0sY9C2Q75H0UH1, 5722885]
[paragraph, [85.0, 1045.0, 911.0, 36.0], shoonya_0sY9C2Q75H0UH1, 5722885]
[paragraph, [85.0, 1081.0, 911.0, 36.0], shoonya_0sY9C2Q75H0UH1, 5722885]
[paragraph, [85.0, 1117.0, 911.0, 36.0], shoonya_0sY9C2Q75H0UH1, 5722885]
[paragraph, [85.0, 1153.0, 911.0, 36.0], shoonya_0sY9C2Q75H0UH1, 5722885]
[paragraph, [85.0, 1189.0, 911.0, 36.0], shoonya_0sY9C2Q75H0UH1, 5722885]
[paragraph, [85.0, 1225.0, 911.0, 36.0], shoonya_0sY9C2Q75H0UH1, 5722885]
[paragraph, [85.0, 1261.0, 911.0, 36.0], shoonya_0sY9C2Q75H0UH1, 5722885]
[paragraph, [84.0, 1327.0, 913.0, 36.0], shoonya_3s93A483PWF7PU, 5722885]
