[2200, 1700]
[chapter-title, [225.0, 155.0, 1130.0, 70.5], S7nTDP0EGB, 5749477]
[paragraph, [247.0, 264.0, 1129.0, 36.0], pbH9cqVvDu, 5749477]
[paragraph, [247.0, 300.0, 1129.0, 36.0], pbH9cqVvDu, 5749477]
[paragraph, [247.0, 336.0, 1129.0, 36.0], pbH9cqVvDu, 5749477]
[paragraph, [247.0, 372.0, 1129.0, 36.0], pbH9cqVvDu, 5749477]
[paragraph, [247.0, 408.0, 1129.0, 36.0], pbH9cqVvDu, 5749477]
[paragraph, [247.0, 444.0, 1129.0, 36.0], pbH9cqVvDu, 5749477]
[paragraph, [247.0, 480.0, 1129.0, 36.0], pbH9cqVvDu, 5749477]
[paragraph, [247.0, 516.0, 1129.0, 36.0], pbH9cqVvDu, 5749477]
[index, [418.0, 595.0, 897.0, 36.0], SJo3BfMWdh, 5749477]
[index, [418.0, 631.0, 897.0, 36.0], SJo3BfMWdh, 5749477]
[index, [418.0, 667.0, 897.0, 36.0], SJo3BfMWdh, 5749477]
[index, [418.0, 703.0, 897.0, 36.0], SJo3BfMWdh, 5749477]
[index, [418.0, 739.0, 897.0, 36.0], SJo3BfMWdh, 5749477]
[index, [418.0, 775.0, 897.0, 36.0], SJo3BfMWdh, 5749477]
[index, [418.0, 811.0, 897.0, 36.0], SJo3BfMWdh, 5749477]
[index, [418.0, 847.0, 897.0, 36.0], SJo3BfMWdh, 5749477]
[index, [418.0, 883.0, 897.0, 36.0], SJo3BfMWdh, 5749477]
[index, [418.0, 919.0, 897.0, 36.0], SJo3BfMWdh, 5749477]
[index, [418.0, 955.0, 897.0, 36.0], SJo3BfMWdh, 5749477]
[index, [418.0, 991.0, 897.0, 36.0], SJo3BfMWdh, 5749477]
[index, [418.0, 1027.0, 897.0, 36.0], SJo3BfMWdh, 5749477]
[paragraph, [257.0, 1115.0, 948.0, 36.0], MTACWN1y-R, 5749477]
[index, [426.0, 1183.0, 602.0, 36.0], sh60wA7Adl, 5749477]
[index, [426.0, 1219.0, 602.0, 36.0], sh60wA7Adl, 5749477]
[index, [426.0, 1255.0, 602.0, 36.0], sh60wA7Adl, 5749477]
[index, [426.0, 1291.0, 602.0, 36.0], sh60wA7Adl, 5749477]
[index, [426.0, 1327.0, 602.0, 36.0], sh60wA7Adl, 5749477]
[index, [426.0, 1363.0, 602.0, 36.0], sh60wA7Adl, 5749477]
[index, [426.0, 1399.0, 602.0, 36.0], sh60wA7Adl, 5749477]
[index, [426.0, 1435.0, 602.0, 36.0], sh60wA7Adl, 5749477]
[index, [426.0, 1471.0, 602.0, 36.0], sh60wA7Adl, 5749477]
[index, [426.0, 1507.0, 602.0, 36.0], sh60wA7Adl, 5749477]
[index, [426.0, 1543.0, 602.0, 36.0], sh60wA7Adl, 5749477]
[index, [426.0, 1579.0, 602.0, 36.0], sh60wA7Adl, 5749477]
[index, [426.0, 1615.0, 602.0, 36.0], sh60wA7Adl, 5749477]
[index, [426.0, 1651.0, 602.0, 36.0], sh60wA7Adl, 5749477]
[paragraph, [253.0, 1726.0, 1142.0, 36.0], shoonya_0s5FLBP5C78IX1, 5749477]
[paragraph, [253.0, 1762.0, 1142.0, 36.0], shoonya_0s5FLBP5C78IX1, 5749477]
[paragraph, [253.0, 1798.0, 1142.0, 36.0], shoonya_0s5FLBP5C78IX1, 5749477]
[paragraph, [253.0, 1834.0, 1142.0, 36.0], shoonya_0s5FLBP5C78IX1, 5749477]
[paragraph, [253.0, 1870.0, 1142.0, 36.0], shoonya_0s5FLBP5C78IX1, 5749477]
[paragraph, [253.0, 1906.0, 1142.0, 36.0], shoonya_0s5FLBP5C78IX1, 5749477]
[paragraph, [253.0, 1942.0, 1142.0, 36.0], shoonya_0s5FLBP5C78IX1, 5749477]
[paragraph, [253.0, 1978.0, 1142.0, 36.0], shoonya_0s5FLBP5C78IX1, 5749477]
[paragraph, [253.0, 2014.0, 1142.0, 36.0], shoonya_0s5FLBP5C78IX1, 5749477]
