[3960, 3060]
[paragraph, [759.0, 357.0, 1801.0, 52.5], shoonya_2sZ95Y9EHICOK6, 5698884]
[paragraph, [759.0, 409.5, 1801.0, 52.5], shoonya_2sZ95Y9EHICOK6, 5698884]
[paragraph, [759.0, 462.0, 1801.0, 52.5], shoonya_2sZ95Y9EHICOK6, 5698884]
[paragraph, [759.0, 514.5, 1801.0, 52.5], shoonya_2sZ95Y9EHICOK6, 5698884]
[paragraph, [759.0, 567.0, 1801.0, 52.5], shoonya_2sZ95Y9EHICOK6, 5698884]
[paragraph, [759.0, 619.5, 1801.0, 52.5], shoonya_2sZ95Y9EHICOK6, 5698884]
[paragraph, [759.0, 672.0, 1801.0, 52.5], shoonya_2sZ95Y9EHICOK6, 5698884]
[paragraph, [749.0, 851.0, 1855.0, 52.5], shoonya_1sM830H1UXQ2BL, 5698884]
[paragraph, [749.0, 903.5, 1855.0, 52.5], shoonya_1sM830H1UXQ2BL, 5698884]
[paragraph, [749.0, 956.0, 1855.0, 52.5], shoonya_1sM830H1UXQ2BL, 5698884]
[paragraph, [749.0, 1008.5, 1855.0, 52.5], shoonya_1sM830H1UXQ2BL, 5698884]
[paragraph, [749.0, 1061.0, 1855.0, 52.5], shoonya_1sM830H1UXQ2BL, 5698884]
[paragraph, [749.0, 1113.5, 1855.0, 52.5], shoonya_1sM830H1UXQ2BL, 5698884]
[paragraph, [749.0, 1166.0, 1855.0, 52.5], shoonya_1sM830H1UXQ2BL, 5698884]
[paragraph, [749.0, 1218.5, 1855.0, 52.5], shoonya_1sM830H1UXQ2BL, 5698884]
[paragraph, [749.0, 1271.0, 1855.0, 52.5], shoonya_1sM830H1UXQ2BL, 5698884]
[paragraph, [749.0, 1323.5, 1855.0, 52.5], shoonya_1sM830H1UXQ2BL, 5698884]
[paragraph, [749.0, 1376.0, 1855.0, 52.5], shoonya_1sM830H1UXQ2BL, 5698884]
[paragraph, [749.0, 1428.5, 1855.0, 52.5], shoonya_1sM830H1UXQ2BL, 5698884]
[paragraph, [749.0, 1481.0, 1855.0, 52.5], shoonya_1sM830H1UXQ2BL, 5698884]
[paragraph, [742.0, 1695.0, 1822.0, 52.5], shoonya_0sOWM2918D2J7W, 5698884]
[paragraph, [742.0, 1747.5, 1822.0, 52.5], shoonya_0sOWM2918D2J7W, 5698884]
[paragraph, [742.0, 1800.0, 1822.0, 52.5], shoonya_0sOWM2918D2J7W, 5698884]
[paragraph, [742.0, 1852.5, 1822.0, 52.5], shoonya_0sOWM2918D2J7W, 5698884]
[paragraph, [742.0, 1905.0, 1822.0, 52.5], shoonya_0sOWM2918D2J7W, 5698884]
[paragraph, [742.0, 1957.5, 1822.0, 52.5], shoonya_0sOWM2918D2J7W, 5698884]
[paragraph, [742.0, 2010.0, 1822.0, 52.5], shoonya_0sOWM2918D2J7W, 5698884]
[paragraph, [742.0, 2062.5, 1822.0, 52.5], shoonya_0sOWM2918D2J7W, 5698884]
[paragraph, [742.0, 2115.0, 1822.0, 52.5], shoonya_0sOWM2918D2J7W, 5698884]
[paragraph, [769.0, 2293.0, 1867.0, 52.5], shoonya_3sVL8W1YPUKBO6, 5698884]
[paragraph, [769.0, 2345.5, 1867.0, 52.5], shoonya_3sVL8W1YPUKBO6, 5698884]
[paragraph, [769.0, 2398.0, 1867.0, 52.5], shoonya_3sVL8W1YPUKBO6, 5698884]
[paragraph, [769.0, 2450.5, 1867.0, 52.5], shoonya_3sVL8W1YPUKBO6, 5698884]
[paragraph, [769.0, 2503.0, 1867.0, 52.5], shoonya_3sVL8W1YPUKBO6, 5698884]
[paragraph, [769.0, 2555.5, 1867.0, 52.5], shoonya_3sVL8W1YPUKBO6, 5698884]
[paragraph, [769.0, 2608.0, 1867.0, 52.5], shoonya_3sVL8W1YPUKBO6, 5698884]
[paragraph, [769.0, 2660.5, 1867.0, 52.5], shoonya_3sVL8W1YPUKBO6, 5698884]
[paragraph, [769.0, 2713.0, 1867.0, 52.5], shoonya_3sVL8W1YPUKBO6, 5698884]
[paragraph, [760.0, 2894.0, 1813.0, 52.5], Wsf28mib9U, 5698884]
[paragraph, [760.0, 2946.5, 1813.0, 52.5], Wsf28mib9U, 5698884]
[paragraph, [760.0, 2999.0, 1813.0, 52.5], Wsf28mib9U, 5698884]
[paragraph, [760.0, 3051.5, 1813.0, 52.5], Wsf28mib9U, 5698884]
[paragraph, [760.0, 3104.0, 1813.0, 52.5], Wsf28mib9U, 5698884]
[paragraph, [760.0, 3156.5, 1813.0, 52.5], Wsf28mib9U, 5698884]
[paragraph, [760.0, 3209.0, 1813.0, 52.5], Wsf28mib9U, 5698884]
[paragraph, [926.0, 3354.0, 1601.0, 52.5], lgzT60-5q3, 5698884]
[paragraph, [926.0, 3406.5, 1601.0, 52.5], lgzT60-5q3, 5698884]
