[2078, 1480]
[headline, [395.0, 120.0, 667.0, 67.5], lDp64ileZ9, 5654623]
[headline, [395.0, 187.5, 667.0, 67.5], lDp64ileZ9, 5654623]
[headline, [395.0, 255.0, 667.0, 67.5], lDp64ileZ9, 5654623]
[author, [528.0, 378.0, 384.0, 36.0], mVmWMVA_Kg, 5654623]
[paragraph, [728.0, 444.0, 621.0, 36.0], shoonya_5sSLB0TD2B1JRX, 5654623]
[paragraph, [728.0, 480.0, 621.0, 36.0], shoonya_5sSLB0TD2B1JRX, 5654623]
[paragraph, [728.0, 516.0, 621.0, 36.0], shoonya_5sSLB0TD2B1JRX, 5654623]
[paragraph, [728.0, 552.0, 621.0, 36.0], shoonya_5sSLB0TD2B1JRX, 5654623]
[paragraph, [728.0, 588.0, 621.0, 36.0], shoonya_5sSLB0TD2B1JRX, 5654623]
[paragraph, [728.0, 624.0, 621.0, 36.0], shoonya_5sSLB0TD2B1JRX, 5654623]
[paragraph, [78.0, 451.0, 628.0, 36.0], shoonya_0sBOJTEATMZU3I, 5654623]
[paragraph, [78.0, 487.0, 628.0, 36.0], shoonya_0sBOJTEATMZU3I, 5654623]
[paragraph, [78.0, 523.0, 628.0, 36.0], shoonya_0sBOJTEATMZU3I, 5654623]
[paragraph, [78.0, 559.0, 628.0, 36.0], shoonya_0sBOJTEATMZU3I, 5654623]
[paragraph, [78.0, 595.0, 628.0, 36.0], shoonya_0sBOJTEATMZU3I, 5654623]
[paragraph, [78.0, 631.0, 628.0, 36.0], shoonya_0sBOJTEATMZU3I, 5654623]
[paragraph, [78.0, 667.0, 628.0, 36.0], shoonya_0sBOJTEATMZU3I, 5654623]
[paragraph, [769.0, 683.0, 582.0, 36.0], shoonya_12sPJPP0FDGP7N, 5654623]
[paragraph, [852.0, 722.0, 500.0, 36.0], shoonya_1sV5VB74CMNH3K, 5654623]
[paragraph, [852.0, 758.0, 500.0, 36.0], shoonya_1sV5VB74CMNH3K, 5654623]
[paragraph, [852.0, 794.0, 500.0, 36.0], shoonya_1sV5VB74CMNH3K, 5654623]
[paragraph, [852.0, 830.0, 500.0, 36.0], shoonya_1sV5VB74CMNH3K, 5654623]
[paragraph, [852.0, 866.0, 500.0, 36.0], shoonya_1sV5VB74CMNH3K, 5654623]
[paragraph, [852.0, 902.0, 500.0, 36.0], shoonya_1sV5VB74CMNH3K, 5654623]
[paragraph, [852.0, 938.0, 500.0, 36.0], shoonya_1sV5VB74CMNH3K, 5654623]
[paragraph, [852.0, 974.0, 500.0, 36.0], shoonya_1sV5VB74CMNH3K, 5654623]
[paragraph, [852.0, 1010.0, 500.0, 36.0], shoonya_1sV5VB74CMNH3K, 5654623]
[paragraph, [852.0, 1046.0, 500.0, 36.0], shoonya_1sV5VB74CMNH3K, 5654623]
[paragraph, [77.0, 735.0, 504.0, 36.0], shoonya_3s3H83V1YJ2KIX, 5654623]
[paragraph, [77.0, 771.0, 504.0, 36.0], shoonya_3s3H83V1YJ2KIX, 5654623]
[paragraph, [77.0, 807.0, 504.0, 36.0], shoonya_3s3H83V1YJ2KIX, 5654623]
[paragraph, [77.0, 843.0, 504.0, 36.0], shoonya_3s3H83V1YJ2KIX, 5654623]
[paragraph, [77.0, 879.0, 504.0, 36.0], shoonya_3s3H83V1YJ2KIX, 5654623]
[paragraph, [77.0, 915.0, 504.0, 36.0], shoonya_3s3H83V1YJ2KIX, 5654623]
[paragraph, [77.0, 951.0, 504.0, 36.0], shoonya_3s3H83V1YJ2KIX, 5654623]
[paragraph, [77.0, 987.0, 504.0, 36.0], shoonya_3s3H83V1YJ2KIX, 5654623]
[paragraph, [77.0, 1023.0, 504.0, 36.0], shoonya_3s3H83V1YJ2KIX, 5654623]
[paragraph, [77.0, 1059.0, 504.0, 36.0], shoonya_3s3H83V1YJ2KIX, 5654623]
[figure-caption, [600.0, 1059.0, 230.0, 36.0], VZB1zpxLiF, 5654623]
[paragraph, [730.0, 1112.0, 623.0, 36.0], shoonya_2sQS2VW9PONJBD, 5654623]
[paragraph, [730.0, 1148.0, 623.0, 36.0], shoonya_2sQS2VW9PONJBD, 5654623]
[paragraph, [730.0, 1184.0, 623.0, 36.0], shoonya_2sQS2VW9PONJBD, 5654623]
[paragraph, [730.0, 1220.0, 623.0, 36.0], shoonya_2sQS2VW9PONJBD, 5654623]
[paragraph, [730.0, 1256.0, 623.0, 36.0], shoonya_2sQS2VW9PONJBD, 5654623]
[paragraph, [77.0, 1125.0, 626.0, 36.0], shoonya_8sAZEFIYPHWWBS, 5654623]
[paragraph, [77.0, 1161.0, 626.0, 36.0], shoonya_8sAZEFIYPHWWBS, 5654623]
[paragraph, [78.0, 1205.0, 629.0, 36.0], shoonya_11sA2LKP96D8RE, 5654623]
[paragraph, [78.0, 1241.0, 629.0, 36.0], shoonya_11sA2LKP96D8RE, 5654623]
[paragraph, [78.0, 1277.0, 629.0, 36.0], shoonya_11sA2LKP96D8RE, 5654623]
[paragraph, [857.0, 1302.0, 500.0, 36.0], shoonya_6sAU9TSH9MZX7Q, 5654623]
[paragraph, [857.0, 1338.0, 500.0, 36.0], shoonya_6sAU9TSH9MZX7Q, 5654623]
[paragraph, [857.0, 1374.0, 500.0, 36.0], shoonya_6sAU9TSH9MZX7Q, 5654623]
