[2339, 1656]
[paragraph, [287.0, 293.0, 471.0, 36.0], KHJjcUc_hd, 5752287]
[paragraph, [287.0, 329.0, 471.0, 36.0], KHJjcUc_hd, 5752287]
[paragraph, [287.0, 365.0, 471.0, 36.0], KHJjcUc_hd, 5752287]
[paragraph, [287.0, 401.0, 471.0, 36.0], KHJjcUc_hd, 5752287]
[paragraph, [287.0, 437.0, 471.0, 36.0], KHJjcUc_hd, 5752287]
[paragraph, [287.0, 473.0, 471.0, 36.0], KHJjcUc_hd, 5752287]
[paragraph, [287.0, 509.0, 471.0, 36.0], KHJjcUc_hd, 5752287]
[paragraph, [287.0, 545.0, 471.0, 36.0], KHJjcUc_hd, 5752287]
[paragraph, [287.0, 581.0, 471.0, 36.0], KHJjcUc_hd, 5752287]
[paragraph, [287.0, 617.0, 471.0, 36.0], KHJjcUc_hd, 5752287]
[paragraph, [287.0, 653.0, 471.0, 36.0], KHJjcUc_hd, 5752287]
[paragraph, [285.0, 798.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 834.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 870.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 906.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 942.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 978.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 1014.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 1050.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 1086.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 1122.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 1158.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 1194.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 1230.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 1266.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 1302.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 1338.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 1374.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 1410.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 1446.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 1482.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 1518.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 1554.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 1590.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 1626.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 1662.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[paragraph, [285.0, 1698.0, 498.0, 36.0], Bo3a_QBaGt, 5752287]
[author, [869.0, 1457.0, 662.0, 36.0], mMH1uuZcZ3, 5752287]
[author, [869.0, 1493.0, 662.0, 36.0], mMH1uuZcZ3, 5752287]
[author, [869.0, 1529.0, 662.0, 36.0], mMH1uuZcZ3, 5752287]
[author, [869.0, 1565.0, 662.0, 36.0], mMH1uuZcZ3, 5752287]
[author, [869.0, 1601.0, 662.0, 36.0], mMH1uuZcZ3, 5752287]
[folio, [1130.0, 2160.0, 486.0, 36.0], QG8qOXXncq, 5752287]
[folio, [1130.0, 2196.0, 486.0, 36.0], QG8qOXXncq, 5752287]
[dateline, [1192.0, 2243.0, 424.0, 64.5], _81PbwIoxR, 5752287]
