[2484, 1767]
[paragraph, [342.0, 393.0, 1248.0, 36.0], shoonya_1s1LBP2YM5M9M2, 5754222]
[paragraph, [342.0, 429.0, 1248.0, 36.0], shoonya_1s1LBP2YM5M9M2, 5754222]
[paragraph, [342.0, 465.0, 1248.0, 36.0], shoonya_1s1LBP2YM5M9M2, 5754222]
[paragraph, [342.0, 501.0, 1248.0, 36.0], shoonya_1s1LBP2YM5M9M2, 5754222]
[paragraph, [342.0, 537.0, 1248.0, 36.0], shoonya_1s1LBP2YM5M9M2, 5754222]
[paragraph, [342.0, 573.0, 1248.0, 36.0], shoonya_1s1LBP2YM5M9M2, 5754222]
[paragraph, [342.0, 609.0, 1248.0, 36.0], shoonya_1s1LBP2YM5M9M2, 5754222]
[paragraph, [342.0, 645.0, 1248.0, 36.0], shoonya_1s1LBP2YM5M9M2, 5754222]
[paragraph, [342.0, 681.0, 1248.0, 36.0], shoonya_1s1LBP2YM5M9M2, 5754222]
[paragraph, [342.0, 717.0, 1248.0, 36.0], shoonya_1s1LBP2YM5M9M2, 5754222]
[paragraph, [342.0, 753.0, 1248.0, 36.0], shoonya_1s1LBP2YM5M9M2, 5754222]
[paragraph, [342.0, 789.0, 1248.0, 36.0], shoonya_1s1LBP2YM5M9M2, 5754222]
[paragraph, [342.0, 825.0, 1248.0, 36.0], shoonya_1s1LBP2YM5M9M2, 5754222]
[paragraph, [342.0, 861.0, 1248.0, 36.0], shoonya_1s1LBP2YM5M9M2, 5754222]
[paragraph, [342.0, 897.0, 1248.0, 36.0], shoonya_1s1LBP2YM5M9M2, 5754222]
[paragraph, [342.0, 933.0, 1248.0, 36.0], shoonya_1s1LBP2YM5M9M2, 5754222]
[paragraph, [334.0, 1005.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1041.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1077.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1113.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1149.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1185.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1221.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1257.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1293.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1329.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1365.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1401.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1437.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1473.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1509.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1545.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1581.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1617.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1653.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1689.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1725.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1761.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1797.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1833.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1869.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1905.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1941.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 1977.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 2013.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 2049.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 2085.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 2121.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 2157.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 2193.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
[paragraph, [334.0, 2229.0, 1219.0, 36.0], shoonya_0sGRFIFQ7E3SCI, 5754222]
