[1275, 750]
[folio, [231.0, 77.0, 289.0, 18.0], UHfqmhX5Xb, 5767598]
[folio, [231.0, 95.0, 289.0, 18.0], UHfqmhX5Xb, 5767598]
[folio, [231.0, 113.0, 289.0, 18.0], UHfqmhX5Xb, 5767598]
[paragraph, [136.0, 154.0, 451.0, 18.0], T887ivagrr, 5767598]
[paragraph, [136.0, 172.0, 451.0, 18.0], T887ivagrr, 5767598]
[paragraph, [136.0, 190.0, 451.0, 18.0], T887ivagrr, 5767598]
[paragraph, [136.0, 208.0, 451.0, 18.0], T887ivagrr, 5767598]
[paragraph, [136.0, 226.0, 451.0, 18.0], T887ivagrr, 5767598]
[paragraph, [136.0, 244.0, 451.0, 18.0], T887ivagrr, 5767598]
[paragraph, [136.0, 262.0, 451.0, 18.0], T887ivagrr, 5767598]
[paragraph, [136.0, 280.0, 451.0, 18.0], T887ivagrr, 5767598]
[paragraph, [136.0, 298.0, 451.0, 18.0], T887ivagrr, 5767598]
[paragraph, [136.0, 316.0, 451.0, 18.0], T887ivagrr, 5767598]
[paragraph, [136.0, 334.0, 451.0, 18.0], T887ivagrr, 5767598]
[paragraph, [136.0, 352.0, 451.0, 18.0], T887ivagrr, 5767598]
[paragraph, [136.0, 370.0, 451.0, 18.0], T887ivagrr, 5767598]
[paragraph, [136.0, 388.0, 451.0, 18.0], T887ivagrr, 5767598]
[paragraph, [299.0, 410.0, 381.0, 18.0], I_QphbNE56, 5767598]
[paragraph, [299.0, 428.0, 381.0, 18.0], I_QphbNE56, 5767598]
[paragraph, [70.0, 448.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 466.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 484.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 502.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 520.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 538.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 556.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 574.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 592.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 610.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 628.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 646.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 664.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 682.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 700.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 718.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 736.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 754.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 772.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 790.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 808.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 826.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 844.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 862.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 880.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 898.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 916.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 934.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 952.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 970.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 988.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 1006.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 1024.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 1042.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 1060.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 1078.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 1096.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 1114.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 1132.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 1150.0, 616.0, 18.0], p-AvN4rile, 5767598]
[paragraph, [70.0, 1168.0, 616.0, 18.0], p-AvN4rile, 5767598]
