[3300, 2550]
[paragraph, [269.0, 290.0, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 342.5, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 395.0, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 447.5, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 500.0, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 552.5, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 605.0, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 657.5, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 710.0, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 762.5, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 815.0, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 867.5, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 920.0, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 972.5, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 1025.0, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 1077.5, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 1130.0, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 1182.5, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 1235.0, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 1287.5, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 1340.0, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 1392.5, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 1445.0, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 1497.5, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 1550.0, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 1602.5, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 1655.0, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 1707.5, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 1760.0, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 1812.5, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 1865.0, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 1917.5, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 1970.0, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 2022.5, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 2075.0, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 2127.5, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 2180.0, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 2232.5, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 2285.0, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 2337.5, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 2390.0, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [269.0, 2442.5, 2045.0, 52.5], shoonya_1sRH0S6TYFC8ND, 5720025]
[paragraph, [283.0, 2547.0, 1989.0, 52.5], Eit-KPTQvx, 5720025]
[paragraph, [283.0, 2599.5, 1989.0, 52.5], Eit-KPTQvx, 5720025]
[paragraph, [283.0, 2652.0, 1989.0, 52.5], Eit-KPTQvx, 5720025]
[paragraph, [283.0, 2704.5, 1989.0, 52.5], Eit-KPTQvx, 5720025]
[paragraph, [283.0, 2757.0, 1989.0, 52.5], Eit-KPTQvx, 5720025]
[paragraph, [283.0, 2809.5, 1989.0, 52.5], Eit-KPTQvx, 5720025]
[paragraph, [283.0, 2862.0, 1989.0, 52.5], Eit-KPTQvx, 5720025]
[paragraph, [283.0, 2914.5, 1989.0, 52.5], Eit-KPTQvx, 5720025]
