[872, 605]
[section-title, [254.0, 28.0, 113.0, 30.0], RrhmEV5raY, 6457207]
[folio, [35.0, 31.0, 81.0, 18.0], Cd72Qy8K8u, 6457207]
[paragraph, [300.0, 67.0, 262.0, 18.0], f6sONovt0B, 6457207]
[paragraph, [300.0, 85.0, 262.0, 18.0], f6sONovt0B, 6457207]
[paragraph, [300.0, 103.0, 262.0, 18.0], f6sONovt0B, 6457207]
[paragraph, [300.0, 121.0, 262.0, 18.0], f6sONovt0B, 6457207]
[paragraph, [300.0, 139.0, 262.0, 18.0], f6sONovt0B, 6457207]
[paragraph, [300.0, 157.0, 262.0, 18.0], f6sONovt0B, 6457207]
[paragraph, [300.0, 175.0, 262.0, 18.0], f6sONovt0B, 6457207]
[paragraph, [300.0, 193.0, 262.0, 18.0], f6sONovt0B, 6457207]
[paragraph, [300.0, 211.0, 262.0, 18.0], f6sONovt0B, 6457207]
[paragraph, [300.0, 229.0, 262.0, 18.0], f6sONovt0B, 6457207]
[paragraph, [300.0, 247.0, 262.0, 18.0], f6sONovt0B, 6457207]
[paragraph, [300.0, 265.0, 262.0, 18.0], f6sONovt0B, 6457207]
[paragraph, [300.0, 283.0, 262.0, 18.0], f6sONovt0B, 6457207]
[paragraph, [300.0, 301.0, 262.0, 18.0], f6sONovt0B, 6457207]
[paragraph, [300.0, 319.0, 262.0, 18.0], f6sONovt0B, 6457207]
[paragraph, [300.0, 337.0, 262.0, 18.0], f6sONovt0B, 6457207]
[paragraph, [300.0, 355.0, 262.0, 18.0], f6sONovt0B, 6457207]
[paragraph, [300.0, 373.0, 262.0, 18.0], f6sONovt0B, 6457207]
[paragraph, [300.0, 391.0, 262.0, 18.0], f6sONovt0B, 6457207]
[paragraph, [300.0, 409.0, 262.0, 18.0], f6sONovt0B, 6457207]
[paragraph, [300.0, 427.0, 262.0, 18.0], f6sONovt0B, 6457207]
[paragraph, [35.0, 72.0, 266.0, 18.0], VVLkBRQZXX, 6457207]
[paragraph, [35.0, 90.0, 266.0, 18.0], VVLkBRQZXX, 6457207]
[paragraph, [35.0, 108.0, 266.0, 18.0], VVLkBRQZXX, 6457207]
[paragraph, [35.0, 126.0, 266.0, 18.0], VVLkBRQZXX, 6457207]
[paragraph, [35.0, 144.0, 266.0, 18.0], VVLkBRQZXX, 6457207]
[paragraph, [39.0, 156.0, 261.0, 18.0], OORNhXIiaK, 6457207]
[paragraph, [39.0, 174.0, 261.0, 18.0], OORNhXIiaK, 6457207]
[paragraph, [40.0, 195.0, 262.0, 18.0], kc-3DfVMmP, 6457207]
[paragraph, [36.0, 213.0, 244.0, 18.0], Hfj7dZrHik, 6457207]
[paragraph, [36.0, 231.0, 244.0, 18.0], Hfj7dZrHik, 6457207]
[paragraph, [38.0, 251.0, 262.0, 18.0], DHt5hOsyEd, 6457207]
[paragraph, [38.0, 269.0, 262.0, 18.0], DHt5hOsyEd, 6457207]
[paragraph, [38.0, 287.0, 262.0, 18.0], DHt5hOsyEd, 6457207]
[paragraph, [38.0, 305.0, 262.0, 18.0], DHt5hOsyEd, 6457207]
[paragraph, [40.0, 318.0, 262.0, 18.0], JuHLRyUu-l, 6457207]
[paragraph, [40.0, 336.0, 262.0, 18.0], JuHLRyUu-l, 6457207]
[paragraph, [37.0, 357.0, 268.0, 18.0], HbDY_IQ5WF, 6457207]
[paragraph, [37.0, 375.0, 268.0, 18.0], HbDY_IQ5WF, 6457207]
[paragraph, [40.0, 392.0, 260.0, 18.0], TZuu7UQSyW, 6457207]
[paragraph, [40.0, 410.0, 260.0, 18.0], TZuu7UQSyW, 6457207]
[paragraph, [40.0, 427.0, 242.0, 18.0], q8rTdBXBTA, 6457207]
[paragraph, [40.0, 445.0, 242.0, 18.0], q8rTdBXBTA, 6457207]
[paragraph, [302.0, 448.0, 260.0, 18.0], FeDP7FHV0M, 6457207]
[paragraph, [41.0, 464.0, 232.0, 18.0], 4VU-X3qVvm, 6457207]
[paragraph, [41.0, 482.0, 232.0, 18.0], 4VU-X3qVvm, 6457207]
[paragraph, [302.0, 474.0, 262.0, 18.0], HJrxct8OvB, 6457207]
[paragraph, [302.0, 492.0, 262.0, 18.0], HJrxct8OvB, 6457207]
[paragraph, [38.0, 503.0, 265.0, 18.0], htkjjP5aUU, 6457207]
[paragraph, [38.0, 521.0, 265.0, 18.0], htkjjP5aUU, 6457207]
[paragraph, [38.0, 539.0, 265.0, 18.0], htkjjP5aUU, 6457207]
[paragraph, [38.0, 557.0, 265.0, 18.0], htkjjP5aUU, 6457207]
[paragraph, [300.0, 513.0, 266.0, 18.0], 81mKBFyi1k, 6457207]
[paragraph, [300.0, 531.0, 266.0, 18.0], 81mKBFyi1k, 6457207]
[paragraph, [300.0, 549.0, 266.0, 18.0], 81mKBFyi1k, 6457207]
[paragraph, [300.0, 567.0, 266.0, 18.0], 81mKBFyi1k, 6457207]
[paragraph, [300.0, 585.0, 266.0, 18.0], 81mKBFyi1k, 6457207]
[paragraph, [300.0, 603.0, 266.0, 18.0], 81mKBFyi1k, 6457207]
[paragraph, [300.0, 621.0, 266.0, 18.0], 81mKBFyi1k, 6457207]
[paragraph, [300.0, 639.0, 266.0, 18.0], 81mKBFyi1k, 6457207]
[paragraph, [38.0, 587.0, 263.0, 18.0], qyYblU1GPB, 6457207]
[paragraph, [38.0, 605.0, 263.0, 18.0], qyYblU1GPB, 6457207]
[paragraph, [36.0, 624.0, 219.0, 18.0], aX6FOQtq1Q, 6457207]
[paragraph, [39.0, 641.0, 263.0, 18.0], d7weBvCWx2, 6457207]
[paragraph, [39.0, 659.0, 263.0, 18.0], d7weBvCWx2, 6457207]
[reference, [303.0, 663.0, 268.0, 18.0], shoonya_0sLLJK4G0YYQ58, 6457207]
[reference, [303.0, 681.0, 268.0, 18.0], shoonya_0sLLJK4G0YYQ58, 6457207]
