[1650, 1275]
[section-title, [179.0, 141.0, 318.0, 49.5], xZScKGoNH1, 5704319]
[author, [886.0, 219.0, 196.0, 36.0], shoonya_3s1B7P4MKTWTJN, 5704319]
[paragraph, [184.0, 282.0, 900.0, 36.0], shoonya_2s5ED06QZY46N8, 5704319]
[paragraph, [184.0, 318.0, 900.0, 36.0], shoonya_2s5ED06QZY46N8, 5704319]
[paragraph, [184.0, 354.0, 900.0, 36.0], shoonya_2s5ED06QZY46N8, 5704319]
[paragraph, [184.0, 390.0, 900.0, 36.0], shoonya_2s5ED06QZY46N8, 5704319]
[paragraph, [184.0, 426.0, 900.0, 36.0], shoonya_2s5ED06QZY46N8, 5704319]
[paragraph, [184.0, 462.0, 900.0, 36.0], shoonya_2s5ED06QZY46N8, 5704319]
[paragraph, [184.0, 498.0, 900.0, 36.0], shoonya_2s5ED06QZY46N8, 5704319]
[paragraph, [184.0, 534.0, 900.0, 36.0], shoonya_2s5ED06QZY46N8, 5704319]
[section-title, [214.0, 681.0, 229.0, 49.5], mu42WDaJvA, 5704319]
[paragraph, [206.0, 750.0, 162.0, 36.0], oujHIT_Nya, 5704319]
[unordered-list, [223.0, 809.0, 495.0, 36.0], shoonya_1s1YMUAB19XZA1, 5704319]
[unordered-list, [223.0, 845.0, 495.0, 36.0], shoonya_1s1YMUAB19XZA1, 5704319]
[unordered-list, [223.0, 881.0, 495.0, 36.0], shoonya_1s1YMUAB19XZA1, 5704319]
[unordered-list, [223.0, 917.0, 495.0, 36.0], shoonya_1s1YMUAB19XZA1, 5704319]
[unordered-list, [223.0, 953.0, 495.0, 36.0], shoonya_1s1YMUAB19XZA1, 5704319]
[unordered-list, [223.0, 989.0, 495.0, 36.0], shoonya_1s1YMUAB19XZA1, 5704319]
[unordered-list, [223.0, 1025.0, 495.0, 36.0], shoonya_1s1YMUAB19XZA1, 5704319]
[unordered-list, [223.0, 1061.0, 495.0, 36.0], shoonya_1s1YMUAB19XZA1, 5704319]
[unordered-list, [223.0, 1097.0, 495.0, 36.0], shoonya_1s1YMUAB19XZA1, 5704319]
[unordered-list, [223.0, 1133.0, 495.0, 36.0], shoonya_1s1YMUAB19XZA1, 5704319]
[unordered-list, [223.0, 1169.0, 495.0, 36.0], shoonya_1s1YMUAB19XZA1, 5704319]
[unordered-list, [223.0, 1205.0, 495.0, 36.0], shoonya_1s1YMUAB19XZA1, 5704319]
[unordered-list, [223.0, 1241.0, 495.0, 36.0], shoonya_1s1YMUAB19XZA1, 5704319]
[unordered-list, [223.0, 1277.0, 495.0, 36.0], shoonya_1s1YMUAB19XZA1, 5704319]
[unordered-list, [223.0, 1313.0, 495.0, 36.0], shoonya_1s1YMUAB19XZA1, 5704319]
[unordered-list, [223.0, 1349.0, 495.0, 36.0], shoonya_1s1YMUAB19XZA1, 5704319]
[unordered-list, [223.0, 1385.0, 495.0, 36.0], shoonya_1s1YMUAB19XZA1, 5704319]
[unordered-list, [223.0, 1421.0, 495.0, 36.0], shoonya_1s1YMUAB19XZA1, 5704319]
