[6000, 4167]
[folio, [1156.0, 588.0, 1812.0, 52.5], nmljd1hIWw, 5721500]
[folio, [1156.0, 640.5, 1812.0, 52.5], nmljd1hIWw, 5721500]
[folio, [1156.0, 693.0, 1812.0, 52.5], nmljd1hIWw, 5721500]
[folio, [1156.0, 745.5, 1812.0, 52.5], nmljd1hIWw, 5721500]
[paragraph, [568.0, 873.0, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 925.5, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 978.0, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 1030.5, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 1083.0, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 1135.5, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 1188.0, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 1240.5, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 1293.0, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 1345.5, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 1398.0, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 1450.5, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 1503.0, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 1555.5, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 1608.0, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 1660.5, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 1713.0, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 1765.5, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 1818.0, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 1870.5, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 1923.0, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 1975.5, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 2028.0, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 2080.5, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 2133.0, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 2185.5, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 2238.0, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 2290.5, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 2343.0, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 2395.5, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 2448.0, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 2500.5, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 2553.0, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 2605.5, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [568.0, 2658.0, 3021.0, 52.5], shoonya_0sKK66HKXSY3RK, 5721500]
[paragraph, [589.0, 2811.0, 3008.0, 52.5], shoonya_1sYM5IV053E41B, 5721500]
[paragraph, [589.0, 2863.5, 3008.0, 52.5], shoonya_1sYM5IV053E41B, 5721500]
[paragraph, [589.0, 2916.0, 3008.0, 52.5], shoonya_1sYM5IV053E41B, 5721500]
[paragraph, [589.0, 2968.5, 3008.0, 52.5], shoonya_1sYM5IV053E41B, 5721500]
[paragraph, [589.0, 3021.0, 3008.0, 52.5], shoonya_1sYM5IV053E41B, 5721500]
[paragraph, [589.0, 3073.5, 3008.0, 52.5], shoonya_1sYM5IV053E41B, 5721500]
[paragraph, [589.0, 3126.0, 3008.0, 52.5], shoonya_1sYM5IV053E41B, 5721500]
[paragraph, [589.0, 3178.5, 3008.0, 52.5], shoonya_1sYM5IV053E41B, 5721500]
[paragraph, [589.0, 3231.0, 3008.0, 52.5], shoonya_1sYM5IV053E41B, 5721500]
[paragraph, [589.0, 3283.5, 3008.0, 52.5], shoonya_1sYM5IV053E41B, 5721500]
[paragraph, [589.0, 3336.0, 3008.0, 52.5], shoonya_1sYM5IV053E41B, 5721500]
[paragraph, [589.0, 3388.5, 3008.0, 52.5], shoonya_1sYM5IV053E41B, 5721500]
[paragraph, [589.0, 3441.0, 3008.0, 52.5], shoonya_1sYM5IV053E41B, 5721500]
[paragraph, [589.0, 3493.5, 3008.0, 52.5], shoonya_1sYM5IV053E41B, 5721500]
[paragraph, [589.0, 3546.0, 3008.0, 52.5], shoonya_1sYM5IV053E41B, 5721500]
[paragraph, [589.0, 3598.5, 3008.0, 52.5], shoonya_1sYM5IV053E41B, 5721500]
[paragraph, [589.0, 3651.0, 3008.0, 52.5], shoonya_1sYM5IV053E41B, 5721500]
[paragraph, [589.0, 3703.5, 3008.0, 52.5], shoonya_1sYM5IV053E41B, 5721500]
[paragraph, [589.0, 3756.0, 3008.0, 52.5], shoonya_1sYM5IV053E41B, 5721500]
[paragraph, [589.0, 3808.5, 3008.0, 52.5], shoonya_1sYM5IV053E41B, 5721500]
[paragraph, [589.0, 3861.0, 3008.0, 52.5], shoonya_1sYM5IV053E41B, 5721500]
[paragraph, [589.0, 3913.5, 3008.0, 52.5], shoonya_1sYM5IV053E41B, 5721500]
[paragraph, [589.0, 3966.0, 3008.0, 52.5], shoonya_1sYM5IV053E41B, 5721500]
[paragraph, [593.0, 4135.0, 2991.0, 52.5], shoonya_2sQGWZOVLMWYJJ, 5721500]
[paragraph, [593.0, 4187.5, 2991.0, 52.5], shoonya_2sQGWZOVLMWYJJ, 5721500]
[paragraph, [593.0, 4240.0, 2991.0, 52.5], shoonya_2sQGWZOVLMWYJJ, 5721500]
[paragraph, [593.0, 4292.5, 2991.0, 52.5], shoonya_2sQGWZOVLMWYJJ, 5721500]
[paragraph, [593.0, 4345.0, 2991.0, 52.5], shoonya_2sQGWZOVLMWYJJ, 5721500]
[paragraph, [593.0, 4397.5, 2991.0, 52.5], shoonya_2sQGWZOVLMWYJJ, 5721500]
[paragraph, [593.0, 4450.0, 2991.0, 52.5], shoonya_2sQGWZOVLMWYJJ, 5721500]
[paragraph, [593.0, 4502.5, 2991.0, 52.5], shoonya_2sQGWZOVLMWYJJ, 5721500]
[paragraph, [593.0, 4555.0, 2991.0, 52.5], shoonya_2sQGWZOVLMWYJJ, 5721500]
[paragraph, [593.0, 4607.5, 2991.0, 52.5], shoonya_2sQGWZOVLMWYJJ, 5721500]
[paragraph, [593.0, 4660.0, 2991.0, 52.5], shoonya_2sQGWZOVLMWYJJ, 5721500]
[paragraph, [593.0, 4712.5, 2991.0, 52.5], shoonya_2sQGWZOVLMWYJJ, 5721500]
[paragraph, [593.0, 4765.0, 2991.0, 52.5], shoonya_2sQGWZOVLMWYJJ, 5721500]
[paragraph, [593.0, 4817.5, 2991.0, 52.5], shoonya_2sQGWZOVLMWYJJ, 5721500]
[paragraph, [593.0, 4870.0, 2991.0, 52.5], shoonya_2sQGWZOVLMWYJJ, 5721500]
[paragraph, [593.0, 4922.5, 2991.0, 52.5], shoonya_2sQGWZOVLMWYJJ, 5721500]
[paragraph, [593.0, 4975.0, 2991.0, 52.5], shoonya_2sQGWZOVLMWYJJ, 5721500]
[paragraph, [593.0, 5027.5, 2991.0, 52.5], shoonya_2sQGWZOVLMWYJJ, 5721500]
[paragraph, [593.0, 5080.0, 2991.0, 52.5], shoonya_2sQGWZOVLMWYJJ, 5721500]
[paragraph, [593.0, 5132.5, 2991.0, 52.5], shoonya_2sQGWZOVLMWYJJ, 5721500]
[paragraph, [593.0, 5185.0, 2991.0, 52.5], shoonya_2sQGWZOVLMWYJJ, 5721500]
[paragraph, [593.0, 5237.5, 2991.0, 52.5], shoonya_2sQGWZOVLMWYJJ, 5721500]
[paragraph, [593.0, 5290.0, 2991.0, 52.5], shoonya_2sQGWZOVLMWYJJ, 5721500]
[paragraph, [593.0, 5342.5, 2991.0, 52.5], shoonya_2sQGWZOVLMWYJJ, 5721500]
