[1241, 798]
[folio, [94.0, 65.0, 133.0, 18.0], shoonya_8sK7HXNJGFFGGL, 5702354]
[paragraph, [91.0, 112.0, 616.0, 18.0], shoonya_3s5XW283TDFJGJ, 5702354]
[paragraph, [91.0, 130.0, 616.0, 18.0], shoonya_3s5XW283TDFJGJ, 5702354]
[paragraph, [91.0, 148.0, 616.0, 18.0], shoonya_3s5XW283TDFJGJ, 5702354]
[paragraph, [91.0, 166.0, 616.0, 18.0], shoonya_3s5XW283TDFJGJ, 5702354]
[paragraph, [91.0, 184.0, 616.0, 18.0], shoonya_3s5XW283TDFJGJ, 5702354]
[paragraph, [91.0, 202.0, 616.0, 18.0], shoonya_3s5XW283TDFJGJ, 5702354]
[paragraph, [89.0, 235.0, 617.0, 18.0], shoonya_2s5RZDCY1LMO4U, 5702354]
[paragraph, [89.0, 253.0, 617.0, 18.0], shoonya_2s5RZDCY1LMO4U, 5702354]
[paragraph, [89.0, 271.0, 617.0, 18.0], shoonya_2s5RZDCY1LMO4U, 5702354]
[paragraph, [89.0, 289.0, 617.0, 18.0], shoonya_2s5RZDCY1LMO4U, 5702354]
[paragraph, [89.0, 307.0, 617.0, 18.0], shoonya_2s5RZDCY1LMO4U, 5702354]
[paragraph, [89.0, 325.0, 617.0, 18.0], shoonya_2s5RZDCY1LMO4U, 5702354]
[paragraph, [89.0, 343.0, 617.0, 18.0], shoonya_2s5RZDCY1LMO4U, 5702354]
[paragraph, [89.0, 361.0, 617.0, 18.0], shoonya_2s5RZDCY1LMO4U, 5702354]
[paragraph, [89.0, 379.0, 617.0, 18.0], shoonya_2s5RZDCY1LMO4U, 5702354]
[paragraph, [89.0, 397.0, 617.0, 18.0], shoonya_2s5RZDCY1LMO4U, 5702354]
[paragraph, [89.0, 415.0, 617.0, 18.0], shoonya_2s5RZDCY1LMO4U, 5702354]
[paragraph, [91.0, 463.0, 613.0, 18.0], shoonya_1sVRKOMPLUX7TV, 5702354]
[paragraph, [91.0, 481.0, 613.0, 18.0], shoonya_1sVRKOMPLUX7TV, 5702354]
[paragraph, [91.0, 499.0, 613.0, 18.0], shoonya_1sVRKOMPLUX7TV, 5702354]
[paragraph, [91.0, 517.0, 613.0, 18.0], shoonya_1sVRKOMPLUX7TV, 5702354]
[paragraph, [91.0, 535.0, 613.0, 18.0], shoonya_1sVRKOMPLUX7TV, 5702354]
[paragraph, [91.0, 553.0, 613.0, 18.0], shoonya_1sVRKOMPLUX7TV, 5702354]
[paragraph, [91.0, 571.0, 613.0, 18.0], shoonya_1sVRKOMPLUX7TV, 5702354]
[paragraph, [91.0, 589.0, 613.0, 18.0], shoonya_1sVRKOMPLUX7TV, 5702354]
[paragraph, [89.0, 620.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 638.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 656.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 674.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 692.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 710.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 728.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 746.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 764.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 782.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 800.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 818.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 836.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 854.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 872.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 890.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 908.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 926.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 944.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 962.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 980.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 998.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 1016.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 1034.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 1052.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 1070.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [89.0, 1088.0, 623.0, 18.0], shoonya_0sALCOP774JPRU, 5702354]
[paragraph, [152.0, 1127.0, 558.0, 18.0], shoonya_7s2RS0BV2AVZ3B, 5702354]
[paragraph, [152.0, 1145.0, 558.0, 18.0], shoonya_7s2RS0BV2AVZ3B, 5702354]
