[1105, 861]
[chapter-title, [69.0, 25.0, 712.0, 30.0], shoonya_2sBE3DZL3FV4YV, 5751446]
[chapter-title, [69.0, 55.0, 712.0, 30.0], shoonya_2sBE3DZL3FV4YV, 5751446]
[chapter-title, [69.0, 85.0, 712.0, 30.0], shoonya_2sBE3DZL3FV4YV, 5751446]
[chapter-title, [69.0, 115.0, 712.0, 30.0], shoonya_2sBE3DZL3FV4YV, 5751446]
[paragraph, [35.0, 159.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 177.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 195.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 213.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 231.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 249.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 267.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 285.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 303.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 321.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 339.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 357.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 375.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 393.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 411.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 429.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 447.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 465.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 483.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 501.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 519.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 537.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 555.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 573.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 591.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 609.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 627.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 645.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 663.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 681.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 699.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 717.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 735.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 753.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 771.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 789.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 807.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 825.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 843.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 861.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 879.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 897.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 915.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 933.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 951.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 969.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 987.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 1005.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
[paragraph, [35.0, 1023.0, 785.0, 18.0], shoonya_0sGKPNO996BVVK, 5751446]
