[1300, 900]
[folio, [306.0, 26.0, 267.0, 18.0], cfgFayf-cv, 5730628]
[paragraph, [194.0, 90.0, 498.0, 18.0], shoonya_1s5J4U5W6XJQM4, 5730628]
[paragraph, [194.0, 108.0, 498.0, 18.0], shoonya_1s5J4U5W6XJQM4, 5730628]
[paragraph, [194.0, 126.0, 498.0, 18.0], shoonya_1s5J4U5W6XJQM4, 5730628]
[paragraph, [194.0, 144.0, 498.0, 18.0], shoonya_1s5J4U5W6XJQM4, 5730628]
[folio, [704.0, 185.0, 93.0, 18.0], _G91CLf5OX, 5730628]
[paragraph, [77.0, 223.0, 720.0, 18.0], HJLJjPTJ6d, 5730628]
[paragraph, [77.0, 241.0, 720.0, 18.0], HJLJjPTJ6d, 5730628]
[paragraph, [77.0, 259.0, 720.0, 18.0], HJLJjPTJ6d, 5730628]
[paragraph, [77.0, 277.0, 720.0, 18.0], HJLJjPTJ6d, 5730628]
[paragraph, [77.0, 295.0, 720.0, 18.0], HJLJjPTJ6d, 5730628]
[paragraph, [77.0, 313.0, 720.0, 18.0], HJLJjPTJ6d, 5730628]
[paragraph, [83.0, 350.0, 715.0, 18.0], MFgZAZd4Oa, 5730628]
[paragraph, [83.0, 368.0, 715.0, 18.0], MFgZAZd4Oa, 5730628]
[paragraph, [83.0, 386.0, 715.0, 18.0], MFgZAZd4Oa, 5730628]
[paragraph, [83.0, 404.0, 715.0, 18.0], MFgZAZd4Oa, 5730628]
[paragraph, [83.0, 422.0, 715.0, 18.0], MFgZAZd4Oa, 5730628]
[paragraph, [83.0, 440.0, 715.0, 18.0], MFgZAZd4Oa, 5730628]
[paragraph, [81.0, 476.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 494.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 512.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 530.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 548.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 566.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 584.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 602.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 620.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 638.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 656.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 674.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 692.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 710.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 728.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 746.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 764.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 782.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 800.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 818.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 836.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 854.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 872.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 890.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 908.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 926.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 944.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 962.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 980.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [81.0, 998.0, 719.0, 18.0], shoonya_0sT5BNN7QKAIJU, 5730628]
[paragraph, [195.0, 1037.0, 500.0, 18.0], faRNjmZUNL, 5730628]
[paragraph, [195.0, 1055.0, 500.0, 18.0], faRNjmZUNL, 5730628]
[paragraph, [195.0, 1073.0, 500.0, 18.0], faRNjmZUNL, 5730628]
[paragraph, [195.0, 1091.0, 500.0, 18.0], faRNjmZUNL, 5730628]
[paragraph, [195.0, 1109.0, 500.0, 18.0], faRNjmZUNL, 5730628]
[paragraph, [195.0, 1127.0, 500.0, 18.0], faRNjmZUNL, 5730628]
[paragraph, [195.0, 1145.0, 500.0, 18.0], faRNjmZUNL, 5730628]
[paragraph, [195.0, 1163.0, 500.0, 18.0], faRNjmZUNL, 5730628]
[paragraph, [195.0, 1181.0, 500.0, 18.0], faRNjmZUNL, 5730628]
[folio, [577.0, 1213.0, 219.0, 18.0], PWKCvFT0xZ, 5730628]
