[720, 522]
[contact-info, [225.0, 85.0, 75.0, 18.0], iPQ2Oqj8Jr, 5652323]
[contact-info, [225.0, 103.0, 75.0, 18.0], iPQ2Oqj8Jr, 5652323]
[contact-info, [225.0, 121.0, 75.0, 18.0], iPQ2Oqj8Jr, 5652323]
[contact-info, [225.0, 139.0, 75.0, 18.0], iPQ2Oqj8Jr, 5652323]
[paragraph, [197.0, 218.0, 270.0, 18.0], shoonya_0sMW76KMX3GPGH, 5652323]
[paragraph, [197.0, 236.0, 270.0, 18.0], shoonya_0sMW76KMX3GPGH, 5652323]
[paragraph, [197.0, 254.0, 270.0, 18.0], shoonya_0sMW76KMX3GPGH, 5652323]
[paragraph, [197.0, 272.0, 270.0, 18.0], shoonya_0sMW76KMX3GPGH, 5652323]
[paragraph, [197.0, 290.0, 270.0, 18.0], shoonya_0sMW76KMX3GPGH, 5652323]
[paragraph, [197.0, 308.0, 270.0, 18.0], shoonya_0sMW76KMX3GPGH, 5652323]
[paragraph, [197.0, 326.0, 270.0, 18.0], shoonya_0sMW76KMX3GPGH, 5652323]
[paragraph, [197.0, 344.0, 270.0, 18.0], shoonya_0sMW76KMX3GPGH, 5652323]
[paragraph, [197.0, 362.0, 270.0, 18.0], shoonya_0sMW76KMX3GPGH, 5652323]
[paragraph, [197.0, 380.0, 270.0, 18.0], shoonya_0sMW76KMX3GPGH, 5652323]
[paragraph, [197.0, 398.0, 270.0, 18.0], shoonya_0sMW76KMX3GPGH, 5652323]
[paragraph, [197.0, 416.0, 270.0, 18.0], shoonya_0sMW76KMX3GPGH, 5652323]
[paragraph, [197.0, 434.0, 270.0, 18.0], shoonya_0sMW76KMX3GPGH, 5652323]
[paragraph, [197.0, 452.0, 270.0, 18.0], shoonya_0sMW76KMX3GPGH, 5652323]
[paragraph, [197.0, 470.0, 270.0, 18.0], shoonya_0sMW76KMX3GPGH, 5652323]
[paragraph, [65.0, 330.0, 122.0, 18.0], 5dyyrNA6jI, 5652323]
[unordered-list, [62.0, 362.0, 127.0, 18.0], 8t0KjDTB50, 5652323]
[unordered-list, [62.0, 380.0, 127.0, 18.0], 8t0KjDTB50, 5652323]
[unordered-list, [62.0, 398.0, 127.0, 18.0], 8t0KjDTB50, 5652323]
[unordered-list, [62.0, 416.0, 127.0, 18.0], 8t0KjDTB50, 5652323]
[unordered-list, [62.0, 434.0, 127.0, 18.0], 8t0KjDTB50, 5652323]
[unordered-list, [62.0, 452.0, 127.0, 18.0], 8t0KjDTB50, 5652323]
[unordered-list, [62.0, 470.0, 127.0, 18.0], 8t0KjDTB50, 5652323]
[unordered-list, [62.0, 488.0, 127.0, 18.0], 8t0KjDTB50, 5652323]
[unordered-list, [62.0, 506.0, 127.0, 18.0], 8t0KjDTB50, 5652323]
[unordered-list, [62.0, 524.0, 127.0, 18.0], 8t0KjDTB50, 5652323]
[unordered-list, [62.0, 542.0, 127.0, 18.0], 8t0KjDTB50, 5652323]
[unordered-list, [62.0, 560.0, 127.0, 18.0], 8t0KjDTB50, 5652323]
[unordered-list, [62.0, 578.0, 127.0, 18.0], 8t0KjDTB50, 5652323]
[unordered-list, [62.0, 596.0, 127.0, 18.0], 8t0KjDTB50, 5652323]
[paragraph, [195.0, 536.0, 271.0, 18.0], FdtS_-zFmH, 5652323]
[paragraph, [195.0, 554.0, 271.0, 18.0], FdtS_-zFmH, 5652323]
[paragraph, [195.0, 572.0, 271.0, 18.0], FdtS_-zFmH, 5652323]
[paragraph, [195.0, 590.0, 271.0, 18.0], FdtS_-zFmH, 5652323]
[footnote, [216.0, 677.0, 89.0, 18.0], shoonya_4s01JZYGB19BEO, 5652323]
