[1275, 1650]
[folio, [142.0, 150.0, 631.0, 18.0], MAMjY1RyLw, 5764334]
[folio, [142.0, 168.0, 631.0, 18.0], MAMjY1RyLw, 5764334]
[folio, [142.0, 186.0, 631.0, 18.0], MAMjY1RyLw, 5764334]
[folio, [142.0, 204.0, 631.0, 18.0], MAMjY1RyLw, 5764334]
[folio, [142.0, 222.0, 631.0, 18.0], MAMjY1RyLw, 5764334]
[folio, [142.0, 240.0, 631.0, 18.0], MAMjY1RyLw, 5764334]
[folio, [142.0, 258.0, 631.0, 18.0], MAMjY1RyLw, 5764334]
[folio, [142.0, 276.0, 631.0, 18.0], MAMjY1RyLw, 5764334]
[folio, [142.0, 294.0, 631.0, 18.0], MAMjY1RyLw, 5764334]
[folio, [142.0, 312.0, 631.0, 18.0], MAMjY1RyLw, 5764334]
[folio, [142.0, 330.0, 631.0, 18.0], MAMjY1RyLw, 5764334]
[sidebar, [134.0, 356.0, 148.0, 18.0], G8Dh8GLt5O, 5764334]
[sidebar, [134.0, 374.0, 148.0, 18.0], G8Dh8GLt5O, 5764334]
[sidebar, [511.0, 361.0, 259.0, 18.0], kGXhO3Wqhj, 5764334]
[sidebar, [511.0, 379.0, 259.0, 18.0], kGXhO3Wqhj, 5764334]
[sidebar, [622.0, 402.0, 150.0, 18.0], szuinodeT0, 5764334]
[second-level-question, [127.0, 437.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 455.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 473.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 491.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 509.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 527.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 545.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 563.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 581.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 599.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 617.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 635.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 653.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 671.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 689.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 707.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 725.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 743.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 761.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 779.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 797.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 815.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 833.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 851.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 869.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 887.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 905.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 923.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 941.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 959.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 977.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 995.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 1013.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 1031.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[second-level-question, [127.0, 1049.0, 657.0, 18.0], shoonya_0sZGRZZSXDLD6S, 5764334]
[folio, [383.0, 1091.0, 247.0, 18.0], WR5HOWKdqV, 5764334]
