[1103, 748]
[section-title, [165.0, 84.0, 445.0, 30.0], shoonya_0sBDT0A5EFSK1P, 5780970]
[sub-section-title, [163.0, 133.0, 460.0, 25.5], -XeHZet7ZD, 5780970]
[subsub-section-title, [268.0, 166.0, 250.0, 15.0], dbzSlyOTFv, 5780970]
[subsub-section-title, [268.0, 181.0, 250.0, 15.0], dbzSlyOTFv, 5780970]
[paragraph, [110.0, 216.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 234.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 252.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 270.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 288.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 306.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 324.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 342.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 360.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 378.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 396.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 414.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 432.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 450.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 468.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 486.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 504.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 522.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 540.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 558.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 576.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 594.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 612.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 630.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 648.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 666.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 684.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[paragraph, [110.0, 702.0, 566.0, 18.0], UExw0pfKMB, 5780970]
[subsub-section-title, [231.0, 742.0, 312.0, 15.0], rf6eo-cNmn, 5780970]
[subsub-section-title, [231.0, 757.0, 312.0, 15.0], rf6eo-cNmn, 5780970]
[paragraph, [95.0, 790.0, 582.0, 18.0], u9dECGkxiV, 5780970]
[paragraph, [95.0, 808.0, 582.0, 18.0], u9dECGkxiV, 5780970]
[paragraph, [95.0, 826.0, 582.0, 18.0], u9dECGkxiV, 5780970]
[paragraph, [95.0, 844.0, 582.0, 18.0], u9dECGkxiV, 5780970]
[paragraph, [95.0, 862.0, 582.0, 18.0], u9dECGkxiV, 5780970]
[paragraph, [95.0, 880.0, 582.0, 18.0], u9dECGkxiV, 5780970]
[paragraph, [95.0, 898.0, 582.0, 18.0], u9dECGkxiV, 5780970]
[folio, [188.0, 936.0, 387.0, 18.0], hi3Yxcc42c, 5780970]
[quote, [308.0, 938.0, 262.0, 18.0], H-Q6rtmALH, 5780970]
