[2339, 1653]
[paragraph, [249.0, 244.0, 1155.0, 36.0], shoonya_2sFHASAJPQBV88, 5686055]
[paragraph, [249.0, 280.0, 1155.0, 36.0], shoonya_2sFHASAJPQBV88, 5686055]
[paragraph, [249.0, 316.0, 1155.0, 36.0], shoonya_2sFHASAJPQBV88, 5686055]
[paragraph, [250.0, 383.0, 1153.0, 36.0], shoonya_3s7A600KJ3JJ59, 5686055]
[paragraph, [250.0, 419.0, 1153.0, 36.0], shoonya_3s7A600KJ3JJ59, 5686055]
[paragraph, [250.0, 455.0, 1153.0, 36.0], shoonya_3s7A600KJ3JJ59, 5686055]
[paragraph, [250.0, 491.0, 1153.0, 36.0], shoonya_3s7A600KJ3JJ59, 5686055]
[paragraph, [250.0, 527.0, 1153.0, 36.0], shoonya_3s7A600KJ3JJ59, 5686055]
[paragraph, [250.0, 591.0, 1152.0, 36.0], shoonya_5sNEIVF3B7Z2GB, 5686055]
[paragraph, [250.0, 627.0, 1152.0, 36.0], shoonya_5sNEIVF3B7Z2GB, 5686055]
[paragraph, [250.0, 663.0, 1152.0, 36.0], shoonya_5sNEIVF3B7Z2GB, 5686055]
[paragraph, [250.0, 699.0, 1152.0, 36.0], shoonya_5sNEIVF3B7Z2GB, 5686055]
[paragraph, [250.0, 735.0, 1152.0, 36.0], shoonya_5sNEIVF3B7Z2GB, 5686055]
[paragraph, [252.0, 940.0, 1153.0, 36.0], shoonya_0sL0PQPKWAD7J3, 5686055]
[paragraph, [252.0, 976.0, 1153.0, 36.0], shoonya_0sL0PQPKWAD7J3, 5686055]
[paragraph, [252.0, 1012.0, 1153.0, 36.0], shoonya_0sL0PQPKWAD7J3, 5686055]
[paragraph, [252.0, 1048.0, 1153.0, 36.0], shoonya_0sL0PQPKWAD7J3, 5686055]
[paragraph, [252.0, 1084.0, 1153.0, 36.0], shoonya_0sL0PQPKWAD7J3, 5686055]
[paragraph, [252.0, 1120.0, 1153.0, 36.0], shoonya_0sL0PQPKWAD7J3, 5686055]
[paragraph, [252.0, 1156.0, 1153.0, 36.0], shoonya_0sL0PQPKWAD7J3, 5686055]
[paragraph, [252.0, 1192.0, 1153.0, 36.0], shoonya_0sL0PQPKWAD7J3, 5686055]
[paragraph, [252.0, 1228.0, 1153.0, 36.0], shoonya_0sL0PQPKWAD7J3, 5686055]
[paragraph, [241.0, 1424.0, 1161.0, 36.0], shoonya_1sQONUOYR3U7MF, 5686055]
[paragraph, [241.0, 1460.0, 1161.0, 36.0], shoonya_1sQONUOYR3U7MF, 5686055]
[paragraph, [241.0, 1496.0, 1161.0, 36.0], shoonya_1sQONUOYR3U7MF, 5686055]
[paragraph, [241.0, 1532.0, 1161.0, 36.0], shoonya_1sQONUOYR3U7MF, 5686055]
[paragraph, [241.0, 1568.0, 1161.0, 36.0], shoonya_1sQONUOYR3U7MF, 5686055]
[paragraph, [241.0, 1604.0, 1161.0, 36.0], shoonya_1sQONUOYR3U7MF, 5686055]
[paragraph, [241.0, 1640.0, 1161.0, 36.0], shoonya_1sQONUOYR3U7MF, 5686055]
[paragraph, [241.0, 1676.0, 1161.0, 36.0], shoonya_1sQONUOYR3U7MF, 5686055]
[paragraph, [241.0, 1712.0, 1161.0, 36.0], shoonya_1sQONUOYR3U7MF, 5686055]
[paragraph, [241.0, 1748.0, 1161.0, 36.0], shoonya_1sQONUOYR3U7MF, 5686055]
[paragraph, [241.0, 1784.0, 1161.0, 36.0], shoonya_1sQONUOYR3U7MF, 5686055]
[paragraph, [241.0, 1820.0, 1161.0, 36.0], shoonya_1sQONUOYR3U7MF, 5686055]
[paragraph, [241.0, 1856.0, 1161.0, 36.0], shoonya_1sQONUOYR3U7MF, 5686055]
[paragraph, [241.0, 1892.0, 1161.0, 36.0], shoonya_1sQONUOYR3U7MF, 5686055]
[paragraph, [241.0, 1928.0, 1161.0, 36.0], shoonya_1sQONUOYR3U7MF, 5686055]
[paragraph, [252.0, 1983.0, 1147.0, 36.0], shoonya_10s0ZPCFV5QM8U, 5686055]
[paragraph, [252.0, 2019.0, 1147.0, 36.0], shoonya_10s0ZPCFV5QM8U, 5686055]
[paragraph, [252.0, 2055.0, 1147.0, 36.0], shoonya_10s0ZPCFV5QM8U, 5686055]
