[872, 605]
[section-title, [258.0, 33.0, 81.0, 30.0], bGCnh3dpXB, 6456841]
[folio, [43.0, 35.0, 76.0, 18.0], cUMOh6VFMm, 6456841]
[paragraph, [34.0, 73.0, 266.0, 18.0], N3lKvsJU9D, 6456841]
[paragraph, [34.0, 91.0, 266.0, 18.0], N3lKvsJU9D, 6456841]
[paragraph, [303.0, 73.0, 256.0, 18.0], ywwndpnwBa, 6456841]
[paragraph, [303.0, 91.0, 256.0, 18.0], ywwndpnwBa, 6456841]
[paragraph, [302.0, 110.0, 256.0, 18.0], dgHAkNkKbB, 6456841]
[paragraph, [302.0, 128.0, 256.0, 18.0], dgHAkNkKbB, 6456841]
[paragraph, [153.0, 112.0, 148.0, 18.0], g0JDtZyktz, 6456841]
[paragraph, [36.0, 130.0, 246.0, 18.0], CCtj1eh-ZG, 6456841]
[paragraph, [35.0, 152.0, 267.0, 18.0], D3oMuP5AJc, 6456841]
[paragraph, [35.0, 170.0, 267.0, 18.0], D3oMuP5AJc, 6456841]
[paragraph, [35.0, 188.0, 267.0, 18.0], D3oMuP5AJc, 6456841]
[paragraph, [35.0, 206.0, 267.0, 18.0], D3oMuP5AJc, 6456841]
[paragraph, [304.0, 153.0, 259.0, 18.0], SO2eA3iIho, 6456841]
[paragraph, [304.0, 171.0, 259.0, 18.0], SO2eA3iIho, 6456841]
[paragraph, [304.0, 189.0, 259.0, 18.0], SO2eA3iIho, 6456841]
[paragraph, [304.0, 207.0, 259.0, 18.0], SO2eA3iIho, 6456841]
[paragraph, [304.0, 225.0, 259.0, 18.0], SO2eA3iIho, 6456841]
[paragraph, [34.0, 225.0, 242.0, 18.0], _X_DDjNoDg, 6456841]
[paragraph, [34.0, 247.0, 240.0, 18.0], 22HkM9TYbG, 6456841]
[paragraph, [303.0, 256.0, 260.0, 18.0], ki2F2ucnUe, 6456841]
[paragraph, [303.0, 274.0, 260.0, 18.0], ki2F2ucnUe, 6456841]
[paragraph, [31.0, 270.0, 269.0, 18.0], yTOBDdkcVp, 6456841]
[paragraph, [31.0, 288.0, 269.0, 18.0], yTOBDdkcVp, 6456841]
[paragraph, [31.0, 306.0, 269.0, 18.0], yTOBDdkcVp, 6456841]
[paragraph, [304.0, 296.0, 206.0, 18.0], EAmfG8FEqt, 6456841]
[paragraph, [302.0, 316.0, 261.0, 18.0], s3Tmus3X1m, 6456841]
[paragraph, [302.0, 334.0, 261.0, 18.0], s3Tmus3X1m, 6456841]
[paragraph, [302.0, 352.0, 261.0, 18.0], s3Tmus3X1m, 6456841]
[paragraph, [302.0, 370.0, 261.0, 18.0], s3Tmus3X1m, 6456841]
[paragraph, [302.0, 388.0, 261.0, 18.0], s3Tmus3X1m, 6456841]
[paragraph, [302.0, 406.0, 261.0, 18.0], s3Tmus3X1m, 6456841]
[paragraph, [302.0, 424.0, 261.0, 18.0], s3Tmus3X1m, 6456841]
[paragraph, [302.0, 442.0, 261.0, 18.0], s3Tmus3X1m, 6456841]
[paragraph, [30.0, 342.0, 268.0, 18.0], BDwpbldp7D, 6456841]
[paragraph, [30.0, 363.0, 255.0, 18.0], JC7FPmL7Wt, 6456841]
[paragraph, [33.0, 399.0, 270.0, 18.0], 0QUFM27l4C, 6456841]
[paragraph, [33.0, 417.0, 270.0, 18.0], 0QUFM27l4C, 6456841]
[paragraph, [33.0, 435.0, 270.0, 18.0], 0QUFM27l4C, 6456841]
[paragraph, [33.0, 453.0, 270.0, 18.0], 0QUFM27l4C, 6456841]
[paragraph, [33.0, 471.0, 270.0, 18.0], 0QUFM27l4C, 6456841]
[paragraph, [305.0, 488.0, 261.0, 18.0], Fck69fO9Po, 6456841]
[paragraph, [305.0, 506.0, 156.0, 18.0], wGjnjc8gm5, 6456841]
[paragraph, [140.0, 508.0, 161.0, 18.0], oJEmidommm, 6456841]
[paragraph, [34.0, 524.0, 245.0, 18.0], yMzXXyyITV, 6456841]
[paragraph, [306.0, 526.0, 262.0, 18.0], YrwQBu3hoa, 6456841]
[paragraph, [306.0, 544.0, 262.0, 18.0], YrwQBu3hoa, 6456841]
[paragraph, [306.0, 562.0, 262.0, 18.0], YrwQBu3hoa, 6456841]
[paragraph, [306.0, 580.0, 262.0, 18.0], YrwQBu3hoa, 6456841]
[paragraph, [39.0, 543.0, 138.0, 18.0], TCAnTlzW6J, 6456841]
[paragraph, [32.0, 563.0, 266.0, 18.0], ObNOyGD5ro, 6456841]
[paragraph, [32.0, 581.0, 266.0, 18.0], ObNOyGD5ro, 6456841]
[paragraph, [32.0, 599.0, 266.0, 18.0], ObNOyGD5ro, 6456841]
[paragraph, [32.0, 617.0, 266.0, 18.0], ObNOyGD5ro, 6456841]
[paragraph, [452.0, 608.0, 90.0, 18.0], iP277AY3I-, 6456841]
[paragraph, [303.0, 626.0, 193.0, 18.0], -T04YmszE7, 6456841]
[paragraph, [148.0, 637.0, 152.0, 18.0], F8-Yrj21dj, 6456841]
[paragraph, [305.0, 650.0, 258.0, 18.0], WcQc3J-lsO, 6456841]
[paragraph, [305.0, 668.0, 258.0, 18.0], WcQc3J-lsO, 6456841]
[paragraph, [37.0, 653.0, 228.0, 18.0], PSj-t8HVki, 6456841]
[paragraph, [34.0, 678.0, 266.0, 18.0], UhmVs7BIuS, 6456841]
[paragraph, [34.0, 696.0, 266.0, 18.0], UhmVs7BIuS, 6456841]
[paragraph, [34.0, 714.0, 266.0, 18.0], UhmVs7BIuS, 6456841]
[paragraph, [470.0, 686.0, 96.0, 18.0], vkCPFv_V8g, 6456841]
[paragraph, [305.0, 698.0, 159.0, 18.0], HSsn082KI3, 6456841]
[paragraph, [304.0, 726.0, 255.0, 18.0], XNyvU0UDoV, 6456841]
[paragraph, [304.0, 744.0, 255.0, 18.0], XNyvU0UDoV, 6456841]
[paragraph, [32.0, 749.0, 266.0, 18.0], 6q1W9wKQJ0, 6456841]
[paragraph, [38.0, 772.0, 262.0, 18.0], xLwiG9jxzI, 6456841]
[paragraph, [38.0, 790.0, 262.0, 18.0], xLwiG9jxzI, 6456841]
[paragraph, [456.0, 777.0, 103.0, 18.0], gPIZEPvGU7, 6456841]
[footnote, [304.0, 800.0, 256.0, 18.0], 3WJuCIGZ5W, 6456841]
[footnote, [50.0, 818.0, 193.0, 18.0], _uPoAC20uK, 6456841]
