[1265, 882]
[chapter-title, [388.0, 55.0, 180.0, 30.0], shoonya_7s61057KW5OSDU, 5776777]
[paragraph, [162.0, 92.0, 636.0, 18.0], shoonya_0sI2CP1HW3IEAX, 5776777]
[paragraph, [162.0, 110.0, 636.0, 18.0], shoonya_0sI2CP1HW3IEAX, 5776777]
[paragraph, [162.0, 128.0, 636.0, 18.0], shoonya_0sI2CP1HW3IEAX, 5776777]
[paragraph, [162.0, 146.0, 636.0, 18.0], shoonya_0sI2CP1HW3IEAX, 5776777]
[paragraph, [162.0, 164.0, 636.0, 18.0], shoonya_0sI2CP1HW3IEAX, 5776777]
[paragraph, [162.0, 182.0, 636.0, 18.0], shoonya_0sI2CP1HW3IEAX, 5776777]
[paragraph, [162.0, 200.0, 636.0, 18.0], shoonya_0sI2CP1HW3IEAX, 5776777]
[paragraph, [162.0, 218.0, 636.0, 18.0], shoonya_0sI2CP1HW3IEAX, 5776777]
[paragraph, [162.0, 236.0, 636.0, 18.0], shoonya_0sI2CP1HW3IEAX, 5776777]
[paragraph, [162.0, 254.0, 636.0, 18.0], shoonya_0sI2CP1HW3IEAX, 5776777]
[paragraph, [162.0, 272.0, 636.0, 18.0], shoonya_0sI2CP1HW3IEAX, 5776777]
[paragraph, [162.0, 290.0, 636.0, 18.0], shoonya_0sI2CP1HW3IEAX, 5776777]
[paragraph, [162.0, 308.0, 636.0, 18.0], shoonya_0sI2CP1HW3IEAX, 5776777]
[paragraph, [162.0, 326.0, 636.0, 18.0], shoonya_0sI2CP1HW3IEAX, 5776777]
[paragraph, [162.0, 344.0, 636.0, 18.0], shoonya_0sI2CP1HW3IEAX, 5776777]
[paragraph, [162.0, 362.0, 636.0, 18.0], shoonya_0sI2CP1HW3IEAX, 5776777]
[paragraph, [162.0, 380.0, 636.0, 18.0], shoonya_0sI2CP1HW3IEAX, 5776777]
[paragraph, [162.0, 398.0, 636.0, 18.0], shoonya_0sI2CP1HW3IEAX, 5776777]
[paragraph, [162.0, 416.0, 636.0, 18.0], shoonya_0sI2CP1HW3IEAX, 5776777]
[paragraph, [165.0, 448.0, 633.0, 18.0], shoonya_1sVIRMJNTB8IT4, 5776777]
[paragraph, [165.0, 466.0, 633.0, 18.0], shoonya_1sVIRMJNTB8IT4, 5776777]
[paragraph, [165.0, 484.0, 633.0, 18.0], shoonya_1sVIRMJNTB8IT4, 5776777]
[paragraph, [165.0, 502.0, 633.0, 18.0], shoonya_1sVIRMJNTB8IT4, 5776777]
[paragraph, [165.0, 520.0, 633.0, 18.0], shoonya_1sVIRMJNTB8IT4, 5776777]
[paragraph, [165.0, 538.0, 633.0, 18.0], shoonya_1sVIRMJNTB8IT4, 5776777]
[paragraph, [165.0, 556.0, 633.0, 18.0], shoonya_1sVIRMJNTB8IT4, 5776777]
[paragraph, [165.0, 574.0, 633.0, 18.0], shoonya_1sVIRMJNTB8IT4, 5776777]
[paragraph, [165.0, 592.0, 633.0, 18.0], shoonya_1sVIRMJNTB8IT4, 5776777]
[paragraph, [166.0, 623.0, 637.0, 18.0], shoonya_3s278GDM4XTYX3, 5776777]
[paragraph, [166.0, 641.0, 637.0, 18.0], shoonya_3s278GDM4XTYX3, 5776777]
[paragraph, [166.0, 659.0, 637.0, 18.0], shoonya_3s278GDM4XTYX3, 5776777]
[paragraph, [166.0, 677.0, 637.0, 18.0], shoonya_3s278GDM4XTYX3, 5776777]
[paragraph, [166.0, 695.0, 637.0, 18.0], shoonya_3s278GDM4XTYX3, 5776777]
[paragraph, [192.0, 726.0, 485.0, 18.0], shoonya_6sKOJE6KXEAI3Q, 5776777]
[paragraph, [166.0, 751.0, 636.0, 18.0], shoonya_5s2RECLWYMDQ6K, 5776777]
[paragraph, [166.0, 769.0, 636.0, 18.0], shoonya_5s2RECLWYMDQ6K, 5776777]
[paragraph, [166.0, 787.0, 636.0, 18.0], shoonya_5s2RECLWYMDQ6K, 5776777]
[paragraph, [166.0, 805.0, 636.0, 18.0], shoonya_5s2RECLWYMDQ6K, 5776777]
[paragraph, [169.0, 825.0, 635.0, 18.0], shoonya_4sHF1LCRWTVJ9V, 5776777]
[paragraph, [169.0, 843.0, 635.0, 18.0], shoonya_4sHF1LCRWTVJ9V, 5776777]
[paragraph, [169.0, 861.0, 635.0, 18.0], shoonya_4sHF1LCRWTVJ9V, 5776777]
[paragraph, [169.0, 879.0, 635.0, 18.0], shoonya_4sHF1LCRWTVJ9V, 5776777]
[paragraph, [169.0, 897.0, 635.0, 18.0], shoonya_4sHF1LCRWTVJ9V, 5776777]
[paragraph, [169.0, 927.0, 636.0, 18.0], shoonya_2sIPHUFTB0P62U, 5776777]
[paragraph, [169.0, 945.0, 636.0, 18.0], shoonya_2sIPHUFTB0P62U, 5776777]
[paragraph, [169.0, 963.0, 636.0, 18.0], shoonya_2sIPHUFTB0P62U, 5776777]
[paragraph, [169.0, 981.0, 636.0, 18.0], shoonya_2sIPHUFTB0P62U, 5776777]
[paragraph, [169.0, 999.0, 636.0, 18.0], shoonya_2sIPHUFTB0P62U, 5776777]
[paragraph, [169.0, 1017.0, 636.0, 18.0], shoonya_2sIPHUFTB0P62U, 5776777]
[paragraph, [169.0, 1035.0, 636.0, 18.0], shoonya_2sIPHUFTB0P62U, 5776777]
[paragraph, [169.0, 1053.0, 636.0, 18.0], shoonya_2sIPHUFTB0P62U, 5776777]
[paragraph, [169.0, 1071.0, 636.0, 18.0], shoonya_2sIPHUFTB0P62U, 5776777]
