[872, 605]
[folio, [396.0, 27.0, 154.0, 18.0], GKZigkwHsR, 6457573]
[folio, [396.0, 45.0, 154.0, 18.0], GKZigkwHsR, 6457573]
[folio, [256.0, 28.0, 90.0, 18.0], shoonya_0sF0TR1QSIWO67, 6457573]
[paragraph, [301.0, 74.0, 256.0, 18.0], cxhTbYxOLn, 6457573]
[paragraph, [301.0, 92.0, 256.0, 18.0], cxhTbYxOLn, 6457573]
[paragraph, [301.0, 110.0, 256.0, 18.0], cxhTbYxOLn, 6457573]
[paragraph, [301.0, 128.0, 256.0, 18.0], cxhTbYxOLn, 6457573]
[paragraph, [301.0, 146.0, 256.0, 18.0], cxhTbYxOLn, 6457573]
[paragraph, [301.0, 164.0, 256.0, 18.0], cxhTbYxOLn, 6457573]
[paragraph, [301.0, 182.0, 256.0, 18.0], cxhTbYxOLn, 6457573]
[paragraph, [301.0, 200.0, 256.0, 18.0], cxhTbYxOLn, 6457573]
[paragraph, [301.0, 218.0, 256.0, 18.0], cxhTbYxOLn, 6457573]
[paragraph, [301.0, 236.0, 256.0, 18.0], cxhTbYxOLn, 6457573]
[paragraph, [301.0, 254.0, 256.0, 18.0], cxhTbYxOLn, 6457573]
[paragraph, [301.0, 272.0, 256.0, 18.0], cxhTbYxOLn, 6457573]
[paragraph, [301.0, 290.0, 256.0, 18.0], cxhTbYxOLn, 6457573]
[paragraph, [301.0, 308.0, 256.0, 18.0], cxhTbYxOLn, 6457573]
[paragraph, [301.0, 326.0, 256.0, 18.0], cxhTbYxOLn, 6457573]
[paragraph, [301.0, 344.0, 256.0, 18.0], cxhTbYxOLn, 6457573]
[paragraph, [301.0, 362.0, 256.0, 18.0], cxhTbYxOLn, 6457573]
[paragraph, [301.0, 380.0, 256.0, 18.0], cxhTbYxOLn, 6457573]
[paragraph, [301.0, 398.0, 256.0, 18.0], cxhTbYxOLn, 6457573]
[paragraph, [301.0, 416.0, 256.0, 18.0], cxhTbYxOLn, 6457573]
[paragraph, [301.0, 434.0, 256.0, 18.0], cxhTbYxOLn, 6457573]
[paragraph, [45.0, 77.0, 251.0, 18.0], kowA-qtbr6, 6457573]
[paragraph, [45.0, 95.0, 251.0, 18.0], kowA-qtbr6, 6457573]
[paragraph, [45.0, 113.0, 251.0, 18.0], kowA-qtbr6, 6457573]
[paragraph, [45.0, 131.0, 251.0, 18.0], kowA-qtbr6, 6457573]
[paragraph, [45.0, 149.0, 251.0, 18.0], kowA-qtbr6, 6457573]
[paragraph, [45.0, 167.0, 251.0, 18.0], kowA-qtbr6, 6457573]
[paragraph, [45.0, 185.0, 251.0, 18.0], kowA-qtbr6, 6457573]
[paragraph, [45.0, 203.0, 251.0, 18.0], kowA-qtbr6, 6457573]
[paragraph, [45.0, 221.0, 251.0, 18.0], kowA-qtbr6, 6457573]
[paragraph, [45.0, 239.0, 251.0, 18.0], kowA-qtbr6, 6457573]
[paragraph, [45.0, 257.0, 251.0, 18.0], kowA-qtbr6, 6457573]
[paragraph, [45.0, 275.0, 251.0, 18.0], kowA-qtbr6, 6457573]
[paragraph, [45.0, 293.0, 251.0, 18.0], kowA-qtbr6, 6457573]
[paragraph, [45.0, 311.0, 251.0, 18.0], kowA-qtbr6, 6457573]
[paragraph, [45.0, 329.0, 251.0, 18.0], kowA-qtbr6, 6457573]
[paragraph, [45.0, 347.0, 251.0, 18.0], kowA-qtbr6, 6457573]
[paragraph, [45.0, 365.0, 251.0, 18.0], kowA-qtbr6, 6457573]
[paragraph, [45.0, 383.0, 251.0, 18.0], kowA-qtbr6, 6457573]
[paragraph, [45.0, 401.0, 251.0, 18.0], kowA-qtbr6, 6457573]
[paragraph, [45.0, 419.0, 251.0, 18.0], kowA-qtbr6, 6457573]
[paragraph, [45.0, 437.0, 251.0, 18.0], kowA-qtbr6, 6457573]
[paragraph, [45.0, 455.0, 251.0, 18.0], kowA-qtbr6, 6457573]
[paragraph, [45.0, 473.0, 251.0, 18.0], kowA-qtbr6, 6457573]
[paragraph, [324.0, 470.0, 226.0, 18.0], GaT40dAes2, 6457573]
[reference, [50.0, 512.0, 249.0, 18.0], im81Nl6l9i, 6457573]
[reference, [50.0, 530.0, 249.0, 18.0], im81Nl6l9i, 6457573]
[reference, [50.0, 548.0, 249.0, 18.0], im81Nl6l9i, 6457573]
[reference, [50.0, 566.0, 249.0, 18.0], im81Nl6l9i, 6457573]
[reference, [50.0, 584.0, 249.0, 18.0], im81Nl6l9i, 6457573]
[reference, [50.0, 602.0, 249.0, 18.0], im81Nl6l9i, 6457573]
[reference, [50.0, 620.0, 249.0, 18.0], im81Nl6l9i, 6457573]
[reference, [50.0, 638.0, 249.0, 18.0], im81Nl6l9i, 6457573]
[reference, [50.0, 656.0, 249.0, 18.0], im81Nl6l9i, 6457573]
[reference, [50.0, 674.0, 249.0, 18.0], im81Nl6l9i, 6457573]
[reference, [50.0, 692.0, 249.0, 18.0], im81Nl6l9i, 6457573]
[reference, [50.0, 710.0, 249.0, 18.0], im81Nl6l9i, 6457573]
[reference, [50.0, 728.0, 249.0, 18.0], im81Nl6l9i, 6457573]
[reference, [50.0, 746.0, 249.0, 18.0], im81Nl6l9i, 6457573]
[reference, [50.0, 764.0, 249.0, 18.0], im81Nl6l9i, 6457573]
[reference, [50.0, 782.0, 249.0, 18.0], im81Nl6l9i, 6457573]
[reference, [50.0, 800.0, 249.0, 18.0], im81Nl6l9i, 6457573]
[reference, [305.0, 528.0, 250.0, 18.0], 18OKi-PfcI, 6457573]
[reference, [305.0, 546.0, 250.0, 18.0], 18OKi-PfcI, 6457573]
[reference, [305.0, 564.0, 250.0, 18.0], 18OKi-PfcI, 6457573]
[reference, [305.0, 582.0, 250.0, 18.0], 18OKi-PfcI, 6457573]
