[3509, 2480]
[paragraph, [328.0, 384.0, 1804.0, 52.5], Rbh46nsT0B, 5724344]
[paragraph, [328.0, 436.5, 1804.0, 52.5], Rbh46nsT0B, 5724344]
[paragraph, [328.0, 489.0, 1804.0, 52.5], Rbh46nsT0B, 5724344]
[paragraph, [328.0, 541.5, 1804.0, 52.5], Rbh46nsT0B, 5724344]
[paragraph, [328.0, 594.0, 1804.0, 52.5], Rbh46nsT0B, 5724344]
[paragraph, [328.0, 646.5, 1804.0, 52.5], Rbh46nsT0B, 5724344]
[paragraph, [328.0, 699.0, 1804.0, 52.5], Rbh46nsT0B, 5724344]
[paragraph, [328.0, 751.5, 1804.0, 52.5], Rbh46nsT0B, 5724344]
[paragraph, [328.0, 804.0, 1804.0, 52.5], Rbh46nsT0B, 5724344]
[paragraph, [328.0, 856.5, 1804.0, 52.5], Rbh46nsT0B, 5724344]
[paragraph, [328.0, 909.0, 1804.0, 52.5], Rbh46nsT0B, 5724344]
[paragraph, [333.0, 1011.0, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 1063.5, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 1116.0, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 1168.5, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 1221.0, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 1273.5, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 1326.0, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 1378.5, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 1431.0, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 1483.5, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 1536.0, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 1588.5, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 1641.0, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 1693.5, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 1746.0, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 1798.5, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 1851.0, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 1903.5, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 1956.0, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 2008.5, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 2061.0, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 2113.5, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 2166.0, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 2218.5, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 2271.0, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 2323.5, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 2376.0, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[paragraph, [333.0, 2428.5, 1809.0, 52.5], shoonya_0sNVG97WWRT6FM, 5724344]
[footnote, [316.0, 2541.0, 1789.0, 52.5], shoonya_2s2S9MJBDZUDC8, 5724344]
[footnote, [316.0, 2593.5, 1789.0, 52.5], shoonya_2s2S9MJBDZUDC8, 5724344]
[footnote, [316.0, 2646.0, 1789.0, 52.5], shoonya_2s2S9MJBDZUDC8, 5724344]
[footnote, [316.0, 2698.5, 1789.0, 52.5], shoonya_2s2S9MJBDZUDC8, 5724344]
[footnote, [316.0, 2751.0, 1789.0, 52.5], shoonya_2s2S9MJBDZUDC8, 5724344]
[footnote, [316.0, 2803.5, 1789.0, 52.5], shoonya_2s2S9MJBDZUDC8, 5724344]
[footnote, [316.0, 2856.0, 1789.0, 52.5], shoonya_2s2S9MJBDZUDC8, 5724344]
[footnote, [316.0, 2908.5, 1789.0, 52.5], shoonya_2s2S9MJBDZUDC8, 5724344]
[footnote, [316.0, 2961.0, 1789.0, 52.5], shoonya_2s2S9MJBDZUDC8, 5724344]
[footnote, [316.0, 3013.5, 1789.0, 52.5], shoonya_2s2S9MJBDZUDC8, 5724344]
