[1951, 1219]
[chapter-title, [498.0, 410.0, 208.0, 58.5], tg4YP24puW, 5683152]
[paragraph, [121.0, 569.0, 976.0, 36.0], shoonya_0sQIP0YJA7IJGC, 5683152]
[paragraph, [121.0, 605.0, 976.0, 36.0], shoonya_0sQIP0YJA7IJGC, 5683152]
[paragraph, [121.0, 641.0, 976.0, 36.0], shoonya_0sQIP0YJA7IJGC, 5683152]
[paragraph, [121.0, 677.0, 976.0, 36.0], shoonya_0sQIP0YJA7IJGC, 5683152]
[paragraph, [121.0, 713.0, 976.0, 36.0], shoonya_0sQIP0YJA7IJGC, 5683152]
[paragraph, [121.0, 749.0, 976.0, 36.0], shoonya_0sQIP0YJA7IJGC, 5683152]
[paragraph, [121.0, 785.0, 976.0, 36.0], shoonya_0sQIP0YJA7IJGC, 5683152]
[paragraph, [121.0, 821.0, 976.0, 36.0], shoonya_0sQIP0YJA7IJGC, 5683152]
[paragraph, [121.0, 857.0, 976.0, 36.0], shoonya_0sQIP0YJA7IJGC, 5683152]
[paragraph, [122.0, 935.0, 972.0, 36.0], shoonya_1sHLUOXD7L2MEJ, 5683152]
[paragraph, [122.0, 971.0, 972.0, 36.0], shoonya_1sHLUOXD7L2MEJ, 5683152]
[paragraph, [122.0, 1007.0, 972.0, 36.0], shoonya_1sHLUOXD7L2MEJ, 5683152]
[paragraph, [123.0, 1059.0, 970.0, 36.0], AX-kPZ9iO5, 5683152]
[paragraph, [123.0, 1095.0, 970.0, 36.0], AX-kPZ9iO5, 5683152]
[paragraph, [123.0, 1131.0, 970.0, 36.0], AX-kPZ9iO5, 5683152]
[paragraph, [123.0, 1167.0, 970.0, 36.0], AX-kPZ9iO5, 5683152]
[paragraph, [123.0, 1203.0, 970.0, 36.0], AX-kPZ9iO5, 5683152]
[paragraph, [123.0, 1239.0, 970.0, 36.0], AX-kPZ9iO5, 5683152]
[paragraph, [123.0, 1275.0, 970.0, 36.0], AX-kPZ9iO5, 5683152]
[paragraph, [123.0, 1311.0, 970.0, 36.0], AX-kPZ9iO5, 5683152]
[paragraph, [123.0, 1347.0, 970.0, 36.0], AX-kPZ9iO5, 5683152]
[paragraph, [121.0, 1419.0, 970.0, 36.0], QNbs_kjZhN, 5683152]
[paragraph, [121.0, 1455.0, 970.0, 36.0], QNbs_kjZhN, 5683152]
[paragraph, [121.0, 1491.0, 970.0, 36.0], QNbs_kjZhN, 5683152]
[paragraph, [121.0, 1527.0, 970.0, 36.0], QNbs_kjZhN, 5683152]
[paragraph, [121.0, 1563.0, 970.0, 36.0], QNbs_kjZhN, 5683152]
[paragraph, [121.0, 1599.0, 970.0, 36.0], QNbs_kjZhN, 5683152]
[paragraph, [121.0, 1635.0, 970.0, 36.0], QNbs_kjZhN, 5683152]
[paragraph, [121.0, 1671.0, 970.0, 36.0], QNbs_kjZhN, 5683152]
[paragraph, [121.0, 1707.0, 970.0, 36.0], QNbs_kjZhN, 5683152]
[paragraph, [121.0, 1743.0, 970.0, 36.0], QNbs_kjZhN, 5683152]
[paragraph, [121.0, 1779.0, 970.0, 36.0], QNbs_kjZhN, 5683152]
