[843, 595]
[section-title, [147.0, 7.0, 241.0, 30.0], shoonya_0sXR4ZMGHHYAUQ, 5716102]
[paragraph, [0.0, 51.0, 197.0, 18.0], 0e8seOV257, 5716102]
[paragraph, [0.0, 69.0, 197.0, 18.0], 0e8seOV257, 5716102]
[paragraph, [0.0, 87.0, 197.0, 18.0], 0e8seOV257, 5716102]
[paragraph, [0.0, 105.0, 197.0, 18.0], 0e8seOV257, 5716102]
[paragraph, [0.0, 123.0, 197.0, 18.0], 0e8seOV257, 5716102]
[paragraph, [207.0, 52.0, 186.0, 18.0], 2xW7cYWM0A, 5716102]
[paragraph, [207.0, 70.0, 186.0, 18.0], 2xW7cYWM0A, 5716102]
[paragraph, [207.0, 88.0, 186.0, 18.0], 2xW7cYWM0A, 5716102]
[paragraph, [207.0, 106.0, 186.0, 18.0], 2xW7cYWM0A, 5716102]
[paragraph, [207.0, 124.0, 186.0, 18.0], 2xW7cYWM0A, 5716102]
[paragraph, [401.0, 54.0, 189.0, 18.0], KYT92beBSH, 5716102]
[paragraph, [401.0, 72.0, 189.0, 18.0], KYT92beBSH, 5716102]
[paragraph, [401.0, 90.0, 189.0, 18.0], KYT92beBSH, 5716102]
[paragraph, [401.0, 108.0, 189.0, 18.0], KYT92beBSH, 5716102]
[paragraph, [401.0, 126.0, 189.0, 18.0], KYT92beBSH, 5716102]
[paragraph, [59.0, 160.0, 231.0, 18.0], 3TAuCiINp4, 5716102]
[paragraph, [59.0, 178.0, 231.0, 18.0], 3TAuCiINp4, 5716102]
[paragraph, [59.0, 196.0, 231.0, 18.0], 3TAuCiINp4, 5716102]
[paragraph, [59.0, 214.0, 231.0, 18.0], 3TAuCiINp4, 5716102]
[paragraph, [59.0, 232.0, 231.0, 18.0], 3TAuCiINp4, 5716102]
[paragraph, [317.0, 160.0, 225.0, 18.0], dqGujnIFoQ, 5716102]
[paragraph, [317.0, 178.0, 225.0, 18.0], dqGujnIFoQ, 5716102]
[paragraph, [317.0, 196.0, 225.0, 18.0], dqGujnIFoQ, 5716102]
[paragraph, [317.0, 214.0, 225.0, 18.0], dqGujnIFoQ, 5716102]
[paragraph, [317.0, 232.0, 225.0, 18.0], dqGujnIFoQ, 5716102]
[index, [0.0, 263.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 281.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 299.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 317.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 335.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 353.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 371.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 389.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 407.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 425.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 443.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 461.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 479.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 497.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 515.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 533.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 551.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 569.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 587.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 605.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 623.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 641.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 659.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 677.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 695.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 713.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 731.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 749.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 767.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 785.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
[index, [0.0, 803.0, 594.0, 18.0], 6njOb6f1Di, 5716102]
