[1806, 1262]
[folio, [159.0, 98.0, 509.0, 36.0], shoonya_8sI0GRAOKIQ0GM, 5681748]
[paragraph, [650.0, 175.0, 514.0, 36.0], shoonya_2sXAZHLMRYT7ZI, 5681748]
[paragraph, [650.0, 211.0, 514.0, 36.0], shoonya_2sXAZHLMRYT7ZI, 5681748]
[paragraph, [650.0, 247.0, 514.0, 36.0], shoonya_2sXAZHLMRYT7ZI, 5681748]
[paragraph, [650.0, 283.0, 514.0, 36.0], shoonya_2sXAZHLMRYT7ZI, 5681748]
[paragraph, [650.0, 319.0, 514.0, 36.0], shoonya_2sXAZHLMRYT7ZI, 5681748]
[paragraph, [650.0, 355.0, 514.0, 36.0], shoonya_2sXAZHLMRYT7ZI, 5681748]
[paragraph, [650.0, 391.0, 514.0, 36.0], shoonya_2sXAZHLMRYT7ZI, 5681748]
[paragraph, [650.0, 427.0, 514.0, 36.0], shoonya_2sXAZHLMRYT7ZI, 5681748]
[paragraph, [650.0, 463.0, 514.0, 36.0], shoonya_2sXAZHLMRYT7ZI, 5681748]
[paragraph, [650.0, 499.0, 514.0, 36.0], shoonya_2sXAZHLMRYT7ZI, 5681748]
[paragraph, [650.0, 535.0, 514.0, 36.0], shoonya_2sXAZHLMRYT7ZI, 5681748]
[paragraph, [650.0, 571.0, 514.0, 36.0], shoonya_2sXAZHLMRYT7ZI, 5681748]
[paragraph, [650.0, 607.0, 514.0, 36.0], shoonya_2sXAZHLMRYT7ZI, 5681748]
[paragraph, [650.0, 643.0, 514.0, 36.0], shoonya_2sXAZHLMRYT7ZI, 5681748]
[paragraph, [650.0, 679.0, 514.0, 36.0], shoonya_2sXAZHLMRYT7ZI, 5681748]
[paragraph, [650.0, 715.0, 514.0, 36.0], shoonya_2sXAZHLMRYT7ZI, 5681748]
[paragraph, [650.0, 751.0, 514.0, 36.0], shoonya_2sXAZHLMRYT7ZI, 5681748]
[paragraph, [650.0, 787.0, 514.0, 36.0], shoonya_2sXAZHLMRYT7ZI, 5681748]
[paragraph, [650.0, 823.0, 514.0, 36.0], shoonya_2sXAZHLMRYT7ZI, 5681748]
[paragraph, [650.0, 859.0, 514.0, 36.0], shoonya_2sXAZHLMRYT7ZI, 5681748]
[paragraph, [650.0, 895.0, 514.0, 36.0], shoonya_2sXAZHLMRYT7ZI, 5681748]
[paragraph, [151.0, 180.0, 441.0, 36.0], shoonya_0sAL3QOXQOOGUU, 5681748]
[paragraph, [151.0, 216.0, 441.0, 36.0], shoonya_0sAL3QOXQOOGUU, 5681748]
[paragraph, [151.0, 252.0, 441.0, 36.0], shoonya_0sAL3QOXQOOGUU, 5681748]
[paragraph, [151.0, 288.0, 441.0, 36.0], shoonya_0sAL3QOXQOOGUU, 5681748]
[paragraph, [151.0, 324.0, 441.0, 36.0], shoonya_0sAL3QOXQOOGUU, 5681748]
[paragraph, [151.0, 360.0, 441.0, 36.0], shoonya_0sAL3QOXQOOGUU, 5681748]
[paragraph, [93.0, 402.0, 503.0, 36.0], US8OBNuQnZ, 5681748]
[paragraph, [93.0, 438.0, 503.0, 36.0], US8OBNuQnZ, 5681748]
[paragraph, [93.0, 474.0, 503.0, 36.0], US8OBNuQnZ, 5681748]
[paragraph, [93.0, 510.0, 503.0, 36.0], US8OBNuQnZ, 5681748]
[paragraph, [93.0, 546.0, 503.0, 36.0], US8OBNuQnZ, 5681748]
[paragraph, [93.0, 582.0, 503.0, 36.0], US8OBNuQnZ, 5681748]
[paragraph, [93.0, 618.0, 503.0, 36.0], US8OBNuQnZ, 5681748]
[paragraph, [93.0, 654.0, 503.0, 36.0], US8OBNuQnZ, 5681748]
[paragraph, [93.0, 690.0, 503.0, 36.0], US8OBNuQnZ, 5681748]
[paragraph, [93.0, 726.0, 503.0, 36.0], US8OBNuQnZ, 5681748]
[paragraph, [93.0, 762.0, 503.0, 36.0], US8OBNuQnZ, 5681748]
[paragraph, [93.0, 798.0, 503.0, 36.0], US8OBNuQnZ, 5681748]
[paragraph, [93.0, 834.0, 503.0, 36.0], US8OBNuQnZ, 5681748]
[paragraph, [93.0, 870.0, 503.0, 36.0], US8OBNuQnZ, 5681748]
[paragraph, [93.0, 906.0, 503.0, 36.0], US8OBNuQnZ, 5681748]
[paragraph, [93.0, 942.0, 503.0, 36.0], US8OBNuQnZ, 5681748]
[paragraph, [93.0, 978.0, 503.0, 36.0], US8OBNuQnZ, 5681748]
[paragraph, [93.0, 1014.0, 503.0, 36.0], US8OBNuQnZ, 5681748]
[paragraph, [695.0, 943.0, 464.0, 36.0], shoonya_6sMVJYP1Q7U3UQ, 5681748]
[paragraph, [695.0, 979.0, 464.0, 36.0], shoonya_6sMVJYP1Q7U3UQ, 5681748]
[paragraph, [695.0, 1015.0, 464.0, 36.0], shoonya_6sMVJYP1Q7U3UQ, 5681748]
[paragraph, [695.0, 1051.0, 464.0, 36.0], shoonya_6sMVJYP1Q7U3UQ, 5681748]
[paragraph, [102.0, 1062.0, 498.0, 36.0], shoonya_4sHRHJEIU8JSV1, 5681748]
[paragraph, [102.0, 1098.0, 498.0, 36.0], shoonya_4sHRHJEIU8JSV1, 5681748]
[paragraph, [102.0, 1134.0, 498.0, 36.0], shoonya_4sHRHJEIU8JSV1, 5681748]
[paragraph, [102.0, 1170.0, 498.0, 36.0], shoonya_4sHRHJEIU8JSV1, 5681748]
[paragraph, [661.0, 1126.0, 499.0, 36.0], shoonya_3sME8W880J0LNU, 5681748]
[paragraph, [661.0, 1162.0, 499.0, 36.0], shoonya_3sME8W880J0LNU, 5681748]
[paragraph, [661.0, 1198.0, 499.0, 36.0], shoonya_3sME8W880J0LNU, 5681748]
[paragraph, [661.0, 1234.0, 499.0, 36.0], shoonya_3sME8W880J0LNU, 5681748]
[paragraph, [661.0, 1270.0, 499.0, 36.0], shoonya_3sME8W880J0LNU, 5681748]
[paragraph, [661.0, 1306.0, 499.0, 36.0], shoonya_3sME8W880J0LNU, 5681748]
[paragraph, [103.0, 1230.0, 506.0, 36.0], shoonya_1sUDOWICSTNZR5, 5681748]
[paragraph, [103.0, 1266.0, 506.0, 36.0], shoonya_1sUDOWICSTNZR5, 5681748]
[paragraph, [103.0, 1302.0, 506.0, 36.0], shoonya_1sUDOWICSTNZR5, 5681748]
[paragraph, [103.0, 1338.0, 506.0, 36.0], shoonya_1sUDOWICSTNZR5, 5681748]
[paragraph, [103.0, 1374.0, 506.0, 36.0], shoonya_1sUDOWICSTNZR5, 5681748]
[paragraph, [103.0, 1410.0, 506.0, 36.0], shoonya_1sUDOWICSTNZR5, 5681748]
[paragraph, [103.0, 1446.0, 506.0, 36.0], shoonya_1sUDOWICSTNZR5, 5681748]
[paragraph, [103.0, 1482.0, 506.0, 36.0], shoonya_1sUDOWICSTNZR5, 5681748]
[paragraph, [103.0, 1518.0, 506.0, 36.0], shoonya_1sUDOWICSTNZR5, 5681748]
[paragraph, [103.0, 1554.0, 506.0, 36.0], shoonya_1sUDOWICSTNZR5, 5681748]
[paragraph, [103.0, 1590.0, 506.0, 36.0], shoonya_1sUDOWICSTNZR5, 5681748]
[paragraph, [103.0, 1626.0, 506.0, 36.0], shoonya_1sUDOWICSTNZR5, 5681748]
[paragraph, [103.0, 1662.0, 506.0, 36.0], shoonya_1sUDOWICSTNZR5, 5681748]
[paragraph, [696.0, 1380.0, 464.0, 36.0], shoonya_5sD3GV4AZSE9TJ, 5681748]
[paragraph, [696.0, 1416.0, 464.0, 36.0], shoonya_5sD3GV4AZSE9TJ, 5681748]
[paragraph, [696.0, 1452.0, 464.0, 36.0], shoonya_5sD3GV4AZSE9TJ, 5681748]
[paragraph, [694.0, 1521.0, 468.0, 36.0], shoonya_7sUSVC81507TMC, 5681748]
[paragraph, [694.0, 1557.0, 468.0, 36.0], shoonya_7sUSVC81507TMC, 5681748]
[paragraph, [694.0, 1593.0, 468.0, 36.0], shoonya_7sUSVC81507TMC, 5681748]
[paragraph, [694.0, 1629.0, 468.0, 36.0], shoonya_7sUSVC81507TMC, 5681748]
[paragraph, [694.0, 1665.0, 468.0, 36.0], shoonya_7sUSVC81507TMC, 5681748]
