[1425, 1088]
[chapter-title, [152.0, 112.0, 514.0, 30.0], shoonya_3sM4A6OB66T7GZ, 5759161]
[chapter-title, [152.0, 142.0, 514.0, 30.0], shoonya_3sM4A6OB66T7GZ, 5759161]
[chapter-title, [152.0, 172.0, 514.0, 30.0], shoonya_3sM4A6OB66T7GZ, 5759161]
[paragraph, [239.0, 279.0, 658.0, 18.0], shoonya_2sRNEOOQSBO0F2, 5759161]
[paragraph, [239.0, 297.0, 658.0, 18.0], shoonya_2sRNEOOQSBO0F2, 5759161]
[paragraph, [239.0, 315.0, 658.0, 18.0], shoonya_2sRNEOOQSBO0F2, 5759161]
[paragraph, [239.0, 333.0, 658.0, 18.0], shoonya_2sRNEOOQSBO0F2, 5759161]
[paragraph, [239.0, 351.0, 658.0, 18.0], shoonya_2sRNEOOQSBO0F2, 5759161]
[paragraph, [239.0, 369.0, 658.0, 18.0], shoonya_2sRNEOOQSBO0F2, 5759161]
[paragraph, [239.0, 387.0, 658.0, 18.0], shoonya_2sRNEOOQSBO0F2, 5759161]
[paragraph, [239.0, 405.0, 658.0, 18.0], shoonya_2sRNEOOQSBO0F2, 5759161]
[paragraph, [239.0, 423.0, 658.0, 18.0], shoonya_2sRNEOOQSBO0F2, 5759161]
[paragraph, [239.0, 441.0, 658.0, 18.0], shoonya_2sRNEOOQSBO0F2, 5759161]
[paragraph, [239.0, 459.0, 658.0, 18.0], shoonya_2sRNEOOQSBO0F2, 5759161]
[paragraph, [239.0, 477.0, 658.0, 18.0], shoonya_2sRNEOOQSBO0F2, 5759161]
[paragraph, [239.0, 495.0, 658.0, 18.0], shoonya_2sRNEOOQSBO0F2, 5759161]
[paragraph, [141.0, 569.0, 845.0, 18.0], QGUGp7yYaM, 5759161]
[paragraph, [141.0, 587.0, 845.0, 18.0], QGUGp7yYaM, 5759161]
[paragraph, [141.0, 605.0, 845.0, 18.0], QGUGp7yYaM, 5759161]
[paragraph, [141.0, 623.0, 845.0, 18.0], QGUGp7yYaM, 5759161]
[paragraph, [141.0, 641.0, 845.0, 18.0], QGUGp7yYaM, 5759161]
[paragraph, [141.0, 659.0, 845.0, 18.0], QGUGp7yYaM, 5759161]
[paragraph, [141.0, 677.0, 845.0, 18.0], QGUGp7yYaM, 5759161]
[paragraph, [141.0, 695.0, 845.0, 18.0], QGUGp7yYaM, 5759161]
[paragraph, [138.0, 747.0, 331.0, 18.0], fraN9V2NYC, 5759161]
[paragraph, [138.0, 765.0, 331.0, 18.0], fraN9V2NYC, 5759161]
[paragraph, [133.0, 798.0, 781.0, 18.0], UvuqdE3ZBS, 5759161]
[paragraph, [133.0, 816.0, 781.0, 18.0], UvuqdE3ZBS, 5759161]
[paragraph, [133.0, 834.0, 781.0, 18.0], UvuqdE3ZBS, 5759161]
[paragraph, [133.0, 852.0, 781.0, 18.0], UvuqdE3ZBS, 5759161]
[paragraph, [133.0, 870.0, 781.0, 18.0], UvuqdE3ZBS, 5759161]
[paragraph, [133.0, 888.0, 781.0, 18.0], UvuqdE3ZBS, 5759161]
[paragraph, [133.0, 906.0, 781.0, 18.0], UvuqdE3ZBS, 5759161]
[paragraph, [133.0, 924.0, 781.0, 18.0], UvuqdE3ZBS, 5759161]
[paragraph, [133.0, 942.0, 781.0, 18.0], UvuqdE3ZBS, 5759161]
[paragraph, [138.0, 987.0, 849.0, 18.0], GlwkdUvU8R, 5759161]
[paragraph, [138.0, 1005.0, 849.0, 18.0], GlwkdUvU8R, 5759161]
[paragraph, [138.0, 1023.0, 849.0, 18.0], GlwkdUvU8R, 5759161]
[paragraph, [138.0, 1041.0, 849.0, 18.0], GlwkdUvU8R, 5759161]
[paragraph, [138.0, 1059.0, 849.0, 18.0], GlwkdUvU8R, 5759161]
[paragraph, [138.0, 1077.0, 849.0, 18.0], GlwkdUvU8R, 5759161]
[paragraph, [138.0, 1095.0, 849.0, 18.0], GlwkdUvU8R, 5759161]
[paragraph, [142.0, 1136.0, 840.0, 18.0], alm92B92Qd, 5759161]
[paragraph, [142.0, 1154.0, 840.0, 18.0], alm92B92Qd, 5759161]
[paragraph, [142.0, 1172.0, 840.0, 18.0], alm92B92Qd, 5759161]
[paragraph, [142.0, 1190.0, 840.0, 18.0], alm92B92Qd, 5759161]
[paragraph, [142.0, 1208.0, 840.0, 18.0], alm92B92Qd, 5759161]
[paragraph, [142.0, 1226.0, 840.0, 18.0], alm92B92Qd, 5759161]
[paragraph, [142.0, 1244.0, 840.0, 18.0], alm92B92Qd, 5759161]
[paragraph, [142.0, 1262.0, 840.0, 18.0], alm92B92Qd, 5759161]
[folio, [141.0, 1359.0, 138.0, 18.0], oATBuy1J_R, 5759161]
