[2339, 1653]
[ordered-list, [240.0, 240.0, 1169.0, 36.0], shoonya_3s4VNI7AJ98PG3, 5686423]
[ordered-list, [240.0, 276.0, 1169.0, 36.0], shoonya_3s4VNI7AJ98PG3, 5686423]
[ordered-list, [240.0, 312.0, 1169.0, 36.0], shoonya_3s4VNI7AJ98PG3, 5686423]
[ordered-list, [240.0, 348.0, 1169.0, 36.0], shoonya_3s4VNI7AJ98PG3, 5686423]
[ordered-list, [240.0, 384.0, 1169.0, 36.0], shoonya_3s4VNI7AJ98PG3, 5686423]
[ordered-list, [240.0, 420.0, 1169.0, 36.0], shoonya_3s4VNI7AJ98PG3, 5686423]
[ordered-list, [240.0, 456.0, 1169.0, 36.0], shoonya_3s4VNI7AJ98PG3, 5686423]
[ordered-list, [240.0, 492.0, 1169.0, 36.0], shoonya_3s4VNI7AJ98PG3, 5686423]
[ordered-list, [240.0, 528.0, 1169.0, 36.0], shoonya_3s4VNI7AJ98PG3, 5686423]
[ordered-list, [240.0, 564.0, 1169.0, 36.0], shoonya_3s4VNI7AJ98PG3, 5686423]
[ordered-list, [240.0, 600.0, 1169.0, 36.0], shoonya_3s4VNI7AJ98PG3, 5686423]
[ordered-list, [240.0, 636.0, 1169.0, 36.0], shoonya_3s4VNI7AJ98PG3, 5686423]
[ordered-list, [240.0, 672.0, 1169.0, 36.0], shoonya_3s4VNI7AJ98PG3, 5686423]
[ordered-list, [240.0, 708.0, 1169.0, 36.0], shoonya_3s4VNI7AJ98PG3, 5686423]
[ordered-list, [240.0, 744.0, 1169.0, 36.0], shoonya_3s4VNI7AJ98PG3, 5686423]
[ordered-list, [240.0, 780.0, 1169.0, 36.0], shoonya_3s4VNI7AJ98PG3, 5686423]
[ordered-list, [240.0, 816.0, 1169.0, 36.0], shoonya_3s4VNI7AJ98PG3, 5686423]
[ordered-list, [347.0, 880.0, 266.0, 36.0], U5pUBjwYff, 5686423]
[reference, [619.0, 884.0, 284.0, 36.0], X-5n3DfUhW, 5686423]
[paragraph, [253.0, 1084.0, 1147.0, 36.0], shoonya_2sSQ9LX4WF1YD1, 5686423]
[paragraph, [253.0, 1120.0, 1147.0, 36.0], shoonya_2sSQ9LX4WF1YD1, 5686423]
[paragraph, [253.0, 1156.0, 1147.0, 36.0], shoonya_2sSQ9LX4WF1YD1, 5686423]
[paragraph, [250.0, 1229.0, 631.0, 36.0], kELt_lFEZL, 5686423]
[reference, [883.0, 1232.0, 237.0, 36.0], fUNO1_6krk, 5686423]
[paragraph, [250.0, 1297.0, 1151.0, 36.0], shoonya_0sAUZXXH4EIGNE, 5686423]
[paragraph, [250.0, 1333.0, 1151.0, 36.0], shoonya_0sAUZXXH4EIGNE, 5686423]
[paragraph, [250.0, 1369.0, 1151.0, 36.0], shoonya_0sAUZXXH4EIGNE, 5686423]
[paragraph, [250.0, 1405.0, 1151.0, 36.0], shoonya_0sAUZXXH4EIGNE, 5686423]
[paragraph, [250.0, 1441.0, 1151.0, 36.0], shoonya_0sAUZXXH4EIGNE, 5686423]
[paragraph, [250.0, 1477.0, 1151.0, 36.0], shoonya_0sAUZXXH4EIGNE, 5686423]
[paragraph, [250.0, 1513.0, 1151.0, 36.0], shoonya_0sAUZXXH4EIGNE, 5686423]
[paragraph, [250.0, 1549.0, 1151.0, 36.0], shoonya_0sAUZXXH4EIGNE, 5686423]
[paragraph, [250.0, 1585.0, 1151.0, 36.0], shoonya_0sAUZXXH4EIGNE, 5686423]
[paragraph, [250.0, 1621.0, 1151.0, 36.0], shoonya_0sAUZXXH4EIGNE, 5686423]
[paragraph, [250.0, 1657.0, 1151.0, 36.0], shoonya_0sAUZXXH4EIGNE, 5686423]
[paragraph, [250.0, 1693.0, 1151.0, 36.0], shoonya_0sAUZXXH4EIGNE, 5686423]
[paragraph, [250.0, 1729.0, 1151.0, 36.0], shoonya_0sAUZXXH4EIGNE, 5686423]
[paragraph, [250.0, 1765.0, 1151.0, 36.0], shoonya_0sAUZXXH4EIGNE, 5686423]
[paragraph, [527.0, 1847.0, 877.0, 36.0], shoonya_7sRUJVHJMIQ0V9, 5686423]
[section-title, [351.0, 1852.0, 170.0, 52.5], kJ5Bzdxa-E, 5686423]
[paragraph, [250.0, 1922.0, 1155.0, 36.0], shoonya_1sMSJTVNA9IEWF, 5686423]
[paragraph, [250.0, 1958.0, 1155.0, 36.0], shoonya_1sMSJTVNA9IEWF, 5686423]
[paragraph, [250.0, 1994.0, 1155.0, 36.0], shoonya_1sMSJTVNA9IEWF, 5686423]
[paragraph, [250.0, 2030.0, 1155.0, 36.0], shoonya_1sMSJTVNA9IEWF, 5686423]
[paragraph, [250.0, 2066.0, 1155.0, 36.0], shoonya_1sMSJTVNA9IEWF, 5686423]
