[2103, 1595]
[sidebar, [1435.0, 213.0, 67.0, 36.0], isIwnfDBNZ, 5659550]
[paragraph, [166.0, 261.0, 1266.0, 36.0], shoonya_0sXSCGU5GCG1P8, 5659550]
[paragraph, [166.0, 297.0, 1266.0, 36.0], shoonya_0sXSCGU5GCG1P8, 5659550]
[paragraph, [166.0, 333.0, 1266.0, 36.0], shoonya_0sXSCGU5GCG1P8, 5659550]
[paragraph, [166.0, 369.0, 1266.0, 36.0], shoonya_0sXSCGU5GCG1P8, 5659550]
[paragraph, [166.0, 405.0, 1266.0, 36.0], shoonya_0sXSCGU5GCG1P8, 5659550]
[paragraph, [166.0, 441.0, 1266.0, 36.0], shoonya_0sXSCGU5GCG1P8, 5659550]
[paragraph, [166.0, 477.0, 1266.0, 36.0], shoonya_0sXSCGU5GCG1P8, 5659550]
[paragraph, [166.0, 513.0, 1266.0, 36.0], shoonya_0sXSCGU5GCG1P8, 5659550]
[paragraph, [166.0, 549.0, 1266.0, 36.0], shoonya_0sXSCGU5GCG1P8, 5659550]
[paragraph, [166.0, 585.0, 1266.0, 36.0], shoonya_0sXSCGU5GCG1P8, 5659550]
[paragraph, [166.0, 621.0, 1266.0, 36.0], shoonya_0sXSCGU5GCG1P8, 5659550]
[paragraph, [166.0, 657.0, 1266.0, 36.0], shoonya_0sXSCGU5GCG1P8, 5659550]
[paragraph, [166.0, 693.0, 1266.0, 36.0], shoonya_0sXSCGU5GCG1P8, 5659550]
[paragraph, [165.0, 740.0, 1264.0, 36.0], 2-_RmfOEro, 5659550]
[paragraph, [165.0, 776.0, 1264.0, 36.0], 2-_RmfOEro, 5659550]
[paragraph, [165.0, 812.0, 1264.0, 36.0], 2-_RmfOEro, 5659550]
[paragraph, [165.0, 848.0, 1264.0, 36.0], 2-_RmfOEro, 5659550]
[paragraph, [165.0, 884.0, 1264.0, 36.0], 2-_RmfOEro, 5659550]
[paragraph, [165.0, 943.0, 1262.0, 36.0], 88CuHauL9K, 5659550]
[paragraph, [165.0, 979.0, 1262.0, 36.0], 88CuHauL9K, 5659550]
[paragraph, [165.0, 1015.0, 1262.0, 36.0], 88CuHauL9K, 5659550]
[paragraph, [165.0, 1051.0, 1262.0, 36.0], 88CuHauL9K, 5659550]
[paragraph, [165.0, 1087.0, 1262.0, 36.0], 88CuHauL9K, 5659550]
[paragraph, [165.0, 1123.0, 1262.0, 36.0], 88CuHauL9K, 5659550]
[paragraph, [165.0, 1159.0, 1262.0, 36.0], 88CuHauL9K, 5659550]
[paragraph, [165.0, 1195.0, 1262.0, 36.0], 88CuHauL9K, 5659550]
[paragraph, [165.0, 1231.0, 1262.0, 36.0], 88CuHauL9K, 5659550]
[paragraph, [165.0, 1267.0, 1262.0, 36.0], 88CuHauL9K, 5659550]
[paragraph, [165.0, 1303.0, 1262.0, 36.0], 88CuHauL9K, 5659550]
[paragraph, [165.0, 1339.0, 1262.0, 36.0], 88CuHauL9K, 5659550]
[paragraph, [161.0, 1380.0, 1262.0, 36.0], k53EG0r8JC, 5659550]
[paragraph, [161.0, 1416.0, 1262.0, 36.0], k53EG0r8JC, 5659550]
[paragraph, [161.0, 1452.0, 1262.0, 36.0], k53EG0r8JC, 5659550]
[paragraph, [161.0, 1488.0, 1262.0, 36.0], k53EG0r8JC, 5659550]
[paragraph, [161.0, 1524.0, 1262.0, 36.0], k53EG0r8JC, 5659550]
[paragraph, [161.0, 1560.0, 1262.0, 36.0], k53EG0r8JC, 5659550]
[paragraph, [161.0, 1596.0, 1262.0, 36.0], k53EG0r8JC, 5659550]
[paragraph, [161.0, 1632.0, 1262.0, 36.0], k53EG0r8JC, 5659550]
[paragraph, [161.0, 1668.0, 1262.0, 36.0], k53EG0r8JC, 5659550]
[paragraph, [161.0, 1704.0, 1262.0, 36.0], k53EG0r8JC, 5659550]
[paragraph, [161.0, 1740.0, 1262.0, 36.0], k53EG0r8JC, 5659550]
[paragraph, [161.0, 1776.0, 1262.0, 36.0], k53EG0r8JC, 5659550]
[paragraph, [161.0, 1812.0, 1262.0, 36.0], k53EG0r8JC, 5659550]
[second-level-question, [163.0, 1861.0, 974.0, 36.0], cfm6mnx5LH, 5659550]
[folio, [69.0, 1949.0, 211.0, 36.0], ncm7iq-umG, 5659550]
