[1300, 900]
[folio, [411.0, 22.0, 120.0, 18.0], 1Vl1_stgFW, 5732521]
[paragraph, [117.0, 90.0, 481.0, 18.0], shoonya_0sGHRMSGHWQ0NG, 5732521]
[paragraph, [117.0, 108.0, 481.0, 18.0], shoonya_0sGHRMSGHWQ0NG, 5732521]
[paragraph, [125.0, 138.0, 699.0, 18.0], shoonya_3sK3EBKBG6PDG7, 5732521]
[paragraph, [125.0, 156.0, 699.0, 18.0], shoonya_3sK3EBKBG6PDG7, 5732521]
[paragraph, [125.0, 174.0, 699.0, 18.0], shoonya_3sK3EBKBG6PDG7, 5732521]
[paragraph, [125.0, 192.0, 699.0, 18.0], shoonya_3sK3EBKBG6PDG7, 5732521]
[paragraph, [125.0, 210.0, 699.0, 18.0], shoonya_3sK3EBKBG6PDG7, 5732521]
[paragraph, [125.0, 228.0, 699.0, 18.0], shoonya_3sK3EBKBG6PDG7, 5732521]
[paragraph, [125.0, 246.0, 699.0, 18.0], shoonya_3sK3EBKBG6PDG7, 5732521]
[paragraph, [122.0, 280.0, 694.0, 18.0], shoonya_2s4JVL2WQOM8QL, 5732521]
[paragraph, [122.0, 298.0, 694.0, 18.0], shoonya_2s4JVL2WQOM8QL, 5732521]
[paragraph, [122.0, 316.0, 694.0, 18.0], shoonya_2s4JVL2WQOM8QL, 5732521]
[paragraph, [122.0, 334.0, 694.0, 18.0], shoonya_2s4JVL2WQOM8QL, 5732521]
[paragraph, [115.0, 374.0, 697.0, 18.0], shoonya_6sJ7OUW9F559WH, 5732521]
[paragraph, [115.0, 392.0, 697.0, 18.0], shoonya_6sJ7OUW9F559WH, 5732521]
[paragraph, [115.0, 410.0, 697.0, 18.0], shoonya_6sJ7OUW9F559WH, 5732521]
[paragraph, [115.0, 428.0, 697.0, 18.0], shoonya_6sJ7OUW9F559WH, 5732521]
[paragraph, [118.0, 463.0, 697.0, 18.0], shoonya_4sW7CAR4NWTA1J, 5732521]
[paragraph, [118.0, 481.0, 697.0, 18.0], shoonya_4sW7CAR4NWTA1J, 5732521]
[paragraph, [118.0, 499.0, 697.0, 18.0], shoonya_4sW7CAR4NWTA1J, 5732521]
[paragraph, [118.0, 517.0, 697.0, 18.0], shoonya_4sW7CAR4NWTA1J, 5732521]
[paragraph, [118.0, 535.0, 697.0, 18.0], shoonya_4sW7CAR4NWTA1J, 5732521]
[paragraph, [114.0, 563.0, 698.0, 18.0], shoonya_7sAAXG3T0HOVU5, 5732521]
[paragraph, [114.0, 581.0, 698.0, 18.0], shoonya_7sAAXG3T0HOVU5, 5732521]
[paragraph, [114.0, 599.0, 698.0, 18.0], shoonya_7sAAXG3T0HOVU5, 5732521]
[paragraph, [114.0, 617.0, 698.0, 18.0], shoonya_7sAAXG3T0HOVU5, 5732521]
[paragraph, [120.0, 653.0, 691.0, 18.0], shoonya_8sK98TU94439F6, 5732521]
[paragraph, [120.0, 671.0, 691.0, 18.0], shoonya_8sK98TU94439F6, 5732521]
[paragraph, [120.0, 689.0, 691.0, 18.0], shoonya_8sK98TU94439F6, 5732521]
[paragraph, [120.0, 707.0, 691.0, 18.0], shoonya_8sK98TU94439F6, 5732521]
[paragraph, [107.0, 749.0, 700.0, 18.0], shoonya_5sNT5MIDNNDQB1, 5732521]
[paragraph, [107.0, 767.0, 700.0, 18.0], shoonya_5sNT5MIDNNDQB1, 5732521]
[paragraph, [107.0, 785.0, 700.0, 18.0], shoonya_5sNT5MIDNNDQB1, 5732521]
[paragraph, [107.0, 803.0, 700.0, 18.0], shoonya_5sNT5MIDNNDQB1, 5732521]
[paragraph, [107.0, 821.0, 700.0, 18.0], shoonya_5sNT5MIDNNDQB1, 5732521]
[paragraph, [107.0, 839.0, 700.0, 18.0], shoonya_5sNT5MIDNNDQB1, 5732521]
[paragraph, [107.0, 857.0, 700.0, 18.0], shoonya_5sNT5MIDNNDQB1, 5732521]
[paragraph, [114.0, 894.0, 688.0, 18.0], tpjQs5So5I, 5732521]
[paragraph, [114.0, 912.0, 688.0, 18.0], tpjQs5So5I, 5732521]
[paragraph, [114.0, 930.0, 688.0, 18.0], tpjQs5So5I, 5732521]
[paragraph, [114.0, 948.0, 688.0, 18.0], tpjQs5So5I, 5732521]
[paragraph, [116.0, 992.0, 688.0, 18.0], dFBTt6e9ex, 5732521]
[paragraph, [116.0, 1010.0, 688.0, 18.0], dFBTt6e9ex, 5732521]
[paragraph, [116.0, 1028.0, 688.0, 18.0], dFBTt6e9ex, 5732521]
[paragraph, [116.0, 1046.0, 688.0, 18.0], dFBTt6e9ex, 5732521]
[paragraph, [111.0, 1085.0, 697.0, 18.0], SB99a6xNq7, 5732521]
[paragraph, [111.0, 1103.0, 697.0, 18.0], SB99a6xNq7, 5732521]
[paragraph, [111.0, 1121.0, 697.0, 18.0], SB99a6xNq7, 5732521]
[paragraph, [111.0, 1139.0, 697.0, 18.0], SB99a6xNq7, 5732521]
[paragraph, [111.0, 1157.0, 697.0, 18.0], SB99a6xNq7, 5732521]
[paragraph, [111.0, 1175.0, 697.0, 18.0], SB99a6xNq7, 5732521]
[paragraph, [111.0, 1193.0, 697.0, 18.0], SB99a6xNq7, 5732521]
