[1248, 863]
[chapter-title, [306.0, 25.0, 304.0, 30.0], shoonya_0s5FXS20LIAGC4, 5776110]
[paragraph, [145.0, 70.0, 645.0, 18.0], vWoLKWrcB-, 5776110]
[paragraph, [145.0, 88.0, 645.0, 18.0], vWoLKWrcB-, 5776110]
[paragraph, [145.0, 106.0, 645.0, 18.0], vWoLKWrcB-, 5776110]
[paragraph, [145.0, 124.0, 645.0, 18.0], vWoLKWrcB-, 5776110]
[paragraph, [145.0, 142.0, 645.0, 18.0], vWoLKWrcB-, 5776110]
[paragraph, [148.0, 168.0, 635.0, 18.0], Xp6PM3ZBPN, 5776110]
[paragraph, [145.0, 197.0, 536.0, 18.0], kS3i4-Lh6W, 5776110]
[paragraph, [145.0, 223.0, 251.0, 18.0], dAw1JAo2uf, 5776110]
[paragraph, [149.0, 245.0, 637.0, 18.0], I7HsUqTjmn, 5776110]
[paragraph, [149.0, 263.0, 637.0, 18.0], I7HsUqTjmn, 5776110]
[paragraph, [149.0, 281.0, 637.0, 18.0], I7HsUqTjmn, 5776110]
[paragraph, [149.0, 299.0, 637.0, 18.0], I7HsUqTjmn, 5776110]
[paragraph, [149.0, 317.0, 637.0, 18.0], I7HsUqTjmn, 5776110]
[paragraph, [147.0, 347.0, 653.0, 18.0], BuFmMXDnZx, 5776110]
[paragraph, [147.0, 365.0, 653.0, 18.0], BuFmMXDnZx, 5776110]
[paragraph, [145.0, 398.0, 656.0, 18.0], wIOptZf5pA, 5776110]
[paragraph, [145.0, 416.0, 656.0, 18.0], wIOptZf5pA, 5776110]
[paragraph, [177.0, 450.0, 368.0, 18.0], 1eQO2tKa3n, 5776110]
[paragraph, [182.0, 477.0, 228.0, 18.0], agMJeW9w4E, 5776110]
[paragraph, [150.0, 499.0, 643.0, 18.0], CvVuhQkqa8, 5776110]
[paragraph, [150.0, 517.0, 643.0, 18.0], CvVuhQkqa8, 5776110]
[paragraph, [145.0, 549.0, 653.0, 18.0], --SSf9h5QK, 5776110]
[paragraph, [145.0, 567.0, 653.0, 18.0], --SSf9h5QK, 5776110]
[paragraph, [148.0, 599.0, 332.0, 18.0], xAKexkCSpD, 5776110]
[paragraph, [147.0, 625.0, 651.0, 18.0], PNUMfIB-92, 5776110]
[paragraph, [147.0, 643.0, 651.0, 18.0], PNUMfIB-92, 5776110]
[paragraph, [173.0, 673.0, 382.0, 18.0], WeY4oBvBEj, 5776110]
[paragraph, [150.0, 704.0, 646.0, 18.0], nopos4nkLJ, 5776110]
[paragraph, [150.0, 722.0, 646.0, 18.0], nopos4nkLJ, 5776110]
[paragraph, [146.0, 752.0, 657.0, 18.0], GBS2NENHFo, 5776110]
[paragraph, [146.0, 770.0, 657.0, 18.0], GBS2NENHFo, 5776110]
[paragraph, [146.0, 788.0, 657.0, 18.0], GBS2NENHFo, 5776110]
[paragraph, [146.0, 806.0, 657.0, 18.0], GBS2NENHFo, 5776110]
[paragraph, [147.0, 827.0, 658.0, 18.0], Kmd2sccudL, 5776110]
[paragraph, [147.0, 845.0, 658.0, 18.0], Kmd2sccudL, 5776110]
[paragraph, [147.0, 863.0, 658.0, 18.0], Kmd2sccudL, 5776110]
[paragraph, [147.0, 881.0, 658.0, 18.0], Kmd2sccudL, 5776110]
[paragraph, [147.0, 899.0, 658.0, 18.0], Kmd2sccudL, 5776110]
[paragraph, [148.0, 929.0, 643.0, 18.0], rWTJOSqlVF, 5776110]
[paragraph, [148.0, 947.0, 643.0, 18.0], rWTJOSqlVF, 5776110]
[paragraph, [153.0, 982.0, 453.0, 18.0], QGc_uc9Sij, 5776110]
[paragraph, [150.0, 1002.0, 209.0, 18.0], CYxlafUVge, 5776110]
[paragraph, [174.0, 1026.0, 524.0, 18.0], a3uulI-lS6, 5776110]
[paragraph, [157.0, 1054.0, 642.0, 18.0], -Ii_ivChZT, 5776110]
[paragraph, [157.0, 1072.0, 642.0, 18.0], -Ii_ivChZT, 5776110]
[paragraph, [157.0, 1090.0, 642.0, 18.0], -Ii_ivChZT, 5776110]
