[2200, 1700]
[paragraph, [373.0, 113.0, 1132.0, 36.0], shoonya_0sO2UQQ1TSIHDT, 5733700]
[paragraph, [373.0, 149.0, 1132.0, 36.0], shoonya_0sO2UQQ1TSIHDT, 5733700]
[paragraph, [373.0, 185.0, 1132.0, 36.0], shoonya_0sO2UQQ1TSIHDT, 5733700]
[paragraph, [373.0, 221.0, 1132.0, 36.0], shoonya_0sO2UQQ1TSIHDT, 5733700]
[paragraph, [373.0, 257.0, 1132.0, 36.0], shoonya_0sO2UQQ1TSIHDT, 5733700]
[paragraph, [373.0, 293.0, 1132.0, 36.0], shoonya_0sO2UQQ1TSIHDT, 5733700]
[paragraph, [373.0, 329.0, 1132.0, 36.0], shoonya_0sO2UQQ1TSIHDT, 5733700]
[paragraph, [373.0, 365.0, 1132.0, 36.0], shoonya_0sO2UQQ1TSIHDT, 5733700]
[paragraph, [373.0, 401.0, 1132.0, 36.0], shoonya_0sO2UQQ1TSIHDT, 5733700]
[paragraph, [373.0, 437.0, 1132.0, 36.0], shoonya_0sO2UQQ1TSIHDT, 5733700]
[paragraph, [373.0, 473.0, 1132.0, 36.0], shoonya_0sO2UQQ1TSIHDT, 5733700]
[paragraph, [373.0, 509.0, 1132.0, 36.0], shoonya_0sO2UQQ1TSIHDT, 5733700]
[paragraph, [373.0, 545.0, 1132.0, 36.0], shoonya_0sO2UQQ1TSIHDT, 5733700]
[paragraph, [373.0, 581.0, 1132.0, 36.0], shoonya_0sO2UQQ1TSIHDT, 5733700]
[paragraph, [373.0, 617.0, 1132.0, 36.0], shoonya_0sO2UQQ1TSIHDT, 5733700]
[paragraph, [373.0, 653.0, 1132.0, 36.0], shoonya_0sO2UQQ1TSIHDT, 5733700]
[paragraph, [373.0, 689.0, 1132.0, 36.0], shoonya_0sO2UQQ1TSIHDT, 5733700]
[paragraph, [373.0, 725.0, 1132.0, 36.0], shoonya_0sO2UQQ1TSIHDT, 5733700]
[paragraph, [373.0, 761.0, 1132.0, 36.0], shoonya_0sO2UQQ1TSIHDT, 5733700]
[paragraph, [373.0, 797.0, 1132.0, 36.0], shoonya_0sO2UQQ1TSIHDT, 5733700]
[paragraph, [374.0, 858.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 894.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 930.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 966.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 1002.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 1038.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 1074.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 1110.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 1146.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 1182.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 1218.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 1254.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 1290.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 1326.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 1362.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 1398.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 1434.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 1470.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 1506.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 1542.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 1578.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 1614.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 1650.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 1686.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 1722.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 1758.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [374.0, 1794.0, 1133.0, 36.0], shoonya_1s2MDA150KIWAO, 5733700]
[paragraph, [370.0, 1879.0, 1137.0, 36.0], shoonya_2sFILWGRILLLZT, 5733700]
[paragraph, [370.0, 1915.0, 1137.0, 36.0], shoonya_2sFILWGRILLLZT, 5733700]
[paragraph, [370.0, 1951.0, 1137.0, 36.0], shoonya_2sFILWGRILLLZT, 5733700]
[paragraph, [370.0, 1987.0, 1137.0, 36.0], shoonya_2sFILWGRILLLZT, 5733700]
