[842, 596]
[headline, [204.0, 117.0, 167.0, 25.5], shoonya_0sUTVBM0F4XEAV, 6490700]
[paragraph, [111.0, 171.0, 178.0, 18.0], fDIEcAD8AU, 6490700]
[paragraph, [111.0, 189.0, 178.0, 18.0], fDIEcAD8AU, 6490700]
[paragraph, [111.0, 207.0, 178.0, 18.0], fDIEcAD8AU, 6490700]
[unordered-list, [300.0, 186.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [300.0, 204.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [300.0, 222.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [300.0, 240.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [300.0, 258.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [300.0, 276.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [300.0, 294.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [300.0, 312.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [300.0, 330.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [300.0, 348.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [300.0, 366.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [300.0, 384.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [300.0, 402.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [300.0, 420.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [300.0, 438.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [300.0, 456.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [300.0, 474.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [300.0, 492.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [300.0, 510.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [300.0, 528.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [300.0, 546.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [300.0, 564.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [300.0, 582.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [300.0, 600.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [300.0, 618.0, 185.0, 18.0], hrx4zLVo_N, 6490700]
[unordered-list, [110.0, 225.0, 177.0, 18.0], QlBeNKngzj, 6490700]
[unordered-list, [110.0, 243.0, 177.0, 18.0], QlBeNKngzj, 6490700]
[unordered-list, [110.0, 261.0, 177.0, 18.0], QlBeNKngzj, 6490700]
[unordered-list, [110.0, 279.0, 177.0, 18.0], QlBeNKngzj, 6490700]
[unordered-list, [110.0, 297.0, 177.0, 18.0], QlBeNKngzj, 6490700]
[unordered-list, [110.0, 315.0, 177.0, 18.0], QlBeNKngzj, 6490700]
[unordered-list, [110.0, 333.0, 177.0, 18.0], QlBeNKngzj, 6490700]
[unordered-list, [110.0, 351.0, 177.0, 18.0], QlBeNKngzj, 6490700]
[unordered-list, [110.0, 369.0, 177.0, 18.0], QlBeNKngzj, 6490700]
[unordered-list, [110.0, 387.0, 177.0, 18.0], QlBeNKngzj, 6490700]
[unordered-list, [110.0, 405.0, 177.0, 18.0], QlBeNKngzj, 6490700]
[unordered-list, [110.0, 423.0, 177.0, 18.0], QlBeNKngzj, 6490700]
[unordered-list, [110.0, 441.0, 177.0, 18.0], QlBeNKngzj, 6490700]
[unordered-list, [110.0, 459.0, 177.0, 18.0], QlBeNKngzj, 6490700]
[unordered-list, [110.0, 477.0, 177.0, 18.0], QlBeNKngzj, 6490700]
[unordered-list, [110.0, 495.0, 177.0, 18.0], QlBeNKngzj, 6490700]
[unordered-list, [110.0, 513.0, 177.0, 18.0], QlBeNKngzj, 6490700]
[unordered-list, [110.0, 531.0, 177.0, 18.0], QlBeNKngzj, 6490700]
[unordered-list, [110.0, 549.0, 177.0, 18.0], QlBeNKngzj, 6490700]
[unordered-list, [110.0, 567.0, 177.0, 18.0], QlBeNKngzj, 6490700]
[unordered-list, [110.0, 585.0, 177.0, 18.0], QlBeNKngzj, 6490700]
[unordered-list, [110.0, 603.0, 177.0, 18.0], QlBeNKngzj, 6490700]
