[1152, 739]
[paragraph, [56.0, 176.0, 592.0, 18.0], 0arR8B7rdG, 5741352]
[paragraph, [56.0, 194.0, 592.0, 18.0], 0arR8B7rdG, 5741352]
[paragraph, [56.0, 212.0, 592.0, 18.0], 0arR8B7rdG, 5741352]
[paragraph, [56.0, 230.0, 592.0, 18.0], 0arR8B7rdG, 5741352]
[paragraph, [79.0, 256.0, 567.0, 18.0], j7dx03KhCz, 5741352]
[paragraph, [79.0, 274.0, 567.0, 18.0], j7dx03KhCz, 5741352]
[paragraph, [79.0, 292.0, 567.0, 18.0], j7dx03KhCz, 5741352]
[paragraph, [79.0, 310.0, 567.0, 18.0], j7dx03KhCz, 5741352]
[paragraph, [79.0, 328.0, 567.0, 18.0], j7dx03KhCz, 5741352]
[paragraph, [79.0, 346.0, 567.0, 18.0], j7dx03KhCz, 5741352]
[paragraph, [79.0, 364.0, 567.0, 18.0], j7dx03KhCz, 5741352]
[paragraph, [79.0, 382.0, 567.0, 18.0], j7dx03KhCz, 5741352]
[paragraph, [79.0, 400.0, 567.0, 18.0], j7dx03KhCz, 5741352]
[paragraph, [88.0, 424.0, 557.0, 18.0], TZTqY0u8p9, 5741352]
[paragraph, [88.0, 442.0, 557.0, 18.0], TZTqY0u8p9, 5741352]
[paragraph, [88.0, 460.0, 557.0, 18.0], TZTqY0u8p9, 5741352]
[paragraph, [88.0, 478.0, 557.0, 18.0], TZTqY0u8p9, 5741352]
[paragraph, [88.0, 496.0, 557.0, 18.0], TZTqY0u8p9, 5741352]
[paragraph, [90.0, 526.0, 565.0, 18.0], e2ooRVdNmn, 5741352]
[paragraph, [90.0, 544.0, 565.0, 18.0], e2ooRVdNmn, 5741352]
[paragraph, [90.0, 562.0, 565.0, 18.0], e2ooRVdNmn, 5741352]
[paragraph, [90.0, 580.0, 565.0, 18.0], e2ooRVdNmn, 5741352]
[paragraph, [90.0, 598.0, 565.0, 18.0], e2ooRVdNmn, 5741352]
[paragraph, [90.0, 616.0, 565.0, 18.0], e2ooRVdNmn, 5741352]
[paragraph, [90.0, 634.0, 565.0, 18.0], e2ooRVdNmn, 5741352]
[paragraph, [90.0, 652.0, 565.0, 18.0], e2ooRVdNmn, 5741352]
[paragraph, [90.0, 670.0, 565.0, 18.0], e2ooRVdNmn, 5741352]
[paragraph, [90.0, 688.0, 565.0, 18.0], e2ooRVdNmn, 5741352]
[paragraph, [90.0, 706.0, 565.0, 18.0], e2ooRVdNmn, 5741352]
[paragraph, [90.0, 724.0, 565.0, 18.0], e2ooRVdNmn, 5741352]
[paragraph, [90.0, 742.0, 565.0, 18.0], e2ooRVdNmn, 5741352]
[paragraph, [90.0, 760.0, 565.0, 18.0], e2ooRVdNmn, 5741352]
[paragraph, [93.0, 784.0, 598.0, 18.0], hI34NyXDe1, 5741352]
[paragraph, [93.0, 802.0, 598.0, 18.0], hI34NyXDe1, 5741352]
[paragraph, [93.0, 820.0, 598.0, 18.0], hI34NyXDe1, 5741352]
[paragraph, [93.0, 838.0, 598.0, 18.0], hI34NyXDe1, 5741352]
[paragraph, [93.0, 856.0, 598.0, 18.0], hI34NyXDe1, 5741352]
[paragraph, [93.0, 874.0, 598.0, 18.0], hI34NyXDe1, 5741352]
[paragraph, [93.0, 892.0, 598.0, 18.0], hI34NyXDe1, 5741352]
[paragraph, [93.0, 910.0, 598.0, 18.0], hI34NyXDe1, 5741352]
[paragraph, [93.0, 928.0, 598.0, 18.0], hI34NyXDe1, 5741352]
[paragraph, [93.0, 946.0, 598.0, 18.0], hI34NyXDe1, 5741352]
[paragraph, [93.0, 964.0, 598.0, 18.0], hI34NyXDe1, 5741352]
[paragraph, [93.0, 982.0, 598.0, 18.0], hI34NyXDe1, 5741352]
[paragraph, [93.0, 1000.0, 598.0, 18.0], hI34NyXDe1, 5741352]
[paragraph, [93.0, 1018.0, 598.0, 18.0], hI34NyXDe1, 5741352]
[footnote, [421.0, 1109.0, 265.0, 18.0], lHtDCiVmsz, 5741352]
