[2200, 1700]
[paragraph, [308.0, 64.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 100.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 136.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 172.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 208.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 244.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 280.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 316.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 352.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 388.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 424.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 460.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 496.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 532.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 568.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 604.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 640.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 676.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 712.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 748.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 784.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 820.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 856.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 892.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 928.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 964.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 1000.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 1036.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 1072.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 1108.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 1144.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 1180.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 1216.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 1252.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 1288.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 1324.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 1360.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 1396.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 1432.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 1468.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [308.0, 1504.0, 1097.0, 36.0], shoonya_0s9OCCRYXRW0ML, 5731719]
[paragraph, [310.0, 1560.0, 1086.0, 36.0], shoonya_1sMEWLR3IQQ9CS, 5731719]
[paragraph, [310.0, 1596.0, 1086.0, 36.0], shoonya_1sMEWLR3IQQ9CS, 5731719]
[paragraph, [310.0, 1632.0, 1086.0, 36.0], shoonya_1sMEWLR3IQQ9CS, 5731719]
[paragraph, [310.0, 1668.0, 1086.0, 36.0], shoonya_1sMEWLR3IQQ9CS, 5731719]
[paragraph, [310.0, 1704.0, 1086.0, 36.0], shoonya_1sMEWLR3IQQ9CS, 5731719]
[paragraph, [310.0, 1740.0, 1086.0, 36.0], shoonya_1sMEWLR3IQQ9CS, 5731719]
[paragraph, [310.0, 1776.0, 1086.0, 36.0], shoonya_1sMEWLR3IQQ9CS, 5731719]
[paragraph, [310.0, 1812.0, 1086.0, 36.0], shoonya_1sMEWLR3IQQ9CS, 5731719]
[paragraph, [310.0, 1848.0, 1086.0, 36.0], shoonya_1sMEWLR3IQQ9CS, 5731719]
[paragraph, [310.0, 1884.0, 1086.0, 36.0], shoonya_1sMEWLR3IQQ9CS, 5731719]
[folio, [322.0, 2015.0, 345.0, 36.0], M8WsEsu1VQ, 5731719]
