[1372, 849]
[section-title, [301.0, 67.0, 249.0, 30.0], shoonya_3sKKCBQX00WAMZ, 5710250]
[paragraph, [60.0, 136.0, 727.0, 18.0], shoonya_2sS1RFNSOCC10I, 5710250]
[paragraph, [60.0, 154.0, 727.0, 18.0], shoonya_2sS1RFNSOCC10I, 5710250]
[paragraph, [60.0, 172.0, 727.0, 18.0], shoonya_2sS1RFNSOCC10I, 5710250]
[paragraph, [60.0, 190.0, 727.0, 18.0], shoonya_2sS1RFNSOCC10I, 5710250]
[paragraph, [60.0, 208.0, 727.0, 18.0], shoonya_2sS1RFNSOCC10I, 5710250]
[paragraph, [59.0, 228.0, 734.0, 18.0], shoonya_1sWKRSOLULWF0D, 5710250]
[paragraph, [59.0, 246.0, 734.0, 18.0], shoonya_1sWKRSOLULWF0D, 5710250]
[paragraph, [59.0, 264.0, 734.0, 18.0], shoonya_1sWKRSOLULWF0D, 5710250]
[paragraph, [59.0, 282.0, 734.0, 18.0], shoonya_1sWKRSOLULWF0D, 5710250]
[paragraph, [59.0, 300.0, 734.0, 18.0], shoonya_1sWKRSOLULWF0D, 5710250]
[paragraph, [59.0, 318.0, 734.0, 18.0], shoonya_1sWKRSOLULWF0D, 5710250]
[paragraph, [59.0, 336.0, 734.0, 18.0], shoonya_1sWKRSOLULWF0D, 5710250]
[paragraph, [59.0, 354.0, 734.0, 18.0], shoonya_1sWKRSOLULWF0D, 5710250]
[paragraph, [59.0, 372.0, 734.0, 18.0], shoonya_1sWKRSOLULWF0D, 5710250]
[paragraph, [59.0, 390.0, 734.0, 18.0], shoonya_1sWKRSOLULWF0D, 5710250]
[paragraph, [59.0, 408.0, 734.0, 18.0], shoonya_1sWKRSOLULWF0D, 5710250]
[paragraph, [59.0, 426.0, 734.0, 18.0], shoonya_1sWKRSOLULWF0D, 5710250]
[paragraph, [59.0, 444.0, 734.0, 18.0], shoonya_1sWKRSOLULWF0D, 5710250]
[paragraph, [59.0, 462.0, 734.0, 18.0], shoonya_1sWKRSOLULWF0D, 5710250]
[paragraph, [59.0, 480.0, 734.0, 18.0], shoonya_1sWKRSOLULWF0D, 5710250]
[paragraph, [59.0, 498.0, 734.0, 18.0], shoonya_1sWKRSOLULWF0D, 5710250]
[paragraph, [59.0, 516.0, 734.0, 18.0], shoonya_1sWKRSOLULWF0D, 5710250]
[paragraph, [59.0, 534.0, 734.0, 18.0], shoonya_1sWKRSOLULWF0D, 5710250]
[paragraph, [59.0, 552.0, 734.0, 18.0], shoonya_1sWKRSOLULWF0D, 5710250]
[paragraph, [59.0, 570.0, 734.0, 18.0], shoonya_1sWKRSOLULWF0D, 5710250]
[paragraph, [59.0, 588.0, 734.0, 18.0], shoonya_1sWKRSOLULWF0D, 5710250]
[paragraph, [63.0, 616.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 634.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 652.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 670.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 688.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 706.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 724.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 742.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 760.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 778.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 796.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 814.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 832.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 850.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 868.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 886.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 904.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 922.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 940.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 958.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 976.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 994.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 1012.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 1030.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 1048.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 1066.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 1084.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 1102.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
[paragraph, [63.0, 1120.0, 731.0, 18.0], shoonya_0s8NGCJGBW5KCB, 5710250]
