[1987, 1270]
[folio, [586.0, 120.0, 92.0, 36.0], shoonya_8sZIH06WJ59FKR, 5682125]
[paragraph, [130.0, 196.0, 91.0, 36.0], shoonya_3sP37N9AZNX0T2, 5682125]
[paragraph, [121.0, 246.0, 1018.0, 36.0], shoonya_6sCJ7G9GTW6Z3B, 5682125]
[paragraph, [121.0, 282.0, 1018.0, 36.0], shoonya_6sCJ7G9GTW6Z3B, 5682125]
[paragraph, [124.0, 352.0, 1017.0, 36.0], shoonya_2sWTQUXD8K9J51, 5682125]
[paragraph, [124.0, 388.0, 1017.0, 36.0], shoonya_2sWTQUXD8K9J51, 5682125]
[paragraph, [124.0, 424.0, 1017.0, 36.0], shoonya_2sWTQUXD8K9J51, 5682125]
[paragraph, [124.0, 460.0, 1017.0, 36.0], shoonya_2sWTQUXD8K9J51, 5682125]
[paragraph, [124.0, 496.0, 1017.0, 36.0], shoonya_2sWTQUXD8K9J51, 5682125]
[paragraph, [124.0, 532.0, 1017.0, 36.0], shoonya_2sWTQUXD8K9J51, 5682125]
[paragraph, [124.0, 568.0, 1017.0, 36.0], shoonya_2sWTQUXD8K9J51, 5682125]
[paragraph, [124.0, 604.0, 1017.0, 36.0], shoonya_2sWTQUXD8K9J51, 5682125]
[paragraph, [124.0, 640.0, 1017.0, 36.0], shoonya_2sWTQUXD8K9J51, 5682125]
[paragraph, [124.0, 676.0, 1017.0, 36.0], shoonya_2sWTQUXD8K9J51, 5682125]
[paragraph, [126.0, 719.0, 1015.0, 36.0], shoonya_1sKB5O9OLP1404, 5682125]
[paragraph, [126.0, 755.0, 1015.0, 36.0], shoonya_1sKB5O9OLP1404, 5682125]
[paragraph, [126.0, 791.0, 1015.0, 36.0], shoonya_1sKB5O9OLP1404, 5682125]
[paragraph, [126.0, 827.0, 1015.0, 36.0], shoonya_1sKB5O9OLP1404, 5682125]
[paragraph, [126.0, 863.0, 1015.0, 36.0], shoonya_1sKB5O9OLP1404, 5682125]
[paragraph, [126.0, 899.0, 1015.0, 36.0], shoonya_1sKB5O9OLP1404, 5682125]
[paragraph, [126.0, 935.0, 1015.0, 36.0], shoonya_1sKB5O9OLP1404, 5682125]
[paragraph, [126.0, 971.0, 1015.0, 36.0], shoonya_1sKB5O9OLP1404, 5682125]
[paragraph, [126.0, 1007.0, 1015.0, 36.0], shoonya_1sKB5O9OLP1404, 5682125]
[paragraph, [125.0, 1084.0, 1015.0, 36.0], shoonya_0sEVOMDXEWDDHW, 5682125]
[paragraph, [125.0, 1120.0, 1015.0, 36.0], shoonya_0sEVOMDXEWDDHW, 5682125]
[paragraph, [125.0, 1156.0, 1015.0, 36.0], shoonya_0sEVOMDXEWDDHW, 5682125]
[paragraph, [125.0, 1192.0, 1015.0, 36.0], shoonya_0sEVOMDXEWDDHW, 5682125]
[paragraph, [125.0, 1228.0, 1015.0, 36.0], shoonya_0sEVOMDXEWDDHW, 5682125]
[paragraph, [125.0, 1264.0, 1015.0, 36.0], shoonya_0sEVOMDXEWDDHW, 5682125]
[paragraph, [125.0, 1300.0, 1015.0, 36.0], shoonya_0sEVOMDXEWDDHW, 5682125]
[paragraph, [125.0, 1336.0, 1015.0, 36.0], shoonya_0sEVOMDXEWDDHW, 5682125]
[paragraph, [125.0, 1372.0, 1015.0, 36.0], shoonya_0sEVOMDXEWDDHW, 5682125]
[paragraph, [125.0, 1408.0, 1015.0, 36.0], shoonya_0sEVOMDXEWDDHW, 5682125]
[paragraph, [125.0, 1444.0, 1015.0, 36.0], shoonya_0sEVOMDXEWDDHW, 5682125]
[paragraph, [125.0, 1480.0, 1015.0, 36.0], shoonya_0sEVOMDXEWDDHW, 5682125]
[paragraph, [125.0, 1516.0, 1015.0, 36.0], shoonya_0sEVOMDXEWDDHW, 5682125]
[paragraph, [125.0, 1552.0, 1015.0, 36.0], shoonya_0sEVOMDXEWDDHW, 5682125]
[paragraph, [125.0, 1604.0, 1013.0, 36.0], shoonya_4sQFH3CZPO7CGH, 5682125]
[paragraph, [125.0, 1640.0, 1013.0, 36.0], shoonya_4sQFH3CZPO7CGH, 5682125]
[paragraph, [128.0, 1708.0, 1011.0, 36.0], shoonya_7sS3AQU79Q0AIF, 5682125]
[paragraph, [128.0, 1744.0, 1011.0, 36.0], shoonya_7sS3AQU79Q0AIF, 5682125]
[paragraph, [128.0, 1780.0, 1011.0, 36.0], shoonya_7sS3AQU79Q0AIF, 5682125]
[paragraph, [128.0, 1816.0, 1011.0, 36.0], shoonya_7sS3AQU79Q0AIF, 5682125]
