[1951, 1219]
[folio, [772.0, 126.0, 196.0, 36.0], M-1SQk8ojZ, 5683115]
[paragraph, [125.0, 210.0, 959.0, 36.0], shoonya_0sMQBA9GV3OEBF, 5683115]
[paragraph, [125.0, 246.0, 959.0, 36.0], shoonya_0sMQBA9GV3OEBF, 5683115]
[paragraph, [125.0, 282.0, 959.0, 36.0], shoonya_0sMQBA9GV3OEBF, 5683115]
[paragraph, [125.0, 318.0, 959.0, 36.0], shoonya_0sMQBA9GV3OEBF, 5683115]
[paragraph, [125.0, 354.0, 959.0, 36.0], shoonya_0sMQBA9GV3OEBF, 5683115]
[paragraph, [125.0, 390.0, 959.0, 36.0], shoonya_0sMQBA9GV3OEBF, 5683115]
[paragraph, [125.0, 426.0, 959.0, 36.0], shoonya_0sMQBA9GV3OEBF, 5683115]
[paragraph, [125.0, 462.0, 959.0, 36.0], shoonya_0sMQBA9GV3OEBF, 5683115]
[paragraph, [125.0, 498.0, 959.0, 36.0], shoonya_0sMQBA9GV3OEBF, 5683115]
[paragraph, [125.0, 534.0, 959.0, 36.0], shoonya_0sMQBA9GV3OEBF, 5683115]
[paragraph, [125.0, 570.0, 959.0, 36.0], shoonya_0sMQBA9GV3OEBF, 5683115]
[paragraph, [123.0, 620.0, 958.0, 36.0], ESI9uVms4K, 5683115]
[paragraph, [123.0, 656.0, 958.0, 36.0], ESI9uVms4K, 5683115]
[paragraph, [123.0, 692.0, 958.0, 36.0], ESI9uVms4K, 5683115]
[paragraph, [123.0, 728.0, 958.0, 36.0], ESI9uVms4K, 5683115]
[paragraph, [123.0, 764.0, 958.0, 36.0], ESI9uVms4K, 5683115]
[paragraph, [123.0, 800.0, 958.0, 36.0], ESI9uVms4K, 5683115]
[paragraph, [123.0, 836.0, 958.0, 36.0], ESI9uVms4K, 5683115]
[paragraph, [123.0, 872.0, 958.0, 36.0], ESI9uVms4K, 5683115]
[paragraph, [123.0, 908.0, 958.0, 36.0], ESI9uVms4K, 5683115]
[paragraph, [126.0, 966.0, 950.0, 36.0], dH9m0nezLz, 5683115]
[paragraph, [126.0, 1002.0, 950.0, 36.0], dH9m0nezLz, 5683115]
[paragraph, [126.0, 1038.0, 950.0, 36.0], dH9m0nezLz, 5683115]
[paragraph, [126.0, 1074.0, 950.0, 36.0], dH9m0nezLz, 5683115]
[paragraph, [126.0, 1110.0, 950.0, 36.0], dH9m0nezLz, 5683115]
[paragraph, [126.0, 1146.0, 950.0, 36.0], dH9m0nezLz, 5683115]
[paragraph, [126.0, 1182.0, 950.0, 36.0], dH9m0nezLz, 5683115]
[paragraph, [126.0, 1218.0, 950.0, 36.0], dH9m0nezLz, 5683115]
[paragraph, [126.0, 1254.0, 950.0, 36.0], dH9m0nezLz, 5683115]
[paragraph, [126.0, 1290.0, 950.0, 36.0], dH9m0nezLz, 5683115]
[paragraph, [126.0, 1326.0, 950.0, 36.0], dH9m0nezLz, 5683115]
[paragraph, [126.0, 1362.0, 950.0, 36.0], dH9m0nezLz, 5683115]
[paragraph, [126.0, 1398.0, 950.0, 36.0], dH9m0nezLz, 5683115]
[paragraph, [126.0, 1434.0, 950.0, 36.0], dH9m0nezLz, 5683115]
[paragraph, [126.0, 1470.0, 950.0, 36.0], dH9m0nezLz, 5683115]
[paragraph, [126.0, 1506.0, 950.0, 36.0], dH9m0nezLz, 5683115]
[paragraph, [126.0, 1542.0, 950.0, 36.0], dH9m0nezLz, 5683115]
[paragraph, [126.0, 1578.0, 950.0, 36.0], dH9m0nezLz, 5683115]
[paragraph, [126.0, 1614.0, 950.0, 36.0], dH9m0nezLz, 5683115]
[paragraph, [126.0, 1650.0, 950.0, 36.0], dH9m0nezLz, 5683115]
[paragraph, [126.0, 1713.0, 946.0, 36.0], Ef74tTR9Xi, 5683115]
[paragraph, [126.0, 1749.0, 946.0, 36.0], Ef74tTR9Xi, 5683115]
[paragraph, [126.0, 1785.0, 946.0, 36.0], Ef74tTR9Xi, 5683115]
