[1320, 1176]
[chapter-title, [110.0, 140.0, 187.0, 30.0], shoonya_11sT7IDQT9WYIQ, 5694073]
[chapter-title, [110.0, 170.0, 187.0, 30.0], shoonya_11sT7IDQT9WYIQ, 5694073]
[author, [716.0, 182.0, 293.0, 18.0], H465tMB9-N, 5694073]
[author, [716.0, 200.0, 293.0, 18.0], H465tMB9-N, 5694073]
[paragraph, [412.0, 222.0, 339.0, 18.0], shoonya_8sN2ZBMC1IYMX1, 5694073]
[paragraph, [412.0, 240.0, 339.0, 18.0], shoonya_8sN2ZBMC1IYMX1, 5694073]
[paragraph, [412.0, 258.0, 339.0, 18.0], shoonya_8sN2ZBMC1IYMX1, 5694073]
[paragraph, [412.0, 276.0, 339.0, 18.0], shoonya_8sN2ZBMC1IYMX1, 5694073]
[paragraph, [412.0, 294.0, 339.0, 18.0], shoonya_8sN2ZBMC1IYMX1, 5694073]
[paragraph, [412.0, 312.0, 339.0, 18.0], shoonya_8sN2ZBMC1IYMX1, 5694073]
[paragraph, [762.0, 223.0, 339.0, 18.0], shoonya_9sCD9AZVNYP32J, 5694073]
[paragraph, [762.0, 241.0, 339.0, 18.0], shoonya_9sCD9AZVNYP32J, 5694073]
[paragraph, [762.0, 259.0, 339.0, 18.0], shoonya_9sCD9AZVNYP32J, 5694073]
[paragraph, [762.0, 277.0, 339.0, 18.0], shoonya_9sCD9AZVNYP32J, 5694073]
[paragraph, [762.0, 295.0, 339.0, 18.0], shoonya_9sCD9AZVNYP32J, 5694073]
[paragraph, [762.0, 313.0, 339.0, 18.0], shoonya_9sCD9AZVNYP32J, 5694073]
[paragraph, [762.0, 331.0, 339.0, 18.0], shoonya_9sCD9AZVNYP32J, 5694073]
[paragraph, [762.0, 349.0, 339.0, 18.0], shoonya_9sCD9AZVNYP32J, 5694073]
[paragraph, [762.0, 367.0, 339.0, 18.0], shoonya_9sCD9AZVNYP32J, 5694073]
[paragraph, [67.0, 227.0, 338.0, 18.0], shoonya_10sQALRP8HNUOQ, 5694073]
[paragraph, [67.0, 245.0, 338.0, 18.0], shoonya_10sQALRP8HNUOQ, 5694073]
[paragraph, [67.0, 263.0, 338.0, 18.0], shoonya_10sQALRP8HNUOQ, 5694073]
[paragraph, [67.0, 281.0, 338.0, 18.0], shoonya_10sQALRP8HNUOQ, 5694073]
[paragraph, [67.0, 299.0, 338.0, 18.0], shoonya_10sQALRP8HNUOQ, 5694073]
