[2339, 1654]
[folio, [103.0, 57.0, 277.0, 36.0], eV2cJrWlSM, 5751419]
[folio, [103.0, 93.0, 277.0, 36.0], eV2cJrWlSM, 5751419]
[paragraph, [107.0, 132.0, 1451.0, 36.0], G8e9qHWOyK, 5751419]
[paragraph, [107.0, 168.0, 1451.0, 36.0], G8e9qHWOyK, 5751419]
[paragraph, [107.0, 204.0, 1451.0, 36.0], G8e9qHWOyK, 5751419]
[paragraph, [107.0, 240.0, 1451.0, 36.0], G8e9qHWOyK, 5751419]
[paragraph, [107.0, 276.0, 1451.0, 36.0], G8e9qHWOyK, 5751419]
[paragraph, [107.0, 312.0, 1451.0, 36.0], G8e9qHWOyK, 5751419]
[paragraph, [107.0, 348.0, 1451.0, 36.0], G8e9qHWOyK, 5751419]
[paragraph, [107.0, 384.0, 1451.0, 36.0], G8e9qHWOyK, 5751419]
[paragraph, [107.0, 420.0, 1451.0, 36.0], G8e9qHWOyK, 5751419]
[paragraph, [107.0, 456.0, 1451.0, 36.0], G8e9qHWOyK, 5751419]
[paragraph, [107.0, 492.0, 1451.0, 36.0], G8e9qHWOyK, 5751419]
[paragraph, [248.0, 525.0, 1166.0, 36.0], BY84KxSTdA, 5751419]
[paragraph, [248.0, 561.0, 1166.0, 36.0], BY84KxSTdA, 5751419]
[paragraph, [248.0, 597.0, 1166.0, 36.0], BY84KxSTdA, 5751419]
[paragraph, [248.0, 633.0, 1166.0, 36.0], BY84KxSTdA, 5751419]
[reference, [953.0, 672.0, 450.0, 36.0], tsKFgjM7MG, 5751419]
[paragraph, [104.0, 741.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 777.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 813.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 849.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 885.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 921.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 957.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 993.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1029.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1065.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1101.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1137.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1173.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1209.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1245.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1281.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1317.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1353.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1389.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1425.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1461.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1497.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1533.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1569.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1605.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1641.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1677.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1713.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1749.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1785.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1821.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1857.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1893.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1929.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 1965.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 2001.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 2037.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 2073.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
[paragraph, [104.0, 2109.0, 1456.0, 36.0], shoonya_0sL2B1JWRDWJMY, 5751419]
