[1725, 1313]
[paragraph, [122.0, 144.0, 528.0, 36.0], shoonya_7sV6LIJ23V4POV, 5771757]
[quote, [910.0, 146.0, 221.0, 36.0], EgNViKKBP0, 5771757]
[quote, [910.0, 182.0, 221.0, 36.0], EgNViKKBP0, 5771757]
[paragraph, [121.0, 208.0, 526.0, 36.0], shoonya_0sKXRED3XQLMNX, 5771757]
[paragraph, [121.0, 244.0, 526.0, 36.0], shoonya_0sKXRED3XQLMNX, 5771757]
[paragraph, [121.0, 280.0, 526.0, 36.0], shoonya_0sKXRED3XQLMNX, 5771757]
[paragraph, [121.0, 316.0, 526.0, 36.0], shoonya_0sKXRED3XQLMNX, 5771757]
[paragraph, [121.0, 352.0, 526.0, 36.0], shoonya_0sKXRED3XQLMNX, 5771757]
[paragraph, [121.0, 388.0, 526.0, 36.0], shoonya_0sKXRED3XQLMNX, 5771757]
[paragraph, [121.0, 424.0, 526.0, 36.0], shoonya_0sKXRED3XQLMNX, 5771757]
[paragraph, [121.0, 460.0, 526.0, 36.0], shoonya_0sKXRED3XQLMNX, 5771757]
[paragraph, [121.0, 496.0, 526.0, 36.0], shoonya_0sKXRED3XQLMNX, 5771757]
[paragraph, [121.0, 532.0, 526.0, 36.0], shoonya_0sKXRED3XQLMNX, 5771757]
[paragraph, [121.0, 568.0, 526.0, 36.0], shoonya_0sKXRED3XQLMNX, 5771757]
[paragraph, [121.0, 604.0, 526.0, 36.0], shoonya_0sKXRED3XQLMNX, 5771757]
[paragraph, [121.0, 640.0, 526.0, 36.0], shoonya_0sKXRED3XQLMNX, 5771757]
[paragraph, [121.0, 676.0, 526.0, 36.0], shoonya_0sKXRED3XQLMNX, 5771757]
[paragraph, [121.0, 712.0, 526.0, 36.0], shoonya_0sKXRED3XQLMNX, 5771757]
[paragraph, [121.0, 748.0, 526.0, 36.0], shoonya_0sKXRED3XQLMNX, 5771757]
[paragraph, [662.0, 499.0, 526.0, 36.0], shoonya_3sOKQ19SKK483O, 5771757]
[paragraph, [662.0, 535.0, 526.0, 36.0], shoonya_3sOKQ19SKK483O, 5771757]
[paragraph, [662.0, 571.0, 526.0, 36.0], shoonya_3sOKQ19SKK483O, 5771757]
[paragraph, [662.0, 607.0, 526.0, 36.0], shoonya_3sOKQ19SKK483O, 5771757]
[paragraph, [662.0, 643.0, 526.0, 36.0], shoonya_3sOKQ19SKK483O, 5771757]
[paragraph, [662.0, 679.0, 526.0, 36.0], shoonya_3sOKQ19SKK483O, 5771757]
[paragraph, [662.0, 715.0, 526.0, 36.0], shoonya_3sOKQ19SKK483O, 5771757]
[paragraph, [662.0, 751.0, 526.0, 36.0], shoonya_3sOKQ19SKK483O, 5771757]
[paragraph, [662.0, 787.0, 526.0, 36.0], shoonya_3sOKQ19SKK483O, 5771757]
[paragraph, [662.0, 823.0, 526.0, 36.0], shoonya_3sOKQ19SKK483O, 5771757]
[paragraph, [662.0, 859.0, 526.0, 36.0], shoonya_3sOKQ19SKK483O, 5771757]
[paragraph, [119.0, 803.0, 527.0, 36.0], shoonya_1s4D9IHLIGZ5WK, 5771757]
[paragraph, [119.0, 839.0, 527.0, 36.0], shoonya_1s4D9IHLIGZ5WK, 5771757]
[paragraph, [119.0, 875.0, 527.0, 36.0], shoonya_1s4D9IHLIGZ5WK, 5771757]
[paragraph, [119.0, 911.0, 527.0, 36.0], shoonya_1s4D9IHLIGZ5WK, 5771757]
[paragraph, [119.0, 947.0, 527.0, 36.0], shoonya_1s4D9IHLIGZ5WK, 5771757]
[paragraph, [119.0, 983.0, 527.0, 36.0], shoonya_1s4D9IHLIGZ5WK, 5771757]
[paragraph, [119.0, 1019.0, 527.0, 36.0], shoonya_1s4D9IHLIGZ5WK, 5771757]
[paragraph, [119.0, 1055.0, 527.0, 36.0], shoonya_1s4D9IHLIGZ5WK, 5771757]
[paragraph, [119.0, 1091.0, 527.0, 36.0], shoonya_1s4D9IHLIGZ5WK, 5771757]
[paragraph, [119.0, 1127.0, 527.0, 36.0], shoonya_1s4D9IHLIGZ5WK, 5771757]
[paragraph, [662.0, 916.0, 527.0, 36.0], shoonya_2s5TYBLD8KUI4I, 5771757]
[paragraph, [662.0, 952.0, 527.0, 36.0], shoonya_2s5TYBLD8KUI4I, 5771757]
[paragraph, [662.0, 988.0, 527.0, 36.0], shoonya_2s5TYBLD8KUI4I, 5771757]
[paragraph, [662.0, 1024.0, 527.0, 36.0], shoonya_2s5TYBLD8KUI4I, 5771757]
[paragraph, [662.0, 1060.0, 527.0, 36.0], shoonya_2s5TYBLD8KUI4I, 5771757]
[paragraph, [662.0, 1096.0, 527.0, 36.0], shoonya_2s5TYBLD8KUI4I, 5771757]
[paragraph, [662.0, 1132.0, 527.0, 36.0], shoonya_2s5TYBLD8KUI4I, 5771757]
[paragraph, [662.0, 1168.0, 527.0, 36.0], shoonya_2s5TYBLD8KUI4I, 5771757]
[paragraph, [662.0, 1204.0, 527.0, 36.0], shoonya_2s5TYBLD8KUI4I, 5771757]
[paragraph, [662.0, 1240.0, 527.0, 36.0], shoonya_2s5TYBLD8KUI4I, 5771757]
[paragraph, [662.0, 1276.0, 527.0, 36.0], shoonya_2s5TYBLD8KUI4I, 5771757]
[paragraph, [662.0, 1312.0, 527.0, 36.0], shoonya_2s5TYBLD8KUI4I, 5771757]
[paragraph, [662.0, 1348.0, 527.0, 36.0], shoonya_2s5TYBLD8KUI4I, 5771757]
[paragraph, [662.0, 1384.0, 527.0, 36.0], shoonya_2s5TYBLD8KUI4I, 5771757]
[paragraph, [120.0, 1197.0, 526.0, 36.0], shoonya_4sA7TASLVRO4SZ, 5771757]
[paragraph, [120.0, 1233.0, 526.0, 36.0], shoonya_4sA7TASLVRO4SZ, 5771757]
[paragraph, [120.0, 1269.0, 526.0, 36.0], shoonya_4sA7TASLVRO4SZ, 5771757]
[paragraph, [120.0, 1305.0, 526.0, 36.0], shoonya_4sA7TASLVRO4SZ, 5771757]
[paragraph, [120.0, 1341.0, 526.0, 36.0], shoonya_4sA7TASLVRO4SZ, 5771757]
[paragraph, [120.0, 1377.0, 526.0, 36.0], shoonya_4sA7TASLVRO4SZ, 5771757]
[paragraph, [122.0, 1427.0, 525.0, 36.0], shoonya_6s9P32NWBGFW1B, 5771757]
[paragraph, [122.0, 1463.0, 525.0, 36.0], shoonya_6s9P32NWBGFW1B, 5771757]
[paragraph, [122.0, 1499.0, 525.0, 36.0], shoonya_6s9P32NWBGFW1B, 5771757]
[paragraph, [661.0, 1431.0, 527.0, 36.0], shoonya_5sQFHUMGH6BDLS, 5771757]
[paragraph, [661.0, 1467.0, 527.0, 36.0], shoonya_5sQFHUMGH6BDLS, 5771757]
[paragraph, [661.0, 1503.0, 527.0, 36.0], shoonya_5sQFHUMGH6BDLS, 5771757]
[folio, [585.0, 1586.0, 133.0, 36.0], shoonya_11s9QJB2AWOC3L, 5771757]
[folio, [86.0, 1672.0, 283.0, 36.0], JVz1P6Hpl3, 5771757]
