[2200, 1700]
[paragraph, [371.0, 114.0, 1132.0, 36.0], shoonya_4sDFRLX5BZ37CW, 5734466]
[paragraph, [371.0, 150.0, 1132.0, 36.0], shoonya_4sDFRLX5BZ37CW, 5734466]
[paragraph, [371.0, 186.0, 1132.0, 36.0], shoonya_4sDFRLX5BZ37CW, 5734466]
[paragraph, [371.0, 222.0, 1132.0, 36.0], shoonya_4sDFRLX5BZ37CW, 5734466]
[paragraph, [374.0, 310.0, 1127.0, 36.0], shoonya_0sVYCXWODIDMXI, 5734466]
[paragraph, [374.0, 346.0, 1127.0, 36.0], shoonya_0sVYCXWODIDMXI, 5734466]
[paragraph, [374.0, 382.0, 1127.0, 36.0], shoonya_0sVYCXWODIDMXI, 5734466]
[paragraph, [374.0, 418.0, 1127.0, 36.0], shoonya_0sVYCXWODIDMXI, 5734466]
[paragraph, [374.0, 454.0, 1127.0, 36.0], shoonya_0sVYCXWODIDMXI, 5734466]
[paragraph, [374.0, 490.0, 1127.0, 36.0], shoonya_0sVYCXWODIDMXI, 5734466]
[paragraph, [374.0, 526.0, 1127.0, 36.0], shoonya_0sVYCXWODIDMXI, 5734466]
[paragraph, [374.0, 562.0, 1127.0, 36.0], shoonya_0sVYCXWODIDMXI, 5734466]
[paragraph, [374.0, 598.0, 1127.0, 36.0], shoonya_0sVYCXWODIDMXI, 5734466]
[paragraph, [374.0, 634.0, 1127.0, 36.0], shoonya_0sVYCXWODIDMXI, 5734466]
[paragraph, [374.0, 670.0, 1127.0, 36.0], shoonya_0sVYCXWODIDMXI, 5734466]
[paragraph, [374.0, 706.0, 1127.0, 36.0], shoonya_0sVYCXWODIDMXI, 5734466]
[paragraph, [374.0, 742.0, 1127.0, 36.0], shoonya_0sVYCXWODIDMXI, 5734466]
[paragraph, [374.0, 778.0, 1127.0, 36.0], shoonya_0sVYCXWODIDMXI, 5734466]
[paragraph, [374.0, 814.0, 1127.0, 36.0], shoonya_0sVYCXWODIDMXI, 5734466]
[paragraph, [374.0, 850.0, 1127.0, 36.0], shoonya_0sVYCXWODIDMXI, 5734466]
[paragraph, [374.0, 886.0, 1127.0, 36.0], shoonya_0sVYCXWODIDMXI, 5734466]
[paragraph, [374.0, 922.0, 1127.0, 36.0], shoonya_0sVYCXWODIDMXI, 5734466]
[paragraph, [373.0, 1002.0, 1130.0, 36.0], shoonya_1s32OJ0JS4IBLZ, 5734466]
[paragraph, [373.0, 1038.0, 1130.0, 36.0], shoonya_1s32OJ0JS4IBLZ, 5734466]
[paragraph, [373.0, 1074.0, 1130.0, 36.0], shoonya_1s32OJ0JS4IBLZ, 5734466]
[paragraph, [373.0, 1110.0, 1130.0, 36.0], shoonya_1s32OJ0JS4IBLZ, 5734466]
[paragraph, [373.0, 1146.0, 1130.0, 36.0], shoonya_1s32OJ0JS4IBLZ, 5734466]
[paragraph, [373.0, 1182.0, 1130.0, 36.0], shoonya_1s32OJ0JS4IBLZ, 5734466]
[paragraph, [373.0, 1218.0, 1130.0, 36.0], shoonya_1s32OJ0JS4IBLZ, 5734466]
[paragraph, [373.0, 1254.0, 1130.0, 36.0], shoonya_1s32OJ0JS4IBLZ, 5734466]
[paragraph, [373.0, 1290.0, 1130.0, 36.0], shoonya_1s32OJ0JS4IBLZ, 5734466]
[paragraph, [373.0, 1326.0, 1130.0, 36.0], shoonya_1s32OJ0JS4IBLZ, 5734466]
[paragraph, [373.0, 1362.0, 1130.0, 36.0], shoonya_1s32OJ0JS4IBLZ, 5734466]
[paragraph, [373.0, 1398.0, 1130.0, 36.0], shoonya_1s32OJ0JS4IBLZ, 5734466]
[paragraph, [373.0, 1434.0, 1130.0, 36.0], shoonya_1s32OJ0JS4IBLZ, 5734466]
[paragraph, [373.0, 1470.0, 1130.0, 36.0], shoonya_1s32OJ0JS4IBLZ, 5734466]
[paragraph, [373.0, 1506.0, 1130.0, 36.0], shoonya_1s32OJ0JS4IBLZ, 5734466]
[paragraph, [373.0, 1542.0, 1130.0, 36.0], shoonya_1s32OJ0JS4IBLZ, 5734466]
[paragraph, [373.0, 1578.0, 1130.0, 36.0], shoonya_1s32OJ0JS4IBLZ, 5734466]
[paragraph, [373.0, 1614.0, 1130.0, 36.0], shoonya_1s32OJ0JS4IBLZ, 5734466]
[paragraph, [373.0, 1650.0, 1130.0, 36.0], shoonya_1s32OJ0JS4IBLZ, 5734466]
[paragraph, [373.0, 1686.0, 1130.0, 36.0], shoonya_1s32OJ0JS4IBLZ, 5734466]
[paragraph, [371.0, 1746.0, 1134.0, 36.0], shoonya_2sBU6F58A1QETN, 5734466]
[paragraph, [371.0, 1782.0, 1134.0, 36.0], shoonya_2sBU6F58A1QETN, 5734466]
[paragraph, [371.0, 1818.0, 1134.0, 36.0], shoonya_2sBU6F58A1QETN, 5734466]
[paragraph, [371.0, 1854.0, 1134.0, 36.0], shoonya_2sBU6F58A1QETN, 5734466]
[paragraph, [371.0, 1890.0, 1134.0, 36.0], shoonya_2sBU6F58A1QETN, 5734466]
[paragraph, [371.0, 1926.0, 1134.0, 36.0], shoonya_2sBU6F58A1QETN, 5734466]
[paragraph, [371.0, 1962.0, 1134.0, 36.0], shoonya_2sBU6F58A1QETN, 5734466]
[paragraph, [371.0, 1998.0, 1134.0, 36.0], shoonya_2sBU6F58A1QETN, 5734466]
[paragraph, [371.0, 2034.0, 1134.0, 36.0], shoonya_2sBU6F58A1QETN, 5734466]
[folio, [1343.0, 2128.0, 127.0, 36.0], shoonya_3sRDN36FOKFLO8, 5734466]
