[1388, 886]
[folio, [402.0, 65.0, 124.0, 18.0], VjeG96eTrX, 5742671]
[folio, [43.0, 67.0, 155.0, 18.0], shoonya_0sU8QR68ZGSUVY, 5742671]
[paragraph, [450.0, 123.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 141.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 159.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 177.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 195.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 213.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 231.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 249.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 267.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 285.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 303.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 321.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 339.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 357.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 375.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 393.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 411.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 429.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 447.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 465.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 483.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 501.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 519.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 537.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 555.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 573.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 591.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 609.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 627.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 645.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 663.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 681.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 699.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 717.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 735.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 753.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 771.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 789.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 807.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 825.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 843.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 861.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 879.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 897.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
[paragraph, [450.0, 915.0, 397.0, 18.0], shoonya_2sU5LQ8FIOLUCP, 5742671]
