[1387, 987]
[paragraph, [92.0, 98.0, 794.0, 18.0], 2554pIpF1h, 5653041]
[paragraph, [92.0, 116.0, 794.0, 18.0], 2554pIpF1h, 5653041]
[paragraph, [92.0, 134.0, 794.0, 18.0], 2554pIpF1h, 5653041]
[paragraph, [92.0, 152.0, 794.0, 18.0], 2554pIpF1h, 5653041]
[paragraph, [92.0, 170.0, 794.0, 18.0], 2554pIpF1h, 5653041]
[paragraph, [92.0, 188.0, 794.0, 18.0], 2554pIpF1h, 5653041]
[paragraph, [91.0, 219.0, 779.0, 18.0], 2ZC_j-6NSP, 5653041]
[paragraph, [91.0, 237.0, 779.0, 18.0], 2ZC_j-6NSP, 5653041]
[paragraph, [91.0, 255.0, 779.0, 18.0], 2ZC_j-6NSP, 5653041]
[paragraph, [91.0, 273.0, 779.0, 18.0], 2ZC_j-6NSP, 5653041]
[paragraph, [91.0, 291.0, 779.0, 18.0], 2ZC_j-6NSP, 5653041]
[paragraph, [91.0, 309.0, 779.0, 18.0], 2ZC_j-6NSP, 5653041]
[paragraph, [91.0, 327.0, 779.0, 18.0], 2ZC_j-6NSP, 5653041]
[paragraph, [91.0, 345.0, 779.0, 18.0], 2ZC_j-6NSP, 5653041]
[paragraph, [91.0, 363.0, 779.0, 18.0], 2ZC_j-6NSP, 5653041]
[paragraph, [91.0, 381.0, 779.0, 18.0], 2ZC_j-6NSP, 5653041]
[paragraph, [91.0, 399.0, 779.0, 18.0], 2ZC_j-6NSP, 5653041]
[paragraph, [91.0, 417.0, 779.0, 18.0], 2ZC_j-6NSP, 5653041]
[paragraph, [91.0, 435.0, 779.0, 18.0], 2ZC_j-6NSP, 5653041]
[paragraph, [91.0, 453.0, 779.0, 18.0], 2ZC_j-6NSP, 5653041]
[paragraph, [91.0, 471.0, 779.0, 18.0], 2ZC_j-6NSP, 5653041]
[paragraph, [90.0, 519.0, 806.0, 18.0], p5f42A5moa, 5653041]
[paragraph, [90.0, 537.0, 806.0, 18.0], p5f42A5moa, 5653041]
[paragraph, [90.0, 555.0, 806.0, 18.0], p5f42A5moa, 5653041]
[paragraph, [90.0, 573.0, 806.0, 18.0], p5f42A5moa, 5653041]
[paragraph, [90.0, 591.0, 806.0, 18.0], p5f42A5moa, 5653041]
[paragraph, [90.0, 609.0, 806.0, 18.0], p5f42A5moa, 5653041]
[paragraph, [90.0, 627.0, 806.0, 18.0], p5f42A5moa, 5653041]
[paragraph, [90.0, 645.0, 806.0, 18.0], p5f42A5moa, 5653041]
[paragraph, [90.0, 663.0, 806.0, 18.0], p5f42A5moa, 5653041]
[paragraph, [90.0, 681.0, 806.0, 18.0], p5f42A5moa, 5653041]
[paragraph, [90.0, 699.0, 806.0, 18.0], p5f42A5moa, 5653041]
[paragraph, [90.0, 717.0, 806.0, 18.0], p5f42A5moa, 5653041]
[paragraph, [90.0, 735.0, 806.0, 18.0], p5f42A5moa, 5653041]
[paragraph, [90.0, 753.0, 806.0, 18.0], p5f42A5moa, 5653041]
[paragraph, [90.0, 771.0, 806.0, 18.0], p5f42A5moa, 5653041]
[paragraph, [90.0, 789.0, 806.0, 18.0], p5f42A5moa, 5653041]
[paragraph, [90.0, 807.0, 806.0, 18.0], p5f42A5moa, 5653041]
[paragraph, [90.0, 825.0, 806.0, 18.0], p5f42A5moa, 5653041]
[paragraph, [90.0, 843.0, 806.0, 18.0], p5f42A5moa, 5653041]
[paragraph, [88.0, 875.0, 794.0, 18.0], shoonya_0s3VB9O0AT2JDZ, 5653041]
[paragraph, [88.0, 893.0, 794.0, 18.0], shoonya_0s3VB9O0AT2JDZ, 5653041]
[paragraph, [88.0, 911.0, 794.0, 18.0], shoonya_0s3VB9O0AT2JDZ, 5653041]
[paragraph, [88.0, 929.0, 794.0, 18.0], shoonya_0s3VB9O0AT2JDZ, 5653041]
[paragraph, [88.0, 947.0, 794.0, 18.0], shoonya_0s3VB9O0AT2JDZ, 5653041]
[paragraph, [88.0, 965.0, 794.0, 18.0], shoonya_0s3VB9O0AT2JDZ, 5653041]
[paragraph, [88.0, 983.0, 794.0, 18.0], shoonya_0s3VB9O0AT2JDZ, 5653041]
[paragraph, [88.0, 1001.0, 794.0, 18.0], shoonya_0s3VB9O0AT2JDZ, 5653041]
[paragraph, [88.0, 1019.0, 794.0, 18.0], shoonya_0s3VB9O0AT2JDZ, 5653041]
[paragraph, [88.0, 1037.0, 794.0, 18.0], shoonya_0s3VB9O0AT2JDZ, 5653041]
[paragraph, [88.0, 1055.0, 794.0, 18.0], shoonya_0s3VB9O0AT2JDZ, 5653041]
[paragraph, [88.0, 1073.0, 794.0, 18.0], shoonya_0s3VB9O0AT2JDZ, 5653041]
[paragraph, [88.0, 1091.0, 794.0, 18.0], shoonya_0s3VB9O0AT2JDZ, 5653041]
[paragraph, [88.0, 1109.0, 794.0, 18.0], shoonya_0s3VB9O0AT2JDZ, 5653041]
[paragraph, [88.0, 1127.0, 794.0, 18.0], shoonya_0s3VB9O0AT2JDZ, 5653041]
[paragraph, [88.0, 1145.0, 794.0, 18.0], shoonya_0s3VB9O0AT2JDZ, 5653041]
[paragraph, [88.0, 1163.0, 794.0, 18.0], shoonya_0s3VB9O0AT2JDZ, 5653041]
[paragraph, [88.0, 1181.0, 794.0, 18.0], shoonya_0s3VB9O0AT2JDZ, 5653041]
