[1103, 748]
[section-title, [190.0, 145.0, 325.0, 30.0], shoonya_0sTKOVZIMJMYRH, 5780770]
[paragraph, [34.0, 204.0, 609.0, 18.0], d-oCVz3iC7, 5780770]
[paragraph, [34.0, 222.0, 609.0, 18.0], d-oCVz3iC7, 5780770]
[paragraph, [34.0, 240.0, 609.0, 18.0], d-oCVz3iC7, 5780770]
[paragraph, [34.0, 258.0, 609.0, 18.0], d-oCVz3iC7, 5780770]
[paragraph, [34.0, 276.0, 609.0, 18.0], d-oCVz3iC7, 5780770]
[paragraph, [34.0, 294.0, 609.0, 18.0], d-oCVz3iC7, 5780770]
[paragraph, [34.0, 312.0, 609.0, 18.0], d-oCVz3iC7, 5780770]
[paragraph, [34.0, 330.0, 609.0, 18.0], d-oCVz3iC7, 5780770]
[paragraph, [34.0, 348.0, 609.0, 18.0], d-oCVz3iC7, 5780770]
[paragraph, [34.0, 366.0, 609.0, 18.0], d-oCVz3iC7, 5780770]
[section-title, [203.0, 402.0, 292.0, 30.0], 1kOkuHmRuE, 5780770]
[sub-section-title, [80.0, 440.0, 569.0, 25.5], zTRdHQUw2_, 5780770]
[ordered-list, [62.0, 469.0, 576.0, 18.0], J3kl2PSiTF, 5780770]
[ordered-list, [62.0, 487.0, 576.0, 18.0], J3kl2PSiTF, 5780770]
[ordered-list, [62.0, 505.0, 576.0, 18.0], J3kl2PSiTF, 5780770]
[ordered-list, [62.0, 523.0, 576.0, 18.0], J3kl2PSiTF, 5780770]
[ordered-list, [62.0, 541.0, 576.0, 18.0], J3kl2PSiTF, 5780770]
[ordered-list, [62.0, 559.0, 576.0, 18.0], J3kl2PSiTF, 5780770]
[ordered-list, [62.0, 577.0, 576.0, 18.0], J3kl2PSiTF, 5780770]
[ordered-list, [62.0, 595.0, 576.0, 18.0], J3kl2PSiTF, 5780770]
[ordered-list, [62.0, 613.0, 576.0, 18.0], J3kl2PSiTF, 5780770]
[ordered-list, [62.0, 631.0, 576.0, 18.0], J3kl2PSiTF, 5780770]
[ordered-list, [62.0, 649.0, 576.0, 18.0], J3kl2PSiTF, 5780770]
[ordered-list, [62.0, 667.0, 576.0, 18.0], J3kl2PSiTF, 5780770]
[ordered-list, [62.0, 685.0, 576.0, 18.0], J3kl2PSiTF, 5780770]
[ordered-list, [62.0, 703.0, 576.0, 18.0], J3kl2PSiTF, 5780770]
[ordered-list, [62.0, 721.0, 576.0, 18.0], J3kl2PSiTF, 5780770]
[ordered-list, [62.0, 739.0, 576.0, 18.0], J3kl2PSiTF, 5780770]
[ordered-list, [62.0, 757.0, 576.0, 18.0], J3kl2PSiTF, 5780770]
[ordered-list, [62.0, 775.0, 576.0, 18.0], J3kl2PSiTF, 5780770]
[ordered-list, [62.0, 793.0, 576.0, 18.0], J3kl2PSiTF, 5780770]
[ordered-list, [62.0, 811.0, 576.0, 18.0], J3kl2PSiTF, 5780770]
[ordered-list, [62.0, 829.0, 576.0, 18.0], J3kl2PSiTF, 5780770]
[section-title, [254.0, 851.0, 193.0, 30.0], EsjTmk-arO, 5780770]
[paragraph, [66.0, 892.0, 569.0, 18.0], N-w0l2gFi_, 5780770]
[paragraph, [66.0, 910.0, 569.0, 18.0], N-w0l2gFi_, 5780770]
[paragraph, [66.0, 928.0, 569.0, 18.0], N-w0l2gFi_, 5780770]
[paragraph, [66.0, 946.0, 569.0, 18.0], N-w0l2gFi_, 5780770]
