[3960, 3060]
[paragraph, [527.0, 351.0, 283.0, 52.5], shoonya_5sP11YFSTOU8AR, 5699164]
[paragraph, [527.0, 403.5, 283.0, 52.5], shoonya_5sP11YFSTOU8AR, 5699164]
[answer, [465.0, 687.0, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 739.5, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 792.0, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 844.5, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 897.0, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 949.5, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 1002.0, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 1054.5, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 1107.0, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 1159.5, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 1212.0, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 1264.5, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 1317.0, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 1369.5, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 1422.0, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 1474.5, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 1527.0, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 1579.5, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 1632.0, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 1684.5, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 1737.0, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 1789.5, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 1842.0, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 1894.5, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 1947.0, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 1999.5, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 2052.0, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 2104.5, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 2157.0, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[answer, [465.0, 2209.5, 2309.0, 52.5], shoonya_1sNNLW1V6UQBB5, 5699164]
[paragraph, [517.0, 1427.0, 2250.0, 52.5], shoonya_2s8C8UVBGTWY1F, 5699164]
[paragraph, [517.0, 1479.5, 2250.0, 52.5], shoonya_2s8C8UVBGTWY1F, 5699164]
[paragraph, [517.0, 1532.0, 2250.0, 52.5], shoonya_2s8C8UVBGTWY1F, 5699164]
[paragraph, [517.0, 1584.5, 2250.0, 52.5], shoonya_2s8C8UVBGTWY1F, 5699164]
[paragraph, [517.0, 1637.0, 2250.0, 52.5], shoonya_2s8C8UVBGTWY1F, 5699164]
[paragraph, [517.0, 1689.5, 2250.0, 52.5], shoonya_2s8C8UVBGTWY1F, 5699164]
[paragraph, [517.0, 1742.0, 2250.0, 52.5], shoonya_2s8C8UVBGTWY1F, 5699164]
[paragraph, [517.0, 1794.5, 2250.0, 52.5], shoonya_2s8C8UVBGTWY1F, 5699164]
[paragraph, [517.0, 1847.0, 2250.0, 52.5], shoonya_2s8C8UVBGTWY1F, 5699164]
[paragraph, [517.0, 1899.5, 2250.0, 52.5], shoonya_2s8C8UVBGTWY1F, 5699164]
[paragraph, [517.0, 1952.0, 2250.0, 52.5], shoonya_2s8C8UVBGTWY1F, 5699164]
[paragraph, [517.0, 2004.5, 2250.0, 52.5], shoonya_2s8C8UVBGTWY1F, 5699164]
[paragraph, [517.0, 2057.0, 2250.0, 52.5], shoonya_2s8C8UVBGTWY1F, 5699164]
[paragraph, [640.0, 2142.0, 1173.0, 52.5], LvfZoGxTkP, 5699164]
[paragraph, [640.0, 2194.5, 1173.0, 52.5], LvfZoGxTkP, 5699164]
[answer, [480.0, 2497.0, 2260.0, 52.5], shoonya_0sVE59QYWG70QT, 5699164]
[answer, [480.0, 2549.5, 2260.0, 52.5], shoonya_0sVE59QYWG70QT, 5699164]
[answer, [480.0, 2602.0, 2260.0, 52.5], shoonya_0sVE59QYWG70QT, 5699164]
[answer, [480.0, 2654.5, 2260.0, 52.5], shoonya_0sVE59QYWG70QT, 5699164]
[answer, [480.0, 2707.0, 2260.0, 52.5], shoonya_0sVE59QYWG70QT, 5699164]
[answer, [480.0, 2759.5, 2260.0, 52.5], shoonya_0sVE59QYWG70QT, 5699164]
[answer, [480.0, 2812.0, 2260.0, 52.5], shoonya_0sVE59QYWG70QT, 5699164]
[answer, [480.0, 2864.5, 2260.0, 52.5], shoonya_0sVE59QYWG70QT, 5699164]
[answer, [480.0, 2917.0, 2260.0, 52.5], shoonya_0sVE59QYWG70QT, 5699164]
[answer, [480.0, 2969.5, 2260.0, 52.5], shoonya_0sVE59QYWG70QT, 5699164]
[answer, [480.0, 3022.0, 2260.0, 52.5], shoonya_0sVE59QYWG70QT, 5699164]
[answer, [480.0, 3074.5, 2260.0, 52.5], shoonya_0sVE59QYWG70QT, 5699164]
[answer, [480.0, 3127.0, 2260.0, 52.5], shoonya_0sVE59QYWG70QT, 5699164]
[answer, [480.0, 3179.5, 2260.0, 52.5], shoonya_0sVE59QYWG70QT, 5699164]
[answer, [480.0, 3232.0, 2260.0, 52.5], shoonya_0sVE59QYWG70QT, 5699164]
[answer, [480.0, 3284.5, 2260.0, 52.5], shoonya_0sVE59QYWG70QT, 5699164]
[answer, [480.0, 3337.0, 2260.0, 52.5], shoonya_0sVE59QYWG70QT, 5699164]
[answer, [480.0, 3389.5, 2260.0, 52.5], shoonya_0sVE59QYWG70QT, 5699164]
[answer, [480.0, 3442.0, 2260.0, 52.5], shoonya_0sVE59QYWG70QT, 5699164]
[answer, [480.0, 3494.5, 2260.0, 52.5], shoonya_0sVE59QYWG70QT, 5699164]
[answer, [480.0, 3547.0, 2260.0, 52.5], shoonya_0sVE59QYWG70QT, 5699164]
