[1606, 1056]
[folio, [102.0, 98.0, 237.0, 36.0], soKv46lgo4, 5683999]
[folio, [449.0, 104.0, 161.0, 36.0], shoonya_1sB5WW7DZYB2SA, 5683999]
[paragraph, [99.0, 155.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [99.0, 191.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [99.0, 227.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [99.0, 263.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [99.0, 299.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [99.0, 335.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [99.0, 371.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [99.0, 407.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [99.0, 443.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [99.0, 479.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [99.0, 515.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [99.0, 551.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [99.0, 587.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [99.0, 623.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [99.0, 659.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [99.0, 695.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [99.0, 731.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [99.0, 767.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [99.0, 803.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [99.0, 839.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [99.0, 875.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [99.0, 911.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [99.0, 947.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [99.0, 983.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [99.0, 1019.0, 853.0, 36.0], shoonya_2sWJGEE59W28UC, 5683999]
[paragraph, [101.0, 1059.0, 852.0, 36.0], shoonya_3sWJWFBWYMJYBF, 5683999]
[paragraph, [101.0, 1095.0, 852.0, 36.0], shoonya_3sWJWFBWYMJYBF, 5683999]
[paragraph, [101.0, 1131.0, 852.0, 36.0], shoonya_3sWJWFBWYMJYBF, 5683999]
[paragraph, [101.0, 1167.0, 852.0, 36.0], shoonya_3sWJWFBWYMJYBF, 5683999]
[paragraph, [101.0, 1203.0, 852.0, 36.0], shoonya_3sWJWFBWYMJYBF, 5683999]
[paragraph, [101.0, 1239.0, 852.0, 36.0], shoonya_3sWJWFBWYMJYBF, 5683999]
[paragraph, [101.0, 1275.0, 852.0, 36.0], shoonya_3sWJWFBWYMJYBF, 5683999]
[paragraph, [101.0, 1311.0, 852.0, 36.0], shoonya_3sWJWFBWYMJYBF, 5683999]
[paragraph, [101.0, 1347.0, 852.0, 36.0], shoonya_3sWJWFBWYMJYBF, 5683999]
[paragraph, [101.0, 1383.0, 852.0, 36.0], shoonya_3sWJWFBWYMJYBF, 5683999]
[paragraph, [101.0, 1419.0, 852.0, 36.0], shoonya_3sWJWFBWYMJYBF, 5683999]
[author, [726.0, 1461.0, 230.0, 36.0], shoonya_0sSVXX9EO25MMC, 5683999]
