[2200, 1700]
[paragraph, [134.0, 116.0, 1322.0, 36.0], shoonya_0s7N2RTLCZCJJU, 5653077]
[paragraph, [134.0, 152.0, 1322.0, 36.0], shoonya_0s7N2RTLCZCJJU, 5653077]
[paragraph, [134.0, 188.0, 1322.0, 36.0], shoonya_0s7N2RTLCZCJJU, 5653077]
[paragraph, [134.0, 224.0, 1322.0, 36.0], shoonya_0s7N2RTLCZCJJU, 5653077]
[paragraph, [134.0, 260.0, 1322.0, 36.0], shoonya_0s7N2RTLCZCJJU, 5653077]
[paragraph, [134.0, 296.0, 1322.0, 36.0], shoonya_0s7N2RTLCZCJJU, 5653077]
[paragraph, [134.0, 332.0, 1322.0, 36.0], shoonya_0s7N2RTLCZCJJU, 5653077]
[paragraph, [199.0, 365.0, 1209.0, 36.0], LFtzUzxios, 5653077]
[paragraph, [199.0, 401.0, 1209.0, 36.0], LFtzUzxios, 5653077]
[paragraph, [241.0, 428.0, 1190.0, 36.0], aHg5yDI1wC, 5653077]
[paragraph, [241.0, 464.0, 1190.0, 36.0], aHg5yDI1wC, 5653077]
[paragraph, [241.0, 500.0, 1190.0, 36.0], aHg5yDI1wC, 5653077]
[paragraph, [241.0, 536.0, 1190.0, 36.0], aHg5yDI1wC, 5653077]
[paragraph, [241.0, 572.0, 1190.0, 36.0], aHg5yDI1wC, 5653077]
[paragraph, [241.0, 608.0, 1190.0, 36.0], aHg5yDI1wC, 5653077]
[paragraph, [241.0, 644.0, 1190.0, 36.0], aHg5yDI1wC, 5653077]
[paragraph, [131.0, 685.0, 1324.0, 36.0], DkXzUg8GP-, 5653077]
[paragraph, [131.0, 721.0, 1324.0, 36.0], DkXzUg8GP-, 5653077]
[paragraph, [131.0, 757.0, 1324.0, 36.0], DkXzUg8GP-, 5653077]
[paragraph, [114.0, 806.0, 1252.0, 36.0], 4m1zT2Tovs, 5653077]
[paragraph, [114.0, 842.0, 1252.0, 36.0], 4m1zT2Tovs, 5653077]
[paragraph, [118.0, 877.0, 1260.0, 36.0], Tycdyf0-Id, 5653077]
[paragraph, [118.0, 913.0, 1260.0, 36.0], Tycdyf0-Id, 5653077]
[paragraph, [118.0, 949.0, 1260.0, 36.0], Tycdyf0-Id, 5653077]
[paragraph, [118.0, 985.0, 1260.0, 36.0], Tycdyf0-Id, 5653077]
[paragraph, [118.0, 1021.0, 1260.0, 36.0], Tycdyf0-Id, 5653077]
[paragraph, [106.0, 1068.0, 1220.0, 36.0], XaGm6gZhdx, 5653077]
[paragraph, [106.0, 1104.0, 1220.0, 36.0], XaGm6gZhdx, 5653077]
[paragraph, [106.0, 1140.0, 1220.0, 36.0], XaGm6gZhdx, 5653077]
[paragraph, [106.0, 1176.0, 1220.0, 36.0], XaGm6gZhdx, 5653077]
[paragraph, [106.0, 1212.0, 1220.0, 36.0], XaGm6gZhdx, 5653077]
[paragraph, [106.0, 1248.0, 1220.0, 36.0], XaGm6gZhdx, 5653077]
[paragraph, [106.0, 1284.0, 1220.0, 36.0], XaGm6gZhdx, 5653077]
[paragraph, [106.0, 1320.0, 1220.0, 36.0], XaGm6gZhdx, 5653077]
[paragraph, [106.0, 1356.0, 1220.0, 36.0], XaGm6gZhdx, 5653077]
[paragraph, [106.0, 1392.0, 1220.0, 36.0], XaGm6gZhdx, 5653077]
[paragraph, [72.0, 1448.0, 1273.0, 36.0], cGEOpJU0pL, 5653077]
[paragraph, [72.0, 1484.0, 1273.0, 36.0], cGEOpJU0pL, 5653077]
[paragraph, [72.0, 1520.0, 1273.0, 36.0], cGEOpJU0pL, 5653077]
[paragraph, [72.0, 1556.0, 1273.0, 36.0], cGEOpJU0pL, 5653077]
[paragraph, [72.0, 1592.0, 1273.0, 36.0], cGEOpJU0pL, 5653077]
[paragraph, [72.0, 1628.0, 1273.0, 36.0], cGEOpJU0pL, 5653077]
[paragraph, [72.0, 1664.0, 1273.0, 36.0], cGEOpJU0pL, 5653077]
[paragraph, [72.0, 1700.0, 1273.0, 36.0], cGEOpJU0pL, 5653077]
[paragraph, [72.0, 1736.0, 1273.0, 36.0], cGEOpJU0pL, 5653077]
[paragraph, [72.0, 1772.0, 1273.0, 36.0], cGEOpJU0pL, 5653077]
[paragraph, [72.0, 1808.0, 1273.0, 36.0], cGEOpJU0pL, 5653077]
[folio, [1065.0, 1866.0, 137.0, 36.0], NXAmqYGWdX, 5653077]
