[1241, 1754]
[folio, [78.0, 72.0, 457.0, 18.0], _6QBt2wQsn, 6478393]
[folio, [78.0, 90.0, 457.0, 18.0], _6QBt2wQsn, 6478393]
[folio, [78.0, 108.0, 457.0, 18.0], _6QBt2wQsn, 6478393]
[folio, [926.0, 72.0, 429.0, 18.0], BQtmVz3Z2G, 6478393]
[folio, [926.0, 90.0, 429.0, 18.0], BQtmVz3Z2G, 6478393]
[folio, [926.0, 108.0, 429.0, 18.0], BQtmVz3Z2G, 6478393]
[paragraph, [929.0, 186.0, 759.0, 18.0], moMuu3dXN6, 6478393]
[paragraph, [929.0, 204.0, 759.0, 18.0], moMuu3dXN6, 6478393]
[paragraph, [929.0, 222.0, 759.0, 18.0], moMuu3dXN6, 6478393]
[paragraph, [929.0, 240.0, 759.0, 18.0], moMuu3dXN6, 6478393]
[paragraph, [929.0, 258.0, 759.0, 18.0], moMuu3dXN6, 6478393]
[paragraph, [929.0, 276.0, 759.0, 18.0], moMuu3dXN6, 6478393]
[section-title, [70.0, 188.0, 372.0, 30.0], OeD-DYIvCw, 6478393]
[paragraph, [66.0, 240.0, 765.0, 18.0], shoonya_0sX66L34TPG07M, 6478393]
[paragraph, [66.0, 258.0, 765.0, 18.0], shoonya_0sX66L34TPG07M, 6478393]
[paragraph, [66.0, 276.0, 765.0, 18.0], shoonya_0sX66L34TPG07M, 6478393]
[paragraph, [66.0, 294.0, 765.0, 18.0], shoonya_0sX66L34TPG07M, 6478393]
[paragraph, [66.0, 312.0, 765.0, 18.0], shoonya_0sX66L34TPG07M, 6478393]
[paragraph, [66.0, 330.0, 765.0, 18.0], shoonya_0sX66L34TPG07M, 6478393]
[paragraph, [66.0, 348.0, 765.0, 18.0], shoonya_0sX66L34TPG07M, 6478393]
[paragraph, [66.0, 366.0, 765.0, 18.0], shoonya_0sX66L34TPG07M, 6478393]
[paragraph, [66.0, 384.0, 765.0, 18.0], shoonya_0sX66L34TPG07M, 6478393]
[paragraph, [66.0, 402.0, 765.0, 18.0], shoonya_0sX66L34TPG07M, 6478393]
[paragraph, [66.0, 420.0, 765.0, 18.0], shoonya_0sX66L34TPG07M, 6478393]
[paragraph, [66.0, 438.0, 765.0, 18.0], shoonya_0sX66L34TPG07M, 6478393]
[paragraph, [66.0, 456.0, 765.0, 18.0], shoonya_0sX66L34TPG07M, 6478393]
[paragraph, [66.0, 474.0, 765.0, 18.0], shoonya_0sX66L34TPG07M, 6478393]
[paragraph, [66.0, 492.0, 765.0, 18.0], shoonya_0sX66L34TPG07M, 6478393]
[paragraph, [66.0, 510.0, 765.0, 18.0], shoonya_0sX66L34TPG07M, 6478393]
[paragraph, [66.0, 528.0, 765.0, 18.0], shoonya_0sX66L34TPG07M, 6478393]
[paragraph, [66.0, 546.0, 765.0, 18.0], shoonya_0sX66L34TPG07M, 6478393]
[paragraph, [66.0, 564.0, 765.0, 18.0], shoonya_0sX66L34TPG07M, 6478393]
[paragraph, [66.0, 582.0, 765.0, 18.0], shoonya_0sX66L34TPG07M, 6478393]
[section-title, [924.0, 345.0, 210.0, 30.0], lrf-uWNPTQ, 6478393]
[paragraph, [924.0, 398.0, 762.0, 18.0], Fx9OJYZrO_, 6478393]
[paragraph, [924.0, 416.0, 762.0, 18.0], Fx9OJYZrO_, 6478393]
[paragraph, [924.0, 434.0, 762.0, 18.0], Fx9OJYZrO_, 6478393]
[paragraph, [924.0, 452.0, 762.0, 18.0], Fx9OJYZrO_, 6478393]
[paragraph, [924.0, 470.0, 762.0, 18.0], Fx9OJYZrO_, 6478393]
[paragraph, [924.0, 488.0, 762.0, 18.0], Fx9OJYZrO_, 6478393]
[paragraph, [924.0, 506.0, 762.0, 18.0], Fx9OJYZrO_, 6478393]
[paragraph, [924.0, 524.0, 762.0, 18.0], Fx9OJYZrO_, 6478393]
[paragraph, [924.0, 542.0, 762.0, 18.0], Fx9OJYZrO_, 6478393]
[paragraph, [924.0, 560.0, 762.0, 18.0], Fx9OJYZrO_, 6478393]
[paragraph, [924.0, 578.0, 762.0, 18.0], Fx9OJYZrO_, 6478393]
[paragraph, [924.0, 596.0, 762.0, 18.0], Fx9OJYZrO_, 6478393]
[paragraph, [924.0, 614.0, 762.0, 18.0], Fx9OJYZrO_, 6478393]
[paragraph, [924.0, 632.0, 762.0, 18.0], Fx9OJYZrO_, 6478393]
[paragraph, [924.0, 650.0, 762.0, 18.0], Fx9OJYZrO_, 6478393]
[paragraph, [924.0, 668.0, 762.0, 18.0], Fx9OJYZrO_, 6478393]
[paragraph, [924.0, 686.0, 762.0, 18.0], Fx9OJYZrO_, 6478393]
[paragraph, [924.0, 704.0, 762.0, 18.0], Fx9OJYZrO_, 6478393]
[paragraph, [924.0, 722.0, 762.0, 18.0], Fx9OJYZrO_, 6478393]
[paragraph, [924.0, 740.0, 762.0, 18.0], Fx9OJYZrO_, 6478393]
[paragraph, [924.0, 758.0, 762.0, 18.0], Fx9OJYZrO_, 6478393]
[paragraph, [924.0, 776.0, 762.0, 18.0], Fx9OJYZrO_, 6478393]
[section-title, [76.0, 623.0, 733.0, 30.0], u3bFN3HQHa, 6478393]
[paragraph, [61.0, 669.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 687.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 705.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 723.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 741.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 759.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 777.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 795.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 813.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 831.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 849.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 867.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 885.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 903.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 921.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 939.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 957.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 975.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 993.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 1011.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 1029.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 1047.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 1065.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 1083.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 1101.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [61.0, 1119.0, 766.0, 18.0], g_qiv-C4wY, 6478393]
[paragraph, [921.0, 801.0, 768.0, 18.0], bMFZO9xDDt, 6478393]
[paragraph, [921.0, 819.0, 768.0, 18.0], bMFZO9xDDt, 6478393]
[paragraph, [921.0, 837.0, 768.0, 18.0], bMFZO9xDDt, 6478393]
[paragraph, [921.0, 855.0, 768.0, 18.0], bMFZO9xDDt, 6478393]
[section-title, [924.0, 914.0, 254.0, 30.0], VetlgZNVSN, 6478393]
[paragraph, [919.0, 967.0, 766.0, 18.0], YZONLgxnbO, 6478393]
[paragraph, [919.0, 985.0, 766.0, 18.0], YZONLgxnbO, 6478393]
[paragraph, [919.0, 1003.0, 766.0, 18.0], YZONLgxnbO, 6478393]
