[1260, 832]
[paragraph, [23.0, 19.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 37.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 55.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 73.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 91.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 109.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 127.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 145.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 163.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 181.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 199.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 217.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 235.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 253.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 271.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 289.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 307.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 325.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 343.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 361.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 379.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 397.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 415.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 433.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 451.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 469.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 487.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 505.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 523.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 541.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 559.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 577.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 595.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 613.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 631.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 649.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 667.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [23.0, 685.0, 778.0, 18.0], E75xSs9jS4, 5750849]
[paragraph, [35.0, 681.0, 771.0, 18.0], shoonya_0sADPKQKHU0HSO, 5750849]
[paragraph, [35.0, 699.0, 771.0, 18.0], shoonya_0sADPKQKHU0HSO, 5750849]
[paragraph, [35.0, 717.0, 771.0, 18.0], shoonya_0sADPKQKHU0HSO, 5750849]
[paragraph, [35.0, 735.0, 771.0, 18.0], shoonya_0sADPKQKHU0HSO, 5750849]
[paragraph, [35.0, 753.0, 771.0, 18.0], shoonya_0sADPKQKHU0HSO, 5750849]
[paragraph, [35.0, 771.0, 771.0, 18.0], shoonya_0sADPKQKHU0HSO, 5750849]
[paragraph, [35.0, 789.0, 771.0, 18.0], shoonya_0sADPKQKHU0HSO, 5750849]
[paragraph, [35.0, 807.0, 771.0, 18.0], shoonya_0sADPKQKHU0HSO, 5750849]
[paragraph, [35.0, 825.0, 771.0, 18.0], shoonya_0sADPKQKHU0HSO, 5750849]
[paragraph, [35.0, 843.0, 771.0, 18.0], shoonya_0sADPKQKHU0HSO, 5750849]
[paragraph, [35.0, 861.0, 771.0, 18.0], shoonya_0sADPKQKHU0HSO, 5750849]
[paragraph, [35.0, 879.0, 771.0, 18.0], shoonya_0sADPKQKHU0HSO, 5750849]
[paragraph, [35.0, 897.0, 771.0, 18.0], shoonya_0sADPKQKHU0HSO, 5750849]
[paragraph, [35.0, 915.0, 771.0, 18.0], shoonya_0sADPKQKHU0HSO, 5750849]
[paragraph, [35.0, 933.0, 771.0, 18.0], shoonya_0sADPKQKHU0HSO, 5750849]
[paragraph, [35.0, 951.0, 771.0, 18.0], shoonya_0sADPKQKHU0HSO, 5750849]
[paragraph, [35.0, 969.0, 771.0, 18.0], shoonya_0sADPKQKHU0HSO, 5750849]
[paragraph, [35.0, 987.0, 771.0, 18.0], shoonya_0sADPKQKHU0HSO, 5750849]
[paragraph, [35.0, 1005.0, 771.0, 18.0], shoonya_0sADPKQKHU0HSO, 5750849]
[paragraph, [35.0, 1023.0, 771.0, 18.0], shoonya_0sADPKQKHU0HSO, 5750849]
[paragraph, [45.0, 1029.0, 769.0, 18.0], shoonya_1sE7K6BJKRG21K, 5750849]
[paragraph, [45.0, 1047.0, 769.0, 18.0], shoonya_1sE7K6BJKRG21K, 5750849]
[paragraph, [45.0, 1065.0, 769.0, 18.0], shoonya_1sE7K6BJKRG21K, 5750849]
[paragraph, [45.0, 1083.0, 769.0, 18.0], shoonya_1sE7K6BJKRG21K, 5750849]
[paragraph, [45.0, 1101.0, 769.0, 18.0], shoonya_1sE7K6BJKRG21K, 5750849]
[paragraph, [45.0, 1119.0, 769.0, 18.0], shoonya_1sE7K6BJKRG21K, 5750849]
[paragraph, [45.0, 1137.0, 769.0, 18.0], shoonya_1sE7K6BJKRG21K, 5750849]
[paragraph, [45.0, 1155.0, 769.0, 18.0], shoonya_1sE7K6BJKRG21K, 5750849]
[paragraph, [45.0, 1173.0, 769.0, 18.0], shoonya_1sE7K6BJKRG21K, 5750849]
