[1320, 1176]
[folio, [61.0, 60.0, 166.0, 18.0], shoonya_0sFGO3EQC67S6G, 5694513]
[folio, [61.0, 78.0, 166.0, 18.0], shoonya_0sFGO3EQC67S6G, 5694513]
[folio, [61.0, 96.0, 166.0, 18.0], shoonya_0sFGO3EQC67S6G, 5694513]
[folio, [61.0, 114.0, 166.0, 18.0], shoonya_0sFGO3EQC67S6G, 5694513]
[folio, [61.0, 132.0, 166.0, 18.0], shoonya_0sFGO3EQC67S6G, 5694513]
[folio, [61.0, 150.0, 166.0, 18.0], shoonya_0sFGO3EQC67S6G, 5694513]
[paragraph, [410.0, 177.0, 326.0, 18.0], BqyQj8CKlh, 5694513]
[paragraph, [410.0, 195.0, 326.0, 18.0], BqyQj8CKlh, 5694513]
[paragraph, [410.0, 213.0, 326.0, 18.0], BqyQj8CKlh, 5694513]
[paragraph, [410.0, 231.0, 326.0, 18.0], BqyQj8CKlh, 5694513]
[paragraph, [410.0, 249.0, 326.0, 18.0], BqyQj8CKlh, 5694513]
[paragraph, [410.0, 267.0, 326.0, 18.0], BqyQj8CKlh, 5694513]
[paragraph, [742.0, 177.0, 327.0, 18.0], sgFZV6IPuJ, 5694513]
[paragraph, [742.0, 195.0, 327.0, 18.0], sgFZV6IPuJ, 5694513]
[paragraph, [742.0, 213.0, 327.0, 18.0], sgFZV6IPuJ, 5694513]
[paragraph, [742.0, 231.0, 327.0, 18.0], sgFZV6IPuJ, 5694513]
[paragraph, [77.0, 179.0, 324.0, 18.0], U0vFhn3NkO, 5694513]
[paragraph, [77.0, 197.0, 324.0, 18.0], U0vFhn3NkO, 5694513]
[paragraph, [77.0, 215.0, 324.0, 18.0], U0vFhn3NkO, 5694513]
[paragraph, [77.0, 233.0, 324.0, 18.0], U0vFhn3NkO, 5694513]
[paragraph, [77.0, 251.0, 324.0, 18.0], U0vFhn3NkO, 5694513]
[paragraph, [77.0, 269.0, 324.0, 18.0], U0vFhn3NkO, 5694513]
[paragraph, [77.0, 287.0, 324.0, 18.0], U0vFhn3NkO, 5694513]
[paragraph, [77.0, 305.0, 324.0, 18.0], U0vFhn3NkO, 5694513]
[paragraph, [77.0, 323.0, 324.0, 18.0], U0vFhn3NkO, 5694513]
[paragraph, [77.0, 341.0, 324.0, 18.0], U0vFhn3NkO, 5694513]
[paragraph, [77.0, 359.0, 324.0, 18.0], U0vFhn3NkO, 5694513]
[paragraph, [77.0, 377.0, 324.0, 18.0], U0vFhn3NkO, 5694513]
[paragraph, [77.0, 395.0, 324.0, 18.0], U0vFhn3NkO, 5694513]
[paragraph, [77.0, 413.0, 324.0, 18.0], U0vFhn3NkO, 5694513]
[paragraph, [77.0, 431.0, 324.0, 18.0], U0vFhn3NkO, 5694513]
[paragraph, [77.0, 449.0, 324.0, 18.0], U0vFhn3NkO, 5694513]
[paragraph, [77.0, 467.0, 324.0, 18.0], U0vFhn3NkO, 5694513]
[paragraph, [77.0, 485.0, 324.0, 18.0], U0vFhn3NkO, 5694513]
[paragraph, [740.0, 272.0, 332.0, 18.0], 5tOJwu9jME, 5694513]
[paragraph, [740.0, 290.0, 332.0, 18.0], 5tOJwu9jME, 5694513]
[paragraph, [740.0, 308.0, 332.0, 18.0], 5tOJwu9jME, 5694513]
[paragraph, [740.0, 326.0, 332.0, 18.0], 5tOJwu9jME, 5694513]
[paragraph, [740.0, 344.0, 332.0, 18.0], 5tOJwu9jME, 5694513]
[paragraph, [740.0, 362.0, 332.0, 18.0], 5tOJwu9jME, 5694513]
[paragraph, [740.0, 380.0, 332.0, 18.0], 5tOJwu9jME, 5694513]
[paragraph, [740.0, 398.0, 332.0, 18.0], 5tOJwu9jME, 5694513]
[paragraph, [740.0, 416.0, 332.0, 18.0], 5tOJwu9jME, 5694513]
[paragraph, [740.0, 434.0, 332.0, 18.0], 5tOJwu9jME, 5694513]
[paragraph, [740.0, 452.0, 332.0, 18.0], 5tOJwu9jME, 5694513]
[paragraph, [740.0, 470.0, 332.0, 18.0], 5tOJwu9jME, 5694513]
[paragraph, [740.0, 488.0, 332.0, 18.0], 5tOJwu9jME, 5694513]
[paragraph, [740.0, 506.0, 332.0, 18.0], 5tOJwu9jME, 5694513]
[paragraph, [740.0, 524.0, 332.0, 18.0], 5tOJwu9jME, 5694513]
[paragraph, [740.0, 542.0, 332.0, 18.0], 5tOJwu9jME, 5694513]
[paragraph, [740.0, 560.0, 332.0, 18.0], 5tOJwu9jME, 5694513]
[paragraph, [740.0, 578.0, 332.0, 18.0], 5tOJwu9jME, 5694513]
[paragraph, [740.0, 596.0, 332.0, 18.0], 5tOJwu9jME, 5694513]
[paragraph, [740.0, 614.0, 332.0, 18.0], 5tOJwu9jME, 5694513]
[paragraph, [740.0, 632.0, 332.0, 18.0], 5tOJwu9jME, 5694513]
[paragraph, [740.0, 650.0, 332.0, 18.0], 5tOJwu9jME, 5694513]
[paragraph, [740.0, 668.0, 332.0, 18.0], 5tOJwu9jME, 5694513]
[paragraph, [740.0, 686.0, 332.0, 18.0], 5tOJwu9jME, 5694513]
[author, [640.0, 304.0, 94.0, 18.0], JeM-7uyw8O, 5694513]
[paragraph, [412.0, 358.0, 321.0, 18.0], zZlkG-QHtS, 5694513]
[paragraph, [412.0, 376.0, 321.0, 18.0], zZlkG-QHtS, 5694513]
[paragraph, [412.0, 394.0, 321.0, 18.0], zZlkG-QHtS, 5694513]
[paragraph, [412.0, 412.0, 321.0, 18.0], zZlkG-QHtS, 5694513]
[paragraph, [412.0, 430.0, 321.0, 18.0], zZlkG-QHtS, 5694513]
[paragraph, [412.0, 448.0, 321.0, 18.0], zZlkG-QHtS, 5694513]
[paragraph, [412.0, 466.0, 321.0, 18.0], zZlkG-QHtS, 5694513]
[paragraph, [412.0, 484.0, 321.0, 18.0], zZlkG-QHtS, 5694513]
[paragraph, [412.0, 502.0, 321.0, 18.0], zZlkG-QHtS, 5694513]
[paragraph, [412.0, 520.0, 321.0, 18.0], zZlkG-QHtS, 5694513]
[paragraph, [412.0, 538.0, 321.0, 18.0], zZlkG-QHtS, 5694513]
[paragraph, [412.0, 556.0, 321.0, 18.0], zZlkG-QHtS, 5694513]
[paragraph, [412.0, 574.0, 321.0, 18.0], zZlkG-QHtS, 5694513]
[paragraph, [412.0, 592.0, 321.0, 18.0], zZlkG-QHtS, 5694513]
[paragraph, [412.0, 610.0, 321.0, 18.0], zZlkG-QHtS, 5694513]
[paragraph, [412.0, 628.0, 321.0, 18.0], zZlkG-QHtS, 5694513]
[paragraph, [412.0, 646.0, 321.0, 18.0], zZlkG-QHtS, 5694513]
[paragraph, [412.0, 664.0, 321.0, 18.0], zZlkG-QHtS, 5694513]
[paragraph, [412.0, 682.0, 321.0, 18.0], zZlkG-QHtS, 5694513]
[paragraph, [412.0, 700.0, 321.0, 18.0], zZlkG-QHtS, 5694513]
[paragraph, [68.0, 530.0, 335.0, 18.0], DiLSBLE9HD, 5694513]
[paragraph, [68.0, 548.0, 335.0, 18.0], DiLSBLE9HD, 5694513]
[paragraph, [68.0, 566.0, 335.0, 18.0], DiLSBLE9HD, 5694513]
[paragraph, [68.0, 584.0, 335.0, 18.0], DiLSBLE9HD, 5694513]
[paragraph, [68.0, 602.0, 335.0, 18.0], DiLSBLE9HD, 5694513]
[paragraph, [68.0, 620.0, 335.0, 18.0], DiLSBLE9HD, 5694513]
[paragraph, [68.0, 638.0, 335.0, 18.0], DiLSBLE9HD, 5694513]
[paragraph, [68.0, 656.0, 335.0, 18.0], DiLSBLE9HD, 5694513]
[paragraph, [68.0, 674.0, 335.0, 18.0], DiLSBLE9HD, 5694513]
[paragraph, [68.0, 692.0, 335.0, 18.0], DiLSBLE9HD, 5694513]
