[1004, 650]
[paragraph, [55.0, 95.0, 540.0, 18.0], aksPtAvy1S, 5741145]
[paragraph, [55.0, 113.0, 540.0, 18.0], aksPtAvy1S, 5741145]
[paragraph, [55.0, 131.0, 540.0, 18.0], aksPtAvy1S, 5741145]
[paragraph, [55.0, 149.0, 540.0, 18.0], aksPtAvy1S, 5741145]
[paragraph, [55.0, 167.0, 540.0, 18.0], aksPtAvy1S, 5741145]
[paragraph, [55.0, 185.0, 540.0, 18.0], aksPtAvy1S, 5741145]
[paragraph, [55.0, 203.0, 540.0, 18.0], aksPtAvy1S, 5741145]
[paragraph, [55.0, 221.0, 540.0, 18.0], aksPtAvy1S, 5741145]
[paragraph, [55.0, 239.0, 540.0, 18.0], aksPtAvy1S, 5741145]
[paragraph, [55.0, 257.0, 540.0, 18.0], aksPtAvy1S, 5741145]
[paragraph, [55.0, 275.0, 540.0, 18.0], aksPtAvy1S, 5741145]
[paragraph, [55.0, 293.0, 540.0, 18.0], aksPtAvy1S, 5741145]
[paragraph, [55.0, 311.0, 540.0, 18.0], aksPtAvy1S, 5741145]
[paragraph, [55.0, 329.0, 540.0, 18.0], aksPtAvy1S, 5741145]
[paragraph, [55.0, 347.0, 540.0, 18.0], aksPtAvy1S, 5741145]
[paragraph, [55.0, 365.0, 540.0, 18.0], aksPtAvy1S, 5741145]
[paragraph, [55.0, 383.0, 540.0, 18.0], aksPtAvy1S, 5741145]
[paragraph, [55.0, 401.0, 540.0, 18.0], aksPtAvy1S, 5741145]
[paragraph, [55.0, 419.0, 540.0, 18.0], aksPtAvy1S, 5741145]
[paragraph, [55.0, 437.0, 540.0, 18.0], aksPtAvy1S, 5741145]
[paragraph, [55.0, 455.0, 540.0, 18.0], aksPtAvy1S, 5741145]
[paragraph, [52.0, 476.0, 547.0, 18.0], 3e5L7pGiRl, 5741145]
[paragraph, [52.0, 494.0, 547.0, 18.0], 3e5L7pGiRl, 5741145]
[paragraph, [52.0, 512.0, 547.0, 18.0], 3e5L7pGiRl, 5741145]
[paragraph, [52.0, 530.0, 547.0, 18.0], 3e5L7pGiRl, 5741145]
[paragraph, [52.0, 548.0, 547.0, 18.0], 3e5L7pGiRl, 5741145]
[paragraph, [52.0, 566.0, 547.0, 18.0], 3e5L7pGiRl, 5741145]
[paragraph, [52.0, 584.0, 547.0, 18.0], 3e5L7pGiRl, 5741145]
[paragraph, [52.0, 602.0, 547.0, 18.0], 3e5L7pGiRl, 5741145]
[paragraph, [52.0, 620.0, 547.0, 18.0], 3e5L7pGiRl, 5741145]
[paragraph, [52.0, 638.0, 547.0, 18.0], 3e5L7pGiRl, 5741145]
[paragraph, [52.0, 656.0, 547.0, 18.0], 3e5L7pGiRl, 5741145]
[paragraph, [52.0, 674.0, 547.0, 18.0], 3e5L7pGiRl, 5741145]
[paragraph, [52.0, 692.0, 547.0, 18.0], 3e5L7pGiRl, 5741145]
[paragraph, [51.0, 717.0, 545.0, 18.0], mdmmpzACv6, 5741145]
[paragraph, [51.0, 735.0, 545.0, 18.0], mdmmpzACv6, 5741145]
[paragraph, [51.0, 753.0, 545.0, 18.0], mdmmpzACv6, 5741145]
[paragraph, [51.0, 771.0, 545.0, 18.0], mdmmpzACv6, 5741145]
[paragraph, [51.0, 789.0, 545.0, 18.0], mdmmpzACv6, 5741145]
[paragraph, [53.0, 820.0, 540.0, 18.0], D0TT4FdAoD, 5741145]
[paragraph, [53.0, 838.0, 540.0, 18.0], D0TT4FdAoD, 5741145]
[paragraph, [53.0, 856.0, 540.0, 18.0], D0TT4FdAoD, 5741145]
[paragraph, [53.0, 874.0, 540.0, 18.0], D0TT4FdAoD, 5741145]
[paragraph, [53.0, 892.0, 540.0, 18.0], D0TT4FdAoD, 5741145]
[paragraph, [114.0, 922.0, 311.0, 18.0], shoonya_1sWFQPE7T62H21, 5741145]
[paragraph, [114.0, 940.0, 311.0, 18.0], shoonya_1sWFQPE7T62H21, 5741145]
[footnote, [351.0, 965.0, 245.0, 18.0], i8scIbLQ3k, 5741145]
