[1755, 1240]
[section-title, [206.0, 143.0, 882.0, 49.5], shoonya_5sB5I7SSEDZ7NC, 5693663]
[sub-section-title, [217.0, 246.0, 373.0, 36.0], shoonya_3sKPYGR9MBSPV5, 5693663]
[paragraph, [212.0, 327.0, 891.0, 36.0], shoonya_0sYWXYF06CY3KU, 5693663]
[paragraph, [212.0, 363.0, 891.0, 36.0], shoonya_0sYWXYF06CY3KU, 5693663]
[paragraph, [212.0, 399.0, 891.0, 36.0], shoonya_0sYWXYF06CY3KU, 5693663]
[paragraph, [212.0, 435.0, 891.0, 36.0], shoonya_0sYWXYF06CY3KU, 5693663]
[paragraph, [212.0, 471.0, 891.0, 36.0], shoonya_0sYWXYF06CY3KU, 5693663]
[paragraph, [212.0, 507.0, 891.0, 36.0], shoonya_0sYWXYF06CY3KU, 5693663]
[paragraph, [212.0, 543.0, 891.0, 36.0], shoonya_0sYWXYF06CY3KU, 5693663]
[paragraph, [212.0, 579.0, 891.0, 36.0], shoonya_0sYWXYF06CY3KU, 5693663]
[paragraph, [212.0, 615.0, 891.0, 36.0], shoonya_0sYWXYF06CY3KU, 5693663]
[paragraph, [212.0, 651.0, 891.0, 36.0], shoonya_0sYWXYF06CY3KU, 5693663]
[paragraph, [214.0, 758.0, 892.0, 36.0], shoonya_1sR7WMA9PJH630, 5693663]
[paragraph, [214.0, 794.0, 892.0, 36.0], shoonya_1sR7WMA9PJH630, 5693663]
[paragraph, [214.0, 830.0, 892.0, 36.0], shoonya_1sR7WMA9PJH630, 5693663]
[paragraph, [214.0, 866.0, 892.0, 36.0], shoonya_1sR7WMA9PJH630, 5693663]
[paragraph, [214.0, 902.0, 892.0, 36.0], shoonya_1sR7WMA9PJH630, 5693663]
[paragraph, [214.0, 938.0, 892.0, 36.0], shoonya_1sR7WMA9PJH630, 5693663]
[paragraph, [214.0, 974.0, 892.0, 36.0], shoonya_1sR7WMA9PJH630, 5693663]
[paragraph, [214.0, 1010.0, 892.0, 36.0], shoonya_1sR7WMA9PJH630, 5693663]
[paragraph, [214.0, 1046.0, 892.0, 36.0], shoonya_1sR7WMA9PJH630, 5693663]
[paragraph, [214.0, 1082.0, 892.0, 36.0], shoonya_1sR7WMA9PJH630, 5693663]
[paragraph, [214.0, 1118.0, 892.0, 36.0], shoonya_1sR7WMA9PJH630, 5693663]
[paragraph, [214.0, 1154.0, 892.0, 36.0], shoonya_1sR7WMA9PJH630, 5693663]
[sub-section-title, [221.0, 1238.0, 621.0, 36.0], shoonya_4sBRNPMJ419GRQ, 5693663]
[paragraph, [212.0, 1328.0, 890.0, 36.0], shoonya_2sY3N2N667B6WP, 5693663]
[paragraph, [212.0, 1364.0, 890.0, 36.0], shoonya_2sY3N2N667B6WP, 5693663]
[paragraph, [212.0, 1400.0, 890.0, 36.0], shoonya_2sY3N2N667B6WP, 5693663]
[paragraph, [212.0, 1436.0, 890.0, 36.0], shoonya_2sY3N2N667B6WP, 5693663]
[paragraph, [212.0, 1472.0, 890.0, 36.0], shoonya_2sY3N2N667B6WP, 5693663]
[paragraph, [212.0, 1508.0, 890.0, 36.0], shoonya_2sY3N2N667B6WP, 5693663]
[paragraph, [212.0, 1544.0, 890.0, 36.0], shoonya_2sY3N2N667B6WP, 5693663]
