[1244, 846]
[chapter-title, [345.0, 22.0, 252.0, 30.0], shoonya_0sOBBP5U4L9TW7, 5776101]
[paragraph, [128.0, 69.0, 659.0, 18.0], r0NAH9S1dp, 5776101]
[paragraph, [128.0, 87.0, 659.0, 18.0], r0NAH9S1dp, 5776101]
[paragraph, [128.0, 105.0, 659.0, 18.0], r0NAH9S1dp, 5776101]
[paragraph, [128.0, 123.0, 659.0, 18.0], r0NAH9S1dp, 5776101]
[paragraph, [128.0, 141.0, 659.0, 18.0], r0NAH9S1dp, 5776101]
[paragraph, [128.0, 159.0, 659.0, 18.0], r0NAH9S1dp, 5776101]
[paragraph, [128.0, 177.0, 659.0, 18.0], r0NAH9S1dp, 5776101]
[paragraph, [128.0, 195.0, 659.0, 18.0], r0NAH9S1dp, 5776101]
[paragraph, [129.0, 221.0, 659.0, 18.0], 1NoBA39bRZ, 5776101]
[paragraph, [129.0, 239.0, 659.0, 18.0], 1NoBA39bRZ, 5776101]
[paragraph, [129.0, 257.0, 659.0, 18.0], 1NoBA39bRZ, 5776101]
[paragraph, [129.0, 275.0, 659.0, 18.0], 1NoBA39bRZ, 5776101]
[paragraph, [129.0, 293.0, 659.0, 18.0], 1NoBA39bRZ, 5776101]
[paragraph, [129.0, 311.0, 659.0, 18.0], 1NoBA39bRZ, 5776101]
[paragraph, [129.0, 329.0, 659.0, 18.0], 1NoBA39bRZ, 5776101]
[paragraph, [129.0, 347.0, 659.0, 18.0], 1NoBA39bRZ, 5776101]
[paragraph, [128.0, 372.0, 658.0, 18.0], 19ziLpAEyx, 5776101]
[paragraph, [128.0, 390.0, 658.0, 18.0], 19ziLpAEyx, 5776101]
[paragraph, [128.0, 408.0, 658.0, 18.0], 19ziLpAEyx, 5776101]
[paragraph, [128.0, 426.0, 658.0, 18.0], 19ziLpAEyx, 5776101]
[paragraph, [127.0, 442.0, 661.0, 18.0], 23SOAzbZAh, 5776101]
[paragraph, [127.0, 460.0, 661.0, 18.0], 23SOAzbZAh, 5776101]
[paragraph, [127.0, 478.0, 661.0, 18.0], 23SOAzbZAh, 5776101]
[paragraph, [127.0, 496.0, 661.0, 18.0], 23SOAzbZAh, 5776101]
[paragraph, [124.0, 521.0, 665.0, 18.0], jo_tWOdEDz, 5776101]
[paragraph, [124.0, 539.0, 665.0, 18.0], jo_tWOdEDz, 5776101]
[paragraph, [124.0, 571.0, 667.0, 18.0], AHU2J6nxqV, 5776101]
[paragraph, [124.0, 589.0, 667.0, 18.0], AHU2J6nxqV, 5776101]
[paragraph, [124.0, 607.0, 667.0, 18.0], AHU2J6nxqV, 5776101]
[paragraph, [124.0, 625.0, 667.0, 18.0], AHU2J6nxqV, 5776101]
[paragraph, [125.0, 647.0, 668.0, 18.0], ikBe6nB-6Q, 5776101]
[paragraph, [125.0, 665.0, 668.0, 18.0], ikBe6nB-6Q, 5776101]
[paragraph, [125.0, 683.0, 668.0, 18.0], ikBe6nB-6Q, 5776101]
[paragraph, [125.0, 701.0, 668.0, 18.0], ikBe6nB-6Q, 5776101]
[paragraph, [124.0, 723.0, 668.0, 18.0], KPa8tVgDb1, 5776101]
[paragraph, [124.0, 741.0, 668.0, 18.0], KPa8tVgDb1, 5776101]
[paragraph, [124.0, 759.0, 668.0, 18.0], KPa8tVgDb1, 5776101]
[paragraph, [124.0, 777.0, 668.0, 18.0], KPa8tVgDb1, 5776101]
[paragraph, [124.0, 795.0, 668.0, 18.0], KPa8tVgDb1, 5776101]
[paragraph, [124.0, 813.0, 668.0, 18.0], KPa8tVgDb1, 5776101]
[paragraph, [124.0, 847.0, 667.0, 18.0], GCyynWtgFF, 5776101]
[paragraph, [124.0, 865.0, 667.0, 18.0], GCyynWtgFF, 5776101]
[paragraph, [124.0, 883.0, 667.0, 18.0], GCyynWtgFF, 5776101]
[paragraph, [124.0, 901.0, 667.0, 18.0], GCyynWtgFF, 5776101]
[paragraph, [124.0, 919.0, 667.0, 18.0], GCyynWtgFF, 5776101]
[paragraph, [124.0, 937.0, 667.0, 18.0], GCyynWtgFF, 5776101]
[paragraph, [124.0, 955.0, 667.0, 18.0], GCyynWtgFF, 5776101]
[paragraph, [124.0, 973.0, 667.0, 18.0], GCyynWtgFF, 5776101]
[paragraph, [124.0, 991.0, 667.0, 18.0], GCyynWtgFF, 5776101]
[paragraph, [124.0, 1009.0, 667.0, 18.0], GCyynWtgFF, 5776101]
[paragraph, [124.0, 1027.0, 667.0, 18.0], GCyynWtgFF, 5776101]
[paragraph, [124.0, 1045.0, 667.0, 18.0], GCyynWtgFF, 5776101]
[paragraph, [124.0, 1063.0, 667.0, 18.0], GCyynWtgFF, 5776101]
