[792, 612]
[folio, [488.0, 34.0, 59.0, 18.0], shoonya_3sRFQTYME073R9, 6514627]
[headline, [53.0, 71.0, 242.0, 25.5], shoonya_10sT3G8IVR0IUE, 6514627]
[headline, [53.0, 96.5, 242.0, 25.5], shoonya_10sT3G8IVR0IUE, 6514627]
[headline, [53.0, 122.0, 242.0, 25.5], shoonya_10sT3G8IVR0IUE, 6514627]
[author, [56.0, 158.0, 63.0, 18.0], shoonya_7sOFPXN97YTJND, 6514627]
[paragraph, [449.0, 192.0, 106.0, 18.0], shoonya_12s7IXIIZ985YU, 6514627]
[paragraph, [449.0, 210.0, 106.0, 18.0], shoonya_12s7IXIIZ985YU, 6514627]
[paragraph, [56.0, 193.0, 162.0, 18.0], shoonya_8s18LR0UBVEVZX, 6514627]
[paragraph, [56.0, 211.0, 162.0, 18.0], shoonya_8s18LR0UBVEVZX, 6514627]
[paragraph, [56.0, 229.0, 162.0, 18.0], shoonya_8s18LR0UBVEVZX, 6514627]
[paragraph, [56.0, 247.0, 162.0, 18.0], shoonya_8s18LR0UBVEVZX, 6514627]
[paragraph, [56.0, 265.0, 162.0, 18.0], shoonya_8s18LR0UBVEVZX, 6514627]
[paragraph, [56.0, 283.0, 162.0, 18.0], shoonya_8s18LR0UBVEVZX, 6514627]
[paragraph, [56.0, 301.0, 162.0, 18.0], shoonya_8s18LR0UBVEVZX, 6514627]
[paragraph, [56.0, 319.0, 162.0, 18.0], shoonya_8s18LR0UBVEVZX, 6514627]
[paragraph, [56.0, 337.0, 162.0, 18.0], shoonya_8s18LR0UBVEVZX, 6514627]
[paragraph, [56.0, 355.0, 162.0, 18.0], shoonya_8s18LR0UBVEVZX, 6514627]
[paragraph, [56.0, 373.0, 162.0, 18.0], shoonya_8s18LR0UBVEVZX, 6514627]
[paragraph, [56.0, 391.0, 162.0, 18.0], shoonya_8s18LR0UBVEVZX, 6514627]
[paragraph, [56.0, 409.0, 162.0, 18.0], shoonya_8s18LR0UBVEVZX, 6514627]
[paragraph, [225.0, 194.0, 90.0, 18.0], shoonya_14sUTHBSHNT3R4, 6514627]
[paragraph, [225.0, 212.0, 90.0, 18.0], shoonya_14sUTHBSHNT3R4, 6514627]
[paragraph, [391.0, 242.0, 163.0, 18.0], RK_3hEqXtJ, 6514627]
[paragraph, [391.0, 260.0, 163.0, 18.0], RK_3hEqXtJ, 6514627]
[paragraph, [222.0, 243.0, 165.0, 18.0], shoonya_5sZ11N2MJWVD5H, 6514627]
[paragraph, [222.0, 261.0, 165.0, 18.0], shoonya_5sZ11N2MJWVD5H, 6514627]
[paragraph, [222.0, 279.0, 165.0, 18.0], shoonya_5sZ11N2MJWVD5H, 6514627]
[paragraph, [222.0, 297.0, 165.0, 18.0], shoonya_5sZ11N2MJWVD5H, 6514627]
[paragraph, [222.0, 315.0, 165.0, 18.0], shoonya_5sZ11N2MJWVD5H, 6514627]
[paragraph, [222.0, 333.0, 165.0, 18.0], shoonya_5sZ11N2MJWVD5H, 6514627]
[paragraph, [392.0, 291.0, 160.0, 18.0], TCgL7dpOn0, 6514627]
[paragraph, [392.0, 309.0, 160.0, 18.0], TCgL7dpOn0, 6514627]
[paragraph, [392.0, 327.0, 160.0, 18.0], TCgL7dpOn0, 6514627]
[paragraph, [392.0, 345.0, 160.0, 18.0], TCgL7dpOn0, 6514627]
[paragraph, [392.0, 363.0, 160.0, 18.0], TCgL7dpOn0, 6514627]
[paragraph, [392.0, 381.0, 160.0, 18.0], TCgL7dpOn0, 6514627]
[paragraph, [223.0, 361.0, 165.0, 18.0], shoonya_2sEZMWYU4PPOIM, 6514627]
[paragraph, [223.0, 379.0, 165.0, 18.0], shoonya_2sEZMWYU4PPOIM, 6514627]
[paragraph, [223.0, 397.0, 165.0, 18.0], shoonya_2sEZMWYU4PPOIM, 6514627]
[paragraph, [223.0, 415.0, 165.0, 18.0], shoonya_2sEZMWYU4PPOIM, 6514627]
[paragraph, [223.0, 433.0, 165.0, 18.0], shoonya_2sEZMWYU4PPOIM, 6514627]
[paragraph, [223.0, 451.0, 165.0, 18.0], shoonya_2sEZMWYU4PPOIM, 6514627]
[paragraph, [223.0, 469.0, 165.0, 18.0], shoonya_2sEZMWYU4PPOIM, 6514627]
[paragraph, [223.0, 487.0, 165.0, 18.0], shoonya_2sEZMWYU4PPOIM, 6514627]
[paragraph, [392.0, 410.0, 163.0, 18.0], shoonya_9sADZ9KOPRJ4IV, 6514627]
[paragraph, [392.0, 428.0, 163.0, 18.0], shoonya_9sADZ9KOPRJ4IV, 6514627]
[paragraph, [392.0, 446.0, 163.0, 18.0], shoonya_9sADZ9KOPRJ4IV, 6514627]
[paragraph, [56.0, 434.0, 162.0, 18.0], shoonya_1sXI77CT5P7SJ5, 6514627]
