[567, 454]
[chapter-title, [246.0, 131.0, 155.0, 30.0], IO9wtSDyqW, 6459697]
[paragraph, [21.0, 177.0, 194.0, 18.0], shoonya_0sZL1WV2QIXUQB, 6459697]
[paragraph, [21.0, 195.0, 194.0, 18.0], shoonya_0sZL1WV2QIXUQB, 6459697]
[paragraph, [21.0, 213.0, 194.0, 18.0], shoonya_0sZL1WV2QIXUQB, 6459697]
[paragraph, [21.0, 231.0, 194.0, 18.0], shoonya_0sZL1WV2QIXUQB, 6459697]
[paragraph, [21.0, 249.0, 194.0, 18.0], shoonya_0sZL1WV2QIXUQB, 6459697]
[paragraph, [218.0, 182.0, 178.0, 18.0], AqRzz39WXb, 6459697]
[paragraph, [219.0, 200.0, 193.0, 18.0], aBdSbKei0t, 6459697]
[paragraph, [219.0, 218.0, 193.0, 18.0], aBdSbKei0t, 6459697]
[paragraph, [219.0, 236.0, 193.0, 18.0], aBdSbKei0t, 6459697]
[paragraph, [218.0, 253.0, 193.0, 18.0], XCVkA15USo, 6459697]
[paragraph, [218.0, 271.0, 193.0, 18.0], XCVkA15USo, 6459697]
[paragraph, [218.0, 289.0, 193.0, 18.0], XCVkA15USo, 6459697]
[paragraph, [24.0, 274.0, 189.0, 18.0], nzVXibb-nQ, 6459697]
[paragraph, [24.0, 292.0, 189.0, 18.0], nzVXibb-nQ, 6459697]
[paragraph, [24.0, 310.0, 189.0, 18.0], nzVXibb-nQ, 6459697]
[paragraph, [24.0, 328.0, 189.0, 18.0], nzVXibb-nQ, 6459697]
[paragraph, [24.0, 346.0, 189.0, 18.0], nzVXibb-nQ, 6459697]
[paragraph, [24.0, 364.0, 189.0, 18.0], nzVXibb-nQ, 6459697]
[paragraph, [24.0, 382.0, 189.0, 18.0], nzVXibb-nQ, 6459697]
[paragraph, [212.0, 310.0, 199.0, 18.0], 3FLC0rPr8k, 6459697]
[paragraph, [212.0, 328.0, 199.0, 18.0], 3FLC0rPr8k, 6459697]
[paragraph, [212.0, 346.0, 199.0, 18.0], 3FLC0rPr8k, 6459697]
[paragraph, [212.0, 364.0, 199.0, 18.0], 3FLC0rPr8k, 6459697]
[paragraph, [218.0, 388.0, 192.0, 18.0], Tpc3VTF6e7, 6459697]
[paragraph, [218.0, 406.0, 192.0, 18.0], Tpc3VTF6e7, 6459697]
[paragraph, [218.0, 424.0, 192.0, 18.0], Tpc3VTF6e7, 6459697]
[paragraph, [218.0, 442.0, 192.0, 18.0], Tpc3VTF6e7, 6459697]
[paragraph, [218.0, 460.0, 192.0, 18.0], Tpc3VTF6e7, 6459697]
[paragraph, [218.0, 478.0, 192.0, 18.0], Tpc3VTF6e7, 6459697]
[paragraph, [25.0, 406.0, 191.0, 18.0], faZzT7EY-O, 6459697]
[paragraph, [25.0, 424.0, 191.0, 18.0], faZzT7EY-O, 6459697]
[paragraph, [25.0, 442.0, 191.0, 18.0], faZzT7EY-O, 6459697]
[paragraph, [25.0, 460.0, 191.0, 18.0], faZzT7EY-O, 6459697]
[paragraph, [25.0, 478.0, 191.0, 18.0], faZzT7EY-O, 6459697]
[footnote, [99.0, 502.0, 238.0, 18.0], GZyp0O3wIr, 6459697]
