[1951, 1219]
[folio, [233.0, 124.0, 213.0, 36.0], eZ8KXsg3hS, 5681948]
[paragraph, [117.0, 217.0, 970.0, 36.0], J0Be6xQwyQ, 5681948]
[paragraph, [117.0, 253.0, 970.0, 36.0], J0Be6xQwyQ, 5681948]
[paragraph, [115.0, 335.0, 972.0, 36.0], nPcbbxh7aS, 5681948]
[paragraph, [115.0, 371.0, 972.0, 36.0], nPcbbxh7aS, 5681948]
[paragraph, [115.0, 407.0, 972.0, 36.0], nPcbbxh7aS, 5681948]
[paragraph, [115.0, 443.0, 972.0, 36.0], nPcbbxh7aS, 5681948]
[paragraph, [201.0, 510.0, 888.0, 36.0], 2nRVJm-Vkm, 5681948]
[paragraph, [121.0, 568.0, 967.0, 36.0], GGW1TQPzSs, 5681948]
[paragraph, [121.0, 604.0, 967.0, 36.0], GGW1TQPzSs, 5681948]
[paragraph, [121.0, 640.0, 967.0, 36.0], GGW1TQPzSs, 5681948]
[paragraph, [121.0, 676.0, 967.0, 36.0], GGW1TQPzSs, 5681948]
[paragraph, [121.0, 712.0, 967.0, 36.0], GGW1TQPzSs, 5681948]
[paragraph, [121.0, 748.0, 967.0, 36.0], GGW1TQPzSs, 5681948]
[paragraph, [123.0, 801.0, 972.0, 36.0], l2NMby4Ehv, 5681948]
[paragraph, [123.0, 837.0, 972.0, 36.0], l2NMby4Ehv, 5681948]
[paragraph, [123.0, 873.0, 972.0, 36.0], l2NMby4Ehv, 5681948]
[paragraph, [123.0, 909.0, 972.0, 36.0], l2NMby4Ehv, 5681948]
[paragraph, [123.0, 945.0, 972.0, 36.0], l2NMby4Ehv, 5681948]
[paragraph, [123.0, 981.0, 972.0, 36.0], l2NMby4Ehv, 5681948]
[paragraph, [123.0, 1017.0, 972.0, 36.0], l2NMby4Ehv, 5681948]
[paragraph, [123.0, 1053.0, 972.0, 36.0], l2NMby4Ehv, 5681948]
[paragraph, [123.0, 1089.0, 972.0, 36.0], l2NMby4Ehv, 5681948]
[paragraph, [123.0, 1125.0, 972.0, 36.0], l2NMby4Ehv, 5681948]
[paragraph, [123.0, 1161.0, 972.0, 36.0], l2NMby4Ehv, 5681948]
[paragraph, [123.0, 1197.0, 972.0, 36.0], l2NMby4Ehv, 5681948]
[paragraph, [123.0, 1233.0, 972.0, 36.0], l2NMby4Ehv, 5681948]
[paragraph, [123.0, 1269.0, 972.0, 36.0], l2NMby4Ehv, 5681948]
[paragraph, [123.0, 1305.0, 972.0, 36.0], l2NMby4Ehv, 5681948]
[paragraph, [123.0, 1341.0, 972.0, 36.0], l2NMby4Ehv, 5681948]
[paragraph, [123.0, 1377.0, 972.0, 36.0], l2NMby4Ehv, 5681948]
[paragraph, [126.0, 1441.0, 975.0, 36.0], DoRs9xHNOB, 5681948]
[paragraph, [126.0, 1477.0, 975.0, 36.0], DoRs9xHNOB, 5681948]
[paragraph, [126.0, 1513.0, 975.0, 36.0], DoRs9xHNOB, 5681948]
[paragraph, [126.0, 1549.0, 975.0, 36.0], DoRs9xHNOB, 5681948]
[paragraph, [126.0, 1585.0, 975.0, 36.0], DoRs9xHNOB, 5681948]
[paragraph, [126.0, 1621.0, 975.0, 36.0], DoRs9xHNOB, 5681948]
[paragraph, [126.0, 1669.0, 970.0, 36.0], gxKmdeIL87, 5681948]
[paragraph, [126.0, 1705.0, 970.0, 36.0], gxKmdeIL87, 5681948]
[paragraph, [207.0, 1784.0, 892.0, 36.0], 7DMZzqdn4V, 5681948]
