[2036, 1453]
[section-title, [148.0, 132.0, 938.0, 52.5], shoonya_4sA11EJ9IU7A6I, 5651194]
[paragraph, [140.0, 223.0, 1081.0, 36.0], shoonya_0s7D3SDFZI0WO4, 5651194]
[paragraph, [140.0, 259.0, 1081.0, 36.0], shoonya_0s7D3SDFZI0WO4, 5651194]
[paragraph, [140.0, 295.0, 1081.0, 36.0], shoonya_0s7D3SDFZI0WO4, 5651194]
[paragraph, [140.0, 331.0, 1081.0, 36.0], shoonya_0s7D3SDFZI0WO4, 5651194]
[paragraph, [140.0, 367.0, 1081.0, 36.0], shoonya_0s7D3SDFZI0WO4, 5651194]
[paragraph, [140.0, 403.0, 1081.0, 36.0], shoonya_0s7D3SDFZI0WO4, 5651194]
[paragraph, [140.0, 439.0, 1081.0, 36.0], shoonya_0s7D3SDFZI0WO4, 5651194]
[paragraph, [140.0, 475.0, 1081.0, 36.0], shoonya_0s7D3SDFZI0WO4, 5651194]
[paragraph, [140.0, 511.0, 1081.0, 36.0], shoonya_0s7D3SDFZI0WO4, 5651194]
[paragraph, [140.0, 547.0, 1081.0, 36.0], shoonya_0s7D3SDFZI0WO4, 5651194]
[paragraph, [140.0, 583.0, 1081.0, 36.0], shoonya_0s7D3SDFZI0WO4, 5651194]
[paragraph, [140.0, 619.0, 1081.0, 36.0], shoonya_0s7D3SDFZI0WO4, 5651194]
[paragraph, [140.0, 655.0, 1081.0, 36.0], shoonya_0s7D3SDFZI0WO4, 5651194]
[paragraph, [140.0, 691.0, 1081.0, 36.0], shoonya_0s7D3SDFZI0WO4, 5651194]
[paragraph, [138.0, 783.0, 1079.0, 36.0], shoonya_1sKICLUZXJH54J, 5651194]
[paragraph, [138.0, 819.0, 1079.0, 36.0], shoonya_1sKICLUZXJH54J, 5651194]
[paragraph, [138.0, 855.0, 1079.0, 36.0], shoonya_1sKICLUZXJH54J, 5651194]
[paragraph, [138.0, 891.0, 1079.0, 36.0], shoonya_1sKICLUZXJH54J, 5651194]
[paragraph, [138.0, 927.0, 1079.0, 36.0], shoonya_1sKICLUZXJH54J, 5651194]
[paragraph, [138.0, 963.0, 1079.0, 36.0], shoonya_1sKICLUZXJH54J, 5651194]
[paragraph, [138.0, 999.0, 1079.0, 36.0], shoonya_1sKICLUZXJH54J, 5651194]
[paragraph, [175.0, 1065.0, 1053.0, 36.0], 9pzxD3Tg5s, 5651194]
[paragraph, [175.0, 1101.0, 1053.0, 36.0], 9pzxD3Tg5s, 5651194]
[paragraph, [127.0, 1175.0, 1141.0, 36.0], shoonya_5s9NDJZE2OXOSA, 5651194]
[paragraph, [127.0, 1211.0, 1141.0, 36.0], shoonya_5s9NDJZE2OXOSA, 5651194]
[paragraph, [127.0, 1247.0, 1141.0, 36.0], shoonya_5s9NDJZE2OXOSA, 5651194]
[paragraph, [127.0, 1283.0, 1141.0, 36.0], shoonya_5s9NDJZE2OXOSA, 5651194]
[paragraph, [127.0, 1319.0, 1141.0, 36.0], shoonya_5s9NDJZE2OXOSA, 5651194]
[paragraph, [127.0, 1355.0, 1141.0, 36.0], shoonya_5s9NDJZE2OXOSA, 5651194]
[paragraph, [127.0, 1391.0, 1141.0, 36.0], shoonya_5s9NDJZE2OXOSA, 5651194]
[paragraph, [127.0, 1427.0, 1141.0, 36.0], shoonya_5s9NDJZE2OXOSA, 5651194]
[paragraph, [139.0, 1470.0, 1082.0, 36.0], shoonya_2s4ITS6BT914TK, 5651194]
[paragraph, [139.0, 1506.0, 1082.0, 36.0], shoonya_2s4ITS6BT914TK, 5651194]
[paragraph, [139.0, 1542.0, 1082.0, 36.0], shoonya_2s4ITS6BT914TK, 5651194]
[paragraph, [139.0, 1578.0, 1082.0, 36.0], shoonya_2s4ITS6BT914TK, 5651194]
[paragraph, [139.0, 1614.0, 1082.0, 36.0], shoonya_2s4ITS6BT914TK, 5651194]
[paragraph, [139.0, 1650.0, 1082.0, 36.0], shoonya_2s4ITS6BT914TK, 5651194]
[paragraph, [139.0, 1686.0, 1082.0, 36.0], shoonya_2s4ITS6BT914TK, 5651194]
[paragraph, [139.0, 1722.0, 1082.0, 36.0], shoonya_2s4ITS6BT914TK, 5651194]
[paragraph, [179.0, 1859.0, 1075.0, 36.0], ntaiY6z7PP, 5651194]
