[1275, 750]
[folio, [283.0, 81.0, 149.0, 18.0], shoonya_4sAPQBE7OCZNOG, 5767666]
[folio, [283.0, 99.0, 149.0, 18.0], shoonya_4sAPQBE7OCZNOG, 5767666]
[paragraph, [73.0, 146.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[paragraph, [73.0, 164.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[paragraph, [73.0, 182.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[paragraph, [73.0, 200.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[paragraph, [73.0, 218.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[paragraph, [73.0, 236.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[paragraph, [73.0, 254.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[paragraph, [73.0, 272.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[paragraph, [73.0, 290.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[paragraph, [73.0, 308.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[paragraph, [73.0, 326.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[paragraph, [73.0, 344.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[paragraph, [73.0, 362.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[paragraph, [73.0, 380.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[paragraph, [73.0, 398.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[paragraph, [73.0, 416.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[paragraph, [73.0, 434.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[paragraph, [73.0, 452.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[paragraph, [73.0, 470.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[paragraph, [73.0, 488.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[paragraph, [73.0, 506.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[paragraph, [73.0, 524.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[paragraph, [73.0, 542.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[paragraph, [73.0, 560.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[paragraph, [73.0, 578.0, 600.0, 18.0], shoonya_3sM4DDT92BXQB9, 5767666]
[section-title, [266.0, 636.0, 220.0, 30.0], shoonya_5s29Y26AW6GST1, 5767666]
[paragraph, [76.0, 704.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[paragraph, [76.0, 722.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[paragraph, [76.0, 740.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[paragraph, [76.0, 758.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[paragraph, [76.0, 776.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[paragraph, [76.0, 794.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[paragraph, [76.0, 812.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[paragraph, [76.0, 830.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[paragraph, [76.0, 848.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[paragraph, [76.0, 866.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[paragraph, [76.0, 884.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[paragraph, [76.0, 902.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[paragraph, [76.0, 920.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[paragraph, [76.0, 938.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[paragraph, [76.0, 956.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[paragraph, [76.0, 974.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[paragraph, [76.0, 992.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[paragraph, [76.0, 1010.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[paragraph, [76.0, 1028.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[paragraph, [76.0, 1046.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[paragraph, [76.0, 1064.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[paragraph, [76.0, 1082.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[paragraph, [76.0, 1100.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[paragraph, [76.0, 1118.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[paragraph, [76.0, 1136.0, 600.0, 18.0], shoonya_0sL5RU23QSSMNK, 5767666]
[folio, [191.0, 1162.0, 31.0, 18.0], shoonya_2s83YWVU0X1OQ1, 5767666]
