[1987, 1270]
[folio, [594.0, 112.0, 96.0, 36.0], shoonya_1s8WP4IHECVPQR, 5682984]
[paragraph, [179.0, 188.0, 901.0, 36.0], shoonya_3s1B4VOZSZQJP4, 5682984]
[paragraph, [178.0, 241.0, 717.0, 36.0], shoonya_4sK66QK9K2GLZA, 5682984]
[paragraph, [182.0, 297.0, 828.0, 36.0], shoonya_5sHGJTDR9XKCO3, 5682984]
[paragraph, [184.0, 349.0, 750.0, 36.0], shoonya_6s0GLYUVIQQHDJ, 5682984]
[paragraph, [184.0, 400.0, 677.0, 36.0], shoonya_7s4AF4G73B5K1V, 5682984]
[paragraph, [181.0, 451.0, 435.0, 36.0], shoonya_8s13X298N6MU6X, 5682984]
[paragraph, [130.0, 505.0, 1022.0, 36.0], shoonya_9s2YR43EKW644X, 5682984]
[paragraph, [130.0, 541.0, 1022.0, 36.0], shoonya_9s2YR43EKW644X, 5682984]
[paragraph, [130.0, 610.0, 1019.0, 36.0], shoonya_10sJSF80LD6E74, 5682984]
[paragraph, [130.0, 646.0, 1019.0, 36.0], shoonya_10sJSF80LD6E74, 5682984]
[paragraph, [137.0, 715.0, 1018.0, 36.0], shoonya_11sOGC8WDESLYO, 5682984]
[paragraph, [137.0, 751.0, 1018.0, 36.0], shoonya_11sOGC8WDESLYO, 5682984]
[paragraph, [126.0, 819.0, 1027.0, 36.0], shoonya_12s98C2DGN58W7, 5682984]
[paragraph, [126.0, 855.0, 1027.0, 36.0], shoonya_12s98C2DGN58W7, 5682984]
[paragraph, [126.0, 891.0, 1027.0, 36.0], shoonya_12s98C2DGN58W7, 5682984]
[paragraph, [126.0, 927.0, 1027.0, 36.0], shoonya_12s98C2DGN58W7, 5682984]
[paragraph, [126.0, 963.0, 1027.0, 36.0], shoonya_12s98C2DGN58W7, 5682984]
[paragraph, [125.0, 1029.0, 1023.0, 36.0], d3adhHO-hV, 5682984]
[paragraph, [125.0, 1065.0, 1023.0, 36.0], d3adhHO-hV, 5682984]
[paragraph, [125.0, 1101.0, 1023.0, 36.0], d3adhHO-hV, 5682984]
[paragraph, [125.0, 1137.0, 1023.0, 36.0], d3adhHO-hV, 5682984]
[paragraph, [125.0, 1173.0, 1023.0, 36.0], d3adhHO-hV, 5682984]
[paragraph, [128.0, 1236.0, 1017.0, 36.0], 7v3CXoL3Z_, 5682984]
[paragraph, [128.0, 1272.0, 1017.0, 36.0], 7v3CXoL3Z_, 5682984]
[paragraph, [128.0, 1308.0, 1017.0, 36.0], 7v3CXoL3Z_, 5682984]
[paragraph, [128.0, 1344.0, 1017.0, 36.0], 7v3CXoL3Z_, 5682984]
[paragraph, [128.0, 1380.0, 1017.0, 36.0], 7v3CXoL3Z_, 5682984]
[paragraph, [128.0, 1416.0, 1017.0, 36.0], 7v3CXoL3Z_, 5682984]
[paragraph, [128.0, 1452.0, 1017.0, 36.0], 7v3CXoL3Z_, 5682984]
[paragraph, [128.0, 1488.0, 1017.0, 36.0], 7v3CXoL3Z_, 5682984]
[paragraph, [128.0, 1524.0, 1017.0, 36.0], 7v3CXoL3Z_, 5682984]
[paragraph, [128.0, 1560.0, 1017.0, 36.0], 7v3CXoL3Z_, 5682984]
[paragraph, [126.0, 1608.0, 1014.0, 36.0], vyY6M-vokP, 5682984]
[paragraph, [126.0, 1644.0, 1014.0, 36.0], vyY6M-vokP, 5682984]
[paragraph, [126.0, 1680.0, 1014.0, 36.0], vyY6M-vokP, 5682984]
[paragraph, [126.0, 1716.0, 1014.0, 36.0], vyY6M-vokP, 5682984]
[paragraph, [126.0, 1752.0, 1014.0, 36.0], vyY6M-vokP, 5682984]
[paragraph, [126.0, 1788.0, 1014.0, 36.0], vyY6M-vokP, 5682984]
[paragraph, [126.0, 1824.0, 1014.0, 36.0], vyY6M-vokP, 5682984]
