[872, 605]
[section-title, [254.0, 28.0, 111.0, 30.0], koxJZtvgje, 6457171]
[folio, [40.0, 31.0, 78.0, 18.0], Bx1B9fu58Q, 6457171]
[paragraph, [302.0, 68.0, 260.0, 18.0], uKjVUFONvn, 6457171]
[paragraph, [302.0, 86.0, 260.0, 18.0], uKjVUFONvn, 6457171]
[paragraph, [302.0, 104.0, 260.0, 18.0], uKjVUFONvn, 6457171]
[paragraph, [302.0, 122.0, 260.0, 18.0], uKjVUFONvn, 6457171]
[paragraph, [41.0, 69.0, 263.0, 18.0], bHcYQCU83K, 6457171]
[paragraph, [41.0, 87.0, 263.0, 18.0], bHcYQCU83K, 6457171]
[paragraph, [41.0, 105.0, 263.0, 18.0], bHcYQCU83K, 6457171]
[paragraph, [41.0, 123.0, 263.0, 18.0], bHcYQCU83K, 6457171]
[paragraph, [41.0, 141.0, 263.0, 18.0], bHcYQCU83K, 6457171]
[paragraph, [41.0, 159.0, 263.0, 18.0], bHcYQCU83K, 6457171]
[paragraph, [41.0, 177.0, 263.0, 18.0], bHcYQCU83K, 6457171]
[paragraph, [41.0, 195.0, 263.0, 18.0], bHcYQCU83K, 6457171]
[paragraph, [41.0, 213.0, 263.0, 18.0], bHcYQCU83K, 6457171]
[paragraph, [41.0, 231.0, 263.0, 18.0], bHcYQCU83K, 6457171]
[paragraph, [41.0, 249.0, 263.0, 18.0], bHcYQCU83K, 6457171]
[paragraph, [41.0, 267.0, 263.0, 18.0], bHcYQCU83K, 6457171]
[paragraph, [41.0, 285.0, 263.0, 18.0], bHcYQCU83K, 6457171]
[paragraph, [41.0, 303.0, 263.0, 18.0], bHcYQCU83K, 6457171]
[paragraph, [41.0, 321.0, 263.0, 18.0], bHcYQCU83K, 6457171]
[paragraph, [41.0, 339.0, 263.0, 18.0], bHcYQCU83K, 6457171]
[paragraph, [41.0, 357.0, 263.0, 18.0], bHcYQCU83K, 6457171]
[paragraph, [41.0, 375.0, 263.0, 18.0], bHcYQCU83K, 6457171]
[paragraph, [41.0, 393.0, 263.0, 18.0], bHcYQCU83K, 6457171]
[paragraph, [301.0, 145.0, 223.0, 18.0], x_htECYqvp, 6457171]
[paragraph, [302.0, 169.0, 256.0, 18.0], ww2Av--6uX, 6457171]
[paragraph, [302.0, 187.0, 256.0, 18.0], ww2Av--6uX, 6457171]
[paragraph, [303.0, 201.0, 256.0, 18.0], MPZkgPF2oa, 6457171]
[paragraph, [303.0, 234.0, 260.0, 18.0], 0EvBpMc8Kk, 6457171]
[paragraph, [303.0, 253.0, 259.0, 18.0], VD6aHi3our, 6457171]
[paragraph, [303.0, 271.0, 259.0, 18.0], VD6aHi3our, 6457171]
[paragraph, [303.0, 296.0, 256.0, 18.0], WMbfERuQOF, 6457171]
[paragraph, [303.0, 314.0, 256.0, 18.0], WMbfERuQOF, 6457171]
[paragraph, [303.0, 332.0, 256.0, 18.0], WMbfERuQOF, 6457171]
[paragraph, [304.0, 348.0, 253.0, 18.0], uB5JNAGpmp, 6457171]
[paragraph, [304.0, 366.0, 253.0, 18.0], uB5JNAGpmp, 6457171]
[paragraph, [304.0, 384.0, 253.0, 18.0], uB5JNAGpmp, 6457171]
[paragraph, [300.0, 400.0, 251.0, 18.0], MkJyZ2uejd, 6457171]
[paragraph, [300.0, 418.0, 251.0, 18.0], MkJyZ2uejd, 6457171]
[paragraph, [38.0, 413.0, 262.0, 18.0], shoonya_0sSH6SYIA1GX5S, 6457171]
[paragraph, [38.0, 431.0, 262.0, 18.0], shoonya_0sSH6SYIA1GX5S, 6457171]
[paragraph, [300.0, 439.0, 120.0, 18.0], njYuviuYYh, 6457171]
[paragraph, [41.0, 449.0, 259.0, 18.0], b8lwGR1lUO, 6457171]
[paragraph, [41.0, 467.0, 259.0, 18.0], b8lwGR1lUO, 6457171]
[paragraph, [303.0, 459.0, 262.0, 18.0], pbojpHw4qU, 6457171]
[paragraph, [303.0, 477.0, 262.0, 18.0], pbojpHw4qU, 6457171]
[paragraph, [41.0, 490.0, 260.0, 18.0], EL1qm-qKWL, 6457171]
[paragraph, [41.0, 508.0, 260.0, 18.0], EL1qm-qKWL, 6457171]
[paragraph, [41.0, 526.0, 260.0, 18.0], EL1qm-qKWL, 6457171]
[paragraph, [41.0, 544.0, 260.0, 18.0], EL1qm-qKWL, 6457171]
[paragraph, [302.0, 497.0, 264.0, 18.0], vgsWpO3BH_, 6457171]
[paragraph, [302.0, 529.0, 265.0, 18.0], zjQikHTHoA, 6457171]
[paragraph, [302.0, 547.0, 265.0, 18.0], zjQikHTHoA, 6457171]
[paragraph, [43.0, 561.0, 257.0, 18.0], Bp8U4mkTJx, 6457171]
[paragraph, [43.0, 579.0, 257.0, 18.0], Bp8U4mkTJx, 6457171]
[paragraph, [43.0, 597.0, 257.0, 18.0], Bp8U4mkTJx, 6457171]
[paragraph, [43.0, 615.0, 257.0, 18.0], Bp8U4mkTJx, 6457171]
[paragraph, [43.0, 633.0, 257.0, 18.0], Bp8U4mkTJx, 6457171]
[paragraph, [302.0, 564.0, 239.0, 18.0], l7PDKg_5hK, 6457171]
[paragraph, [302.0, 582.0, 239.0, 18.0], l7PDKg_5hK, 6457171]
[paragraph, [302.0, 600.0, 244.0, 18.0], BZcrXpnx5r, 6457171]
[paragraph, [302.0, 618.0, 244.0, 18.0], BZcrXpnx5r, 6457171]
[paragraph, [302.0, 641.0, 258.0, 18.0], necCQveg6g, 6457171]
[paragraph, [302.0, 659.0, 258.0, 18.0], necCQveg6g, 6457171]
[paragraph, [38.0, 647.0, 261.0, 18.0], SzkwO2hnTl, 6457171]
[paragraph, [38.0, 665.0, 261.0, 18.0], SzkwO2hnTl, 6457171]
[paragraph, [302.0, 677.0, 260.0, 18.0], SoOZMjNQss, 6457171]
[paragraph, [302.0, 695.0, 260.0, 18.0], SoOZMjNQss, 6457171]
[paragraph, [302.0, 713.0, 260.0, 18.0], SoOZMjNQss, 6457171]
[paragraph, [302.0, 731.0, 260.0, 18.0], SoOZMjNQss, 6457171]
[paragraph, [44.0, 692.0, 256.0, 18.0], tnUiBXBNJ7, 6457171]
[paragraph, [44.0, 710.0, 256.0, 18.0], tnUiBXBNJ7, 6457171]
[reference, [38.0, 733.0, 265.0, 18.0], VYf1b-cIwB, 6457171]
[reference, [38.0, 751.0, 265.0, 18.0], VYf1b-cIwB, 6457171]
[reference, [38.0, 769.0, 265.0, 18.0], VYf1b-cIwB, 6457171]
[reference, [38.0, 787.0, 265.0, 18.0], VYf1b-cIwB, 6457171]
[paragraph, [302.0, 746.0, 259.0, 18.0], d9JoiUEBgq, 6457171]
[paragraph, [302.0, 764.0, 259.0, 18.0], d9JoiUEBgq, 6457171]
[reference, [300.0, 785.0, 265.0, 18.0], nRb5Ys7nhn, 6457171]
[reference, [300.0, 803.0, 265.0, 18.0], nRb5Ys7nhn, 6457171]
[folio, [97.0, 820.0, 47.0, 18.0], HJY6cledj_, 6457171]
